Fish,Sire,Dam,Brood_tank,Stack,Unit,Sex,Density,ELD,Measure_age,gmCOMP,Sex_ratio,Trial,Dayorder,Act
1322,2,34,C1b,G,G1,1,L,1,217,8,0.429,1,5,52.1
1322,2,34,C1b,G,G1,1,L,1,273,8,0.714,2,7,91.7
1323,2,34,C1b,G,G2,1,H,2,217,8,0.429,1,16,56.6
1323,2,34,C1b,G,G2,1,H,2,273,8,0.714,2,9,85.3
1324,2,34,C1b,G,G3,2,L,1,217,8,0,1,24,44.8
1324,2,34,C1b,G,G3,2,L,1,273,8,0.714,2,21,70
1325,7,47,E1a,G,G4,2,H,2,204,8,0.286,1,31,53.3
1325,7,47,E1a,G,G4,2,H,2,260,7.789,0.5,2,24,74.2
1325,7,47,E1a,G,G4,2,H,2,343,7.175,0.5,3,18,63.3
1325,7,47,E1a,G,G4,2,H,2,400,6.528,0.333,4,15,90
1326,7,47,E1a,G,G5,1,L,1,205,8,0.429,1,3,41.8
1326,7,47,E1a,G,G5,1,L,1,261,8,0.714,2,2,56.4
1326,7,47,E1a,G,G5,1,L,1,344,8,0.714,3,6,90.2
1326,7,47,E1a,G,G5,1,L,1,401,8,0.714,4,2,68.5
1327,7,47,E1a,G,G6,2,H,2,205,8,0.286,1,9,37.3
1327,7,47,E1a,G,G6,2,H,2,261,8,0.429,2,14,60.8
1327,7,47,E1a,G,G6,2,H,2,344,8,0.429,3,9,80.6
1327,7,47,E1a,G,G6,2,H,2,401,8,0.429,4,8,83.3
1328,7,47,E1a,G,G7,1,L,1,205,8,0.143,1,24,38
1328,7,47,E1a,G,G7,1,L,1,261,8,0.429,2,24,75.1
1328,7,47,E1a,G,G7,1,L,1,345,8,0.571,3,7,89.2
1328,7,47,E1a,G,G7,1,L,1,401,7.894,0.667,4,20,89.3
1329,7,47,E1a,G,G8,2,H,2,261,8,0.571,2,32,76.2
1330,7,47,E1a,G,G1,1,L,1,204,8,0.429,1,4,65.5
1330,7,47,E1a,G,G1,1,L,1,260,8,0.714,2,6,95.7
1330,7,47,E1a,G,G1,1,L,1,343,7.419,1,3,5,74.7
1330,7,47,E1a,G,G1,1,L,1,400,6.856,1,4,4,79
1331,7,47,E1a,G,G2,2,H,2,204,8,0.286,1,14,35.9
1332,7,47,E1a,G,G3,2,L,1,204,8,0,1,20,40.8
1332,7,47,E1a,G,G3,2,L,1,260,8,0.714,2,20,57.8
1332,7,47,E1a,G,G3,2,L,1,343,7.868,0.667,3,13,83.3
1332,7,47,E1a,G,G3,2,L,1,400,7.432,0.75,4,11,85.5
1333,7,47,E1a,G,G4,2,H,2,204,8,0.286,1,30,47.1
1333,7,47,E1a,G,G4,2,H,2,260,7.789,0.5,2,29,74.1
1333,7,47,E1a,G,G4,2,H,2,343,7.175,0.5,3,19,85
1333,7,47,E1a,G,G4,2,H,2,400,6.528,0.333,4,14,72.5
1334,7,48,C3b,G,G5,2,L,1,203,8,0.286,1,4,42.9
1334,7,48,C3b,G,G5,2,L,1,259,8,0.571,2,6,55
1334,7,48,C3b,G,G5,2,L,1,342,8,0.571,3,3,93.2
1334,7,48,C3b,G,G5,2,L,1,399,8,0.571,4,1,30.9
1335,7,48,C3b,G,G6,2,H,2,203,8,0.286,1,12,43
1335,7,48,C3b,G,G6,2,H,2,259,8,0.429,2,15,57.7
1335,7,48,C3b,G,G6,2,H,2,342,8,0.429,3,11,99
1335,7,48,C3b,G,G6,2,H,2,399,8,0.429,4,12,87.2
1336,7,48,C3b,G,G7,1,L,1,203,8,0.143,1,20,41.1
1336,7,48,C3b,G,G7,1,L,1,259,8,0.429,2,23,45
1336,7,48,C3b,G,G7,1,L,1,343,8,0.571,3,5,97.1
1336,7,48,C3b,G,G7,1,L,1,384,7.894,0.667,4,19,78.1
1337,7,48,C3b,G,G8,2,H,2,203,8,0.143,1,29,35
1337,7,48,C3b,G,G8,2,H,2,259,8,0.571,2,25,94
1337,7,48,C3b,G,G8,2,H,2,343,7.868,0.667,3,13,92.4
1338,7,48,C3b,G,G1,2,L,1,202,8,0.286,1,7,49.3
1338,7,48,C3b,G,G1,2,L,1,258,8,0.571,2,1,95.9
1338,7,48,C3b,G,G1,2,L,1,341,7.419,0.75,3,2,95.8
1339,7,48,C3b,G,G2,2,H,2,202,8,0.286,1,13,51.8
1339,7,48,C3b,G,G2,2,H,2,258,8,0.571,2,8,84.1
1339,7,48,C3b,G,G2,2,H,2,341,7.737,0.667,3,9,52.5
1340,7,48,C3b,G,G3,2,L,1,202,8,0,1,17,88.8
1340,7,48,C3b,G,G3,2,L,1,258,8,0.714,2,15,94.3
1340,7,48,C3b,G,G3,2,L,1,341,7.868,0.667,3,14,91
1340,7,48,C3b,G,G3,2,L,1,398,7.432,0.75,4,10,92.2
1341,25,37b,F4b,G,G4,2,H,2,189,8,0.286,1,29,35.1
1341,25,37b,F4b,G,G4,2,H,2,245,7.789,0.5,2,26,59
1342,25,37b,F4b,G,G5,1,L,1,190,8,0.429,1,7,55.3
1342,25,37b,F4b,G,G5,1,L,1,246,8,0.714,2,8,85.1
1342,25,37b,F4b,G,G5,1,L,1,329,8,0.714,3,5,94
1342,25,37b,F4b,G,G5,1,L,1,386,8,0.714,4,3,70.9
1343,25,37b,F4b,G,G6,1,H,2,190,8,0.429,1,14,65.8
1343,25,37b,F4b,G,G6,1,H,2,246,8,0.571,2,9,92.1
1343,25,37b,F4b,G,G6,1,H,2,329,8,0.571,3,15,56
1343,25,37b,F4b,G,G6,1,H,2,386,8,0.571,4,15,89.2
1344,25,37b,F4b,G,G7,1,L,1,190,8,0.143,1,17,32.7
1344,25,37b,F4b,G,G7,1,L,1,246,8,0.429,2,21,88.6
1344,25,37b,F4b,G,G7,1,L,1,330,8,0.571,3,6,97.8
1345,25,37b,F4b,G,G8,2,H,2,190,8,0.143,1,26,27.3
1345,25,37b,F4b,G,G8,2,H,2,246,8,0.571,2,28,53.5
1345,25,37b,F4b,G,G8,2,H,2,330,7.868,0.667,3,10,54.9
1345,25,37b,F4b,G,G8,2,H,2,386,7.318,0.5,4,24,47.7
1346,25,37b,F4b,G,G1,2,L,1,189,8,0.286,1,6,61.1
1346,25,37b,F4b,G,G1,2,L,1,245,8,0.571,2,3,31.8
1346,25,37b,F4b,G,G1,2,L,1,328,7.419,0.75,3,3,87.2
1346,25,37b,F4b,G,G1,2,L,1,385,6.856,0.75,4,2,65.3
1347,25,37b,F4b,G,G2,2,H,2,189,8,0.286,1,11,40.4
1347,25,37b,F4b,G,G2,2,H,2,245,8,0.571,2,12,45
1347,25,37b,F4b,G,G2,2,H,2,328,7.737,0.667,3,6,49.9
1347,25,37b,F4b,G,G2,2,H,2,385,6.934,0.667,4,7,57.1
1348,25,37b,F4b,G,G3,2,L,1,189,8,0,1,21,53.4
1348,25,37b,F4b,G,G3,2,L,1,245,8,0.714,2,18,49.5
1348,25,37b,F4b,G,G3,2,L,1,328,7.868,0.667,3,11,63
1349,28,40,F5b,G,G4,2,H,2,188,8,0.286,1,27,51.1
1349,28,40,F5b,G,G4,2,H,2,244,7.789,0.5,2,25,75.4
1349,28,40,F5b,G,G4,2,H,2,327,7.175,0.5,3,20,78.3
1350,28,40,F5b,G,G5,2,L,1,189,8,0.286,1,1,57.6
1350,28,40,F5b,G,G5,2,L,1,245,8,0.571,2,5,86.7
1350,28,40,F5b,G,G5,2,L,1,328,8,0.571,3,4,73.2
1351,28,40,F5b,G,G6,1,H,2,189,8,0.429,1,13,40.6
1351,28,40,F5b,G,G6,1,H,2,245,8,0.571,2,12,70.7
1351,28,40,F5b,G,G6,1,H,2,328,8,0.571,3,14,81.9
1351,28,40,F5b,G,G6,1,H,2,385,8,0.571,4,14,91.7
1352,28,40,F5b,G,G7,2,L,1,189,8,0,1,19,42.1
1352,28,40,F5b,G,G7,2,L,1,245,8,0.286,2,18,91.9
1352,28,40,F5b,G,G7,2,L,1,329,8,0.429,3,8,93.4
1352,28,40,F5b,G,G7,2,L,1,385,7.894,0.5,4,21,79.7
1353,5,57,F6b,G,G8,1,H,2,189,8,0.286,1,25,41.9
1353,5,57,F6b,G,G8,1,H,2,245,8,0.714,2,29,57.7
1353,5,57,F6b,G,G8,1,H,2,329,7.868,0.833,3,11,82.1
1353,5,57,F6b,G,G8,1,H,2,385,7.318,0.75,4,23,43.2
1354,5,57,F6b,G,G1,2,L,1,188,8,0.286,1,2,47
1354,5,57,F6b,G,G1,2,L,1,244,8,0.571,2,2,70.1
1354,5,57,F6b,G,G1,2,L,1,327,7.419,0.75,3,4,90.3
1354,5,57,F6b,G,G1,2,L,1,384,6.856,0.75,4,1,69.8
1355,5,57,F6b,G,G2,1,H,2,188,8,0.429,1,12,34.2
1355,5,57,F6b,G,G2,1,H,2,244,8,0.714,2,10,49.5
1355,5,57,F6b,G,G2,1,H,2,327,7.737,0.833,3,8,72.1
1355,5,57,F6b,G,G2,1,H,2,384,6.934,1,4,8,76.1
1356,5,57,F6b,G,G3,1,L,1,188,8,0.143,1,23,70.7
1356,5,57,F6b,G,G3,1,L,1,244,8,0.857,2,16,80
1356,5,57,F6b,G,G3,1,L,1,327,7.868,0.833,3,12,96.3
1356,5,57,F6b,G,G3,1,L,1,384,7.432,1,4,13,93.8
1357,5,57,F6b,G,G4,1,H,2,188,8,0.429,1,28,35.8
1357,5,57,F6b,G,G4,1,H,2,244,7.789,0.667,2,28,82.1
1357,5,57,F6b,G,G4,1,H,2,327,7.175,0.75,3,22,91.7
1357,5,57,F6b,G,G4,1,H,2,384,6.528,0.667,4,17,45.8
1358,5,57,F6b,G,G5,2,L,1,189,8,0.286,1,8,38.3
1358,5,57,F6b,G,G5,2,L,1,245,8,0.571,2,4,97.9
1358,5,57,F6b,G,G5,2,L,1,328,8,0.571,3,2,92.4
1358,5,57,F6b,G,G5,2,L,1,385,8,0.571,4,6,59.7
1359,5,57,F6b,G,G6,2,H,2,189,8,0.286,1,10,33.7
1359,5,57,F6b,G,G6,2,H,2,245,8,0.429,2,11,94
1359,5,57,F6b,G,G6,2,H,2,328,8,0.429,3,16,54.8
1359,5,57,F6b,G,G6,2,H,2,385,8,0.429,4,13,78.3
1360,5,57,F6b,G,G7,1,L,1,189,8,0.143,1,18,50.9
1360,5,57,F6b,G,G7,1,L,1,245,8,0.429,2,22,90.8
1360,5,57,F6b,G,G7,1,L,1,329,8,0.571,3,2,95.6
1361,5,57,F6b,G,G8,1,H,2,189,8,0.286,1,28,37.9
1361,5,57,F6b,G,G8,1,H,2,245,8,0.714,2,26,91.5
1361,5,57,F6b,G,G8,1,H,2,329,7.868,0.833,3,12,94.9
1362,5,57,F6b,G,G1,2,L,1,188,8,0.286,1,3,44.7
1362,5,57,F6b,G,G1,2,L,1,244,8,0.571,2,5,81
1363,5,57,F6b,G,G2,2,H,2,188,8,0.286,1,15,54.5
1363,5,57,F6b,G,G2,2,H,2,244,8,0.571,2,13,84.9
1363,5,57,F6b,G,G2,2,H,2,327,7.737,0.667,3,10,73.7
1363,5,57,F6b,G,G2,2,H,2,384,6.934,0.667,4,5,75.1
1364,6,43,C3a,G,G3,2,L,1,187,8,0,1,18,55.4
1364,6,43,C3a,G,G3,2,L,1,243,8,0.714,2,19,79.6
1364,6,43,C3a,G,G3,2,L,1,326,7.868,0.667,3,15,68.9
1365,6,43,C3a,G,G4,1,H,2,187,8,0.429,1,32,41.4
1365,6,43,C3a,G,G4,1,H,2,243,7.789,0.667,2,27,77.9
1365,6,43,C3a,G,G4,1,H,2,326,7.175,0.75,3,21,82.8
1365,6,43,C3a,G,G4,1,H,2,383,6.528,0.667,4,16,56.1
1366,6,43,C3a,G,G5,2,L,1,188,8,0.286,1,5,52.6
1366,6,43,C3a,G,G5,2,L,1,244,8,0.571,2,7,67.3
1366,6,43,C3a,G,G5,2,L,1,327,8,0.571,3,8,65
1366,6,43,C3a,G,G5,2,L,1,384,8,0.571,4,7,70.4
1367,6,43,C3a,G,G6,1,H,2,188,8,0.429,1,15,63
1367,6,43,C3a,G,G6,1,H,2,244,8,0.571,2,13,60.7
1367,6,43,C3a,G,G6,1,H,2,327,8,0.571,3,13,69.5
1367,6,43,C3a,G,G6,1,H,2,384,8,0.571,4,11,85.2
1368,6,43,C3a,G,G7,2,L,1,188,8,0,1,23,53.3
1368,6,43,C3a,G,G7,2,L,1,244,8,0.286,2,17,90.1
1368,6,43,C3a,G,G7,2,L,1,328,8,0.429,3,3,75.2
1368,6,43,C3a,G,G7,1,L,1,384,7.894,0.5,4,16,53.5
1369,6,43,C3a,G,G8,2,H,2,188,8,0.143,1,27,28.1
1369,6,43,C3a,G,G8,2,H,2,244,8,0.571,2,27,48.8
1369,6,43,C3a,G,G8,2,H,2,328,7.868,0.667,3,9,64.5
1370,6,43,C3a,G,G1,2,L,1,187,8,0.286,1,8,74.2
1371,6,43,C3a,G,G2,2,H,2,187,8,0.286,1,10,56.7
1371,6,43,C3a,G,G2,2,H,2,243,8,0.571,2,14,92.8
1372,6,43,C3a,G,G3,2,L,1,187,8,0,1,22,56.4
1372,6,43,C3a,G,G3,2,L,1,243,8,0.714,2,22,77.5
1372,6,43,C3a,G,G3,2,L,1,326,7.868,0.667,3,17,42.2
1373,25,21,G1a,G,G4,2,H,2,175,8,0.286,1,25,80.3
1373,25,21,G1a,G,G4,2,H,2,231,7.789,0.5,2,23,90.9
1374,25,21,G1a,G,G5,1,L,1,176,8,0.429,1,2,73.1
1374,25,21,G1a,G,G5,1,L,1,232,8,0.714,2,3,82.4
1374,25,21,G1a,G,G5,1,L,1,315,8,0.714,3,7,90.3
1374,25,21,G1a,G,G5,1,L,1,372,8,0.714,4,4,88.6
1375,25,21,G1a,G,G6,2,H,2,176,8,0.286,1,11,49.3
1375,25,21,G1a,G,G6,2,H,2,232,8,0.429,2,10,95.5
1375,25,21,G1a,G,G6,2,H,2,315,8,0.429,3,12,97.3
1375,25,21,G1a,G,G6,2,H,2,372,8,0.429,4,10,95.5
1376,25,21,G1a,G,G7,2,L,1,176,8,0,1,22,35.8
1376,25,21,G1a,G,G7,2,L,1,232,8,0.286,2,20,64.2
1376,25,21,G1a,G,G7,2,L,1,316,8,0.429,3,1,60.8
1376,25,21,G1a,G,G7,2,L,1,372,7.894,0.5,4,18,46.8
1377,25,21,G1a,G,G8,2,H,2,176,8,0.143,1,31,41.3
1377,25,21,G1a,G,G8,2,H,2,232,8,0.571,2,30,81.9
1377,25,21,G1a,G,G8,2,H,2,372,7.318,0.5,4,22,90
1378,25,21,G1a,G,G1,2,L,1,175,8,0.286,1,1,63.3
1378,25,21,G1a,G,G1,2,L,1,231,8,0.571,2,4,79.9
1378,25,21,G1a,G,G1,2,L,1,314,7.419,0.75,3,1,50.9
1378,25,21,G1a,G,G1,2,L,1,371,6.856,0.75,4,3,41.6
1379,25,21,G2a,G,G2,2,H,2,175,8,0.286,1,9,29.8
1379,25,21,G2a,G,G2,2,H,2,231,8,0.571,2,11,69.5
1379,25,21,G2a,G,G2,2,H,2,314,7.737,0.667,3,7,95.3
1379,25,21,G2a,G,G2,2,H,2,371,6.934,0.667,4,6,90.3
1380,25,21,G2a,G,G3,2,L,1,175,8,0,1,19,74.3
1380,25,21,G2a,G,G3,2,L,1,231,8,0.714,2,17,80.8
1380,25,21,G2a,G,G3,2,L,1,314,7.868,0.667,3,16,74.9
1380,25,21,G2a,G,G3,2,L,1,371,7.432,0.75,4,12,69
1381,25,21,G2a,G,G4,1,H,2,175,8,0.429,1,26,62.7
1382,25,21,G2a,G,G5,2,L,1,176,8,0.286,1,6,89.4
1382,25,21,G2a,G,G5,2,L,1,232,8,0.571,2,1,87.1
1382,25,21,G2a,G,G5,2,L,1,315,8,0.571,3,1,88.8
1382,25,21,G2a,G,G5,2,L,1,372,8,0.571,4,5,63.4
1383,25,21,G2a,G,G6,1,H,2,176,8,0.429,1,16,43.5
1383,25,21,G2a,G,G6,1,H,2,232,8,0.571,2,16,70.9
1383,25,21,G2a,G,G6,1,H,2,315,8,0.571,3,10,75
1383,25,21,G2a,G,G6,1,H,2,372,8,0.571,4,9,75.5
1384,2,34,G4a,G,G7,2,L,1,174,8,0,1,21,56.8
1384,2,34,G4a,G,G7,2,L,1,230,8,0.286,2,19,84.2
1384,2,34,G4a,G,G7,2,L,1,314,8,0.429,3,4,98.8
1384,2,34,G4a,G,G7,2,L,1,370,7.894,0.5,4,17,83.8
1385,2,34,G4a,G,G8,1,H,2,174,8,0.286,1,30,46
1385,2,34,G4a,G,G8,1,H,2,230,8,0.714,2,31,77.8
