day,treatment,tank,individual,color,shelf,time,location,activity,combined,length_-2,length_6,length_12
13,stochastic,1,32,white,1,100,0,D,0,7.19,8.89,0
13,stochastic,1,32,white,1,140,0,D,0,7.19,8.89,0
13,stochastic,1,32,white,1,260,0,D,0,7.19,8.89,0
13,stochastic,1,32,white,1,380,0,D,0,7.19,8.89,0
13,stochastic,1,32,white,1,680,0,D,0,7.19,8.89,0
13,stochastic,1,32,white,1,1180,0,D,0,7.19,8.89,0
13,stochastic,1,32,white,1,1460,0,D,0,7.19,8.89,0
13,stochastic,1,32,white,1,2100,0,D,0,7.19,8.89,0
13,stochastic,1,32,white,1,2580,0,D,0,7.19,8.89,0
13,stochastic,1,32,white,1,2820,0,D,0,7.19,8.89,0
13,stochastic,1,33,blue,1,-80,0,F,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,-40,0,F,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,0,0,F,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,20,0,H,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,60,0,T,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,100,6.3,M,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,140,12.2,M,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,260,0,M,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,380,0,D,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,680,0,D,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,1180,0,D,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,1460,0,D,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,2100,0,D,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,2580,0,D,0,7.52,8.62,10.63
13,stochastic,1,33,blue,1,2820,0,D,0,7.52,8.62,10.63
13,stochastic,1,34,pink,1,-80,0,F,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,-40,9.2,M,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,0,2.5,M,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,20,7.7,M,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,60,20.6,S,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,100,10.4,M,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,140,20.6,S,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,260,20.6,S,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,380,20.6,S,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,680,18.4,M,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,1180,0,D,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,1460,0,D,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,2100,0,D,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,2580,0,D,0,7.29,8.03,9.97
13,stochastic,1,34,pink,1,2820,0,D,0,7.29,8.03,9.97
13,stochastic,1,35,green,1,-80,0,F,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,-40,0,F,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,0,0,F,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,20,0,T,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,60,20.4,S,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,100,20.8,S,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,140,4.7,M,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,260,20.1,S,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,380,20.5,S,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,680,0,D,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,1180,0,D,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,1460,0,D,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,2100,0,D,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,2580,0,D,0,7.09,7.98,10.15
13,stochastic,1,35,green,1,2820,0,D,0,7.09,7.98,10.15
13,stochastic,2,36,black,2,-80,0.5,S,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,-40,0,M,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,0,0,F,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,20,11.5,M,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,60,9.8,M,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,100,21,W,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,140,10.6,M,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,260,20.9,S,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,380,20.9,S,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,680,21.8,S,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,1180,0,D,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,1460,0,D,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,2100,0,D,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,2580,0,D,0,6.73,7.93,9.46
13,stochastic,2,36,black,2,2820,0,D,0,6.73,7.93,9.46
13,stochastic,2,37,white,2,-80,8.2,M,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,-40,6.7,S,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,0,0.9,M,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,20,0,M,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,60,19.3,S,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,100,20.4,S,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,140,18.1,M,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,260,20.9,S,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,380,20,S,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,680,21.3,S,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,1180,19.3,S,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,1460,0,D,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,2100,0,D,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,2580,0,D,0,8.24,9.04,11.51
13,stochastic,2,37,white,2,2820,0,D,0,8.24,9.04,11.51
13,stochastic,2,38,blue,2,-80,0,F,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,-40,0,F,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,0,0,F,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,20,20.5,S,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,60,20.8,S,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,100,16.2,M,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,140,18.5,M,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,260,21,S,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,380,16.1,S,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,680,21.5,S,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,1180,19.8,S,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,1460,0,D,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,2100,0,D,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,2580,0,D,0,7.62,7.81,9.4
13,stochastic,2,38,blue,2,2820,0,D,0,7.62,7.81,9.4
13,stochastic,2,39,pink,2,-80,5.3,M,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,-40,0,M,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,0,0,F,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,20,7.3,M,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,60,3.6,M,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,100,0,H,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,140,0,D,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,260,0,D,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,380,0,D,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,680,0,D,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,1180,0,D,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,1460,0,D,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,2100,0,D,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,2580,0,D,0,6.84,8.34,10.75
13,stochastic,2,39,pink,2,2820,0,D,0,6.84,8.34,10.75
13,stochastic,2,40,green,2,-80,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,-40,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,0,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,20,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,60,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,100,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,140,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,260,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,380,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,680,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,1180,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,1460,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,2100,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,2580,0,D,0,8.06,0,0
13,stochastic,2,40,green,2,2820,0,D,0,8.06,0,0
13,stochastic,3,41,black,3,-80,3.8,M,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,-40,0,F,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,0,0,F,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,20,19.7,M,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,60,21,S,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,100,21.3,S,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,140,21.1,S,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,260,23.7,S,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,380,21.4,S,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,680,24.9,S,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,1180,0,D,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,1460,0,D,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,2100,0,D,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,2580,0,D,0,7.02,8.5,10.81
13,stochastic,3,41,black,3,2820,0,D,0,7.02,8.5,10.81
13,stochastic,3,42,white,3,-80,0,F,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,-40,0,M,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,0,0,F,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,20,17.4,M,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,60,0.6,M,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,100,1.9,M,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,140,0,D,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,260,0,D,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,380,0,D,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,680,0,D,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,1180,0,D,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,1460,0,D,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,2100,0,D,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,2580,0,D,0,7.31,8.64,10.84
13,stochastic,3,42,white,3,2820,0,D,0,7.31,8.64,10.84
13,stochastic,3,43,blue,3,-80,0,F,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,-40,2.3,M,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,0,0,F,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,20,0,M,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,60,0,H,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,100,0,H,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,140,0,T,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,260,21.2,S,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,380,0,D,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,680,0,D,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,1180,0,D,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,1460,0,D,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,2100,0,D,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,2580,0,D,0,7.43,8.15,8.55
13,stochastic,3,43,blue,3,2820,0,D,0,7.43,8.15,8.55
13,stochastic,3,44,pink,3,-80,0,M,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,-40,20.5,S,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,0,0,M,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,20,20.6,S,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,60,19.7,M,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,100,19.6,S,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,140,20.7,S,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,260,20.7,S,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,380,20.7,S,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,680,20.7,S,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,1180,23.3,S,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,1460,27.6,S,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,2100,22,S,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,2580,0,D,0,6.77,7.58,8.87
13,stochastic,3,44,pink,3,2820,0,D,0,6.77,7.58,8.87
13,stochastic,3,45,green,3,-80,9.6,M,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,-40,0,F,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,0,0,M,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,20,14.8,M,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,60,20.8,S,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,100,21,S,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,140,18.5,M,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,260,20.1,S,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,380,20.1,S,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,680,0,D,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,1180,0,D,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,1460,0,D,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,2100,0,D,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,2580,0,D,0,7.18,7.95,8.51
13,stochastic,3,45,green,3,2820,0,D,0,7.18,7.95,8.51
13,control,1,46,black,1,-80,0,F,0,7.06,7.87,9.78
13,control,1,46,black,1,-40,2,M,0,7.06,7.87,9.78
13,control,1,46,black,1,0,2,M,0,7.06,7.87,9.78
13,control,1,46,black,1,20,9.1,M,0,7.06,7.87,9.78
13,control,1,46,black,1,60,20.6,S,0,7.06,7.87,9.78
13,control,1,46,black,1,100,20.6,S,1,7.06,7.87,9.78
13,control,1,46,black,1,140,9,M,0,7.06,7.87,9.78
13,control,1,46,black,1,260,20.7,S,0,7.06,7.87,9.78
13,control,1,46,black,1,380,20.9,S,0,7.06,7.87,9.78
13,control,1,46,black,1,680,6.8,M,0,7.06,7.87,9.78
13,control,1,46,black,1,1180,0,D,0,7.06,7.87,9.78
13,control,1,46,black,1,1460,0,D,0,7.06,7.87,9.78
13,control,1,46,black,1,2100,0,D,0,7.06,7.87,9.78
13,control,1,46,black,1,2580,0,D,0,7.06,7.87,9.78
13,control,1,46,black,1,2820,0,D,0,7.06,7.87,9.78
13,control,1,47,white,1,-80,0,F,0,6.78,8.01,10.49
13,control,1,47,white,1,-40,0,F,0,6.78,8.01,10.49
13,control,1,47,white,1,0,0,F,0,6.78,8.01,10.49
13,control,1,47,white,1,20,17.6,M,0,6.78,8.01,10.49
13,control,1,47,white,1,60,14.1,M,0,6.78,8.01,10.49
13,control,1,47,white,1,100,20.2,M,0,6.78,8.01,10.49
13,control,1,47,white,1,140,0,M,0,6.78,8.01,10.49
13,control,1,47,white,1,260,11.6,M,0,6.78,8.01,10.49
13,control,1,47,white,1,380,20.8,S,0,6.78,8.01,10.49
13,control,1,47,white,1,680,0.6,M,0,6.78,8.01,10.49
13,control,1,47,white,1,1180,21.5,S,0,6.78,8.01,10.49
13,control,1,47,white,1,1460,22.7,S,0,6.78,8.01,10.49
13,control,1,47,white,1,2100,21,S,0,6.78,8.01,10.49
13,control,1,47,white,1,2580,0,D,0,6.78,8.01,10.49
13,control,1,47,white,1,2820,0,D,0,6.78,8.01,10.49
13,control,1,48,blue,1,-80,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,-40,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,0,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,20,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,60,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,100,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,140,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,260,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,380,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,680,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,1180,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,1460,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,2100,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,2580,0,D,0,6.97,8.33,0
13,control,1,48,blue,1,2820,0,D,0,6.97,8.33,0
13,control,1,49,pink,1,-80,0,F,0,7.67,8.59,10.52
13,control,1,49,pink,1,-40,0,F,0,7.67,8.59,10.52
13,control,1,49,pink,1,0,0,F,0,7.67,8.59,10.52
13,control,1,49,pink,1,20,1.2,S,0,7.67,8.59,10.52
13,control,1,49,pink,1,60,18.2,S,0,7.67,8.59,10.52
13,control,1,49,pink,1,100,21,S,0,7.67,8.59,10.52
13,control,1,49,pink,1,140,20.7,S,0,7.67,8.59,10.52
13,control,1,49,pink,1,260,20.7,S,0,7.67,8.59,10.52
13,control,1,49,pink,1,380,15.8,M,0,7.67,8.59,10.52
13,control,1,49,pink,1,680,0,M,0,7.67,8.59,10.52
13,control,1,49,pink,1,1180,0,D,0,7.67,8.59,10.52
13,control,1,49,pink,1,1460,0,D,0,7.67,8.59,10.52
13,control,1,49,pink,1,2100,0,D,0,7.67,8.59,10.52
13,control,1,49,pink,1,2580,0,D,0,7.67,8.59,10.52
13,control,1,49,pink,1,2820,0,D,0,7.67,8.59,10.52
13,control,1,50,green,1,-80,0,F,0,7.13,8.65,11.04
13,control,1,50,green,1,-40,0.6,M,0,7.13,8.65,11.04
13,control,1,50,green,1,0,0,F,0,7.13,8.65,11.04
13,control,1,50,green,1,20,19.1,M,0,7.13,8.65,11.04
13,control,1,50,green,1,60,0,M,0,7.13,8.65,11.04
13,control,1,50,green,1,100,20.6,S,1,7.13,8.65,11.04
13,control,1,50,green,1,140,20.6,S,0,7.13,8.65,11.04
13,control,1,50,green,1,260,20.6,S,0,7.13,8.65,11.04
13,control,1,50,green,1,380,20.6,S,0,7.13,8.65,11.04
13,control,1,50,green,1,680,15.4,M,0,7.13,8.65,11.04
13,control,1,50,green,1,1180,19.5,M,0,7.13,8.65,11.04
13,control,1,50,green,1,1460,3.1,M,0,7.13,8.65,11.04
13,control,1,50,green,1,2100,21,S,0,7.13,8.65,11.04
13,control,1,50,green,1,2580,18.7,M,0,7.13,8.65,11.04
13,control,1,50,green,1,2820,16.4,M,0,7.13,8.65,11.04
13,control,2,51,black,2,-80,16.5,M,0,7.69,9,9.97
13,control,2,51,black,2,-40,0,F,0,7.69,9,9.97
13,control,2,51,black,2,0,0,F,0,7.69,9,9.97
13,control,2,51,black,2,20,4.8,M,0,7.69,9,9.97
13,control,2,51,black,2,60,20.8,S,0,7.69,9,9.97
13,control,2,51,black,2,100,20.8,S,0,7.69,9,9.97
13,control,2,51,black,2,140,21,S,0,7.69,9,9.97
13,control,2,51,black,2,260,21,S,0,7.69,9,9.97
13,control,2,51,black,2,380,21,S,0,7.69,9,9.97
13,control,2,51,black,2,680,0,M,0,7.69,9,9.97
13,control,2,51,black,2,1180,20.9,S,0,7.69,9,9.97
13,control,2,51,black,2,1460,0.6,S,0,7.69,9,9.97
13,control,2,51,black,2,2100,21,S,0,7.69,9,9.97
13,control,2,51,black,2,2580,17.8,S,0,7.69,9,9.97
13,control,2,51,black,2,2820,11,M,0,7.69,9,9.97
13,control,2,52,white,2,-80,0,F,0,7.15,7.83,9.26
13,control,2,52,white,2,-40,0,F,0,7.15,7.83,9.26
13,control,2,52,white,2,0,0,F,0,7.15,7.83,9.26
13,control,2,52,white,2,20,1.6,M,0,7.15,7.83,9.26
13,control,2,52,white,2,60,2.6,M,0,7.15,7.83,9.26
13,control,2,52,white,2,100,19.9,M,0,7.15,7.83,9.26
13,control,2,52,white,2,140,21,S,0,7.15,7.83,9.26
13,control,2,52,white,2,260,21,S,0,7.15,7.83,9.26
13,control,2,52,white,2,380,21.3,S,0,7.15,7.83,9.26
13,control,2,52,white,2,680,0,H,0,7.15,7.83,9.26
13,control,2,52,white,2,1180,0,T,0,7.15,7.83,9.26
13,control,2,52,white,2,1460,14.5,M,0,7.15,7.83,9.26
13,control,2,52,white,2,2100,0,D,0,7.15,7.83,9.26
13,control,2,52,white,2,2580,0,D,0,7.15,7.83,9.26
13,control,2,52,white,2,2820,0,D,0,7.15,7.83,9.26
13,control,2,53,blue,2,-80,0,F,0,7.47,8.5,11.84
13,control,2,53,blue,2,-40,0,M,0,7.47,8.5,11.84
13,control,2,53,blue,2,0,0,M,0,7.47,8.5,11.84
13,control,2,53,blue,2,20,21.2,M,0,7.47,8.5,11.84
13,control,2,53,blue,2,60,14.7,M,0,7.47,8.5,11.84
13,control,2,53,blue,2,100,0,M,0,7.47,8.5,11.84
13,control,2,53,blue,2,140,20.7,S,0,7.47,8.5,11.84
13,control,2,53,blue,2,260,20.7,S,0,7.47,8.5,11.84
13,control,2,53,blue,2,380,20.7,S,0,7.47,8.5,11.84
13,control,2,53,blue,2,680,0,F,0,7.47,8.5,11.84
13,control,2,53,blue,2,1180,22.1,S,0,7.47,8.5,11.84
13,control,2,53,blue,2,1460,17.1,M,0,7.47,8.5,11.84
13,control,2,53,blue,2,2100,8.9,M,0,7.47,8.5,11.84
13,control,2,53,blue,2,2580,15.1,M,0,7.47,8.5,11.84
13,control,2,53,blue,2,2820,8.6,M,0,7.47,8.5,11.84
13,control,2,54,pink,2,-80,5.2,M,0,6.76,8.15,10.26
13,control,2,54,pink,2,-40,3.5,S,0,6.76,8.15,10.26
13,control,2,54,pink,2,0,0,F,0,6.76,8.15,10.26
13,control,2,54,pink,2,20,8.7,M,0,6.76,8.15,10.26
13,control,2,54,pink,2,60,9.9,M,0,6.76,8.15,10.26
13,control,2,54,pink,2,100,0,H,0,6.76,8.15,10.26
13,control,2,54,pink,2,140,21,W,0,6.76,8.15,10.26
13,control,2,54,pink,2,260,21,S,0,6.76,8.15,10.26
13,control,2,54,pink,2,380,20.6,S,0,6.76,8.15,10.26
13,control,2,54,pink,2,680,18.9,M,0,6.76,8.15,10.26
13,control,2,54,pink,2,1180,18,M,0,6.76,8.15,10.26
13,control,2,54,pink,2,1460,4.5,M,0,6.76,8.15,10.26
13,control,2,54,pink,2,2100,0,D,0,6.76,8.15,10.26
13,control,2,54,pink,2,2580,0,D,0,6.76,8.15,10.26
13,control,2,54,pink,2,2820,0,D,0,6.76,8.15,10.26
13,control,2,55,green,2,-80,0,F,0,7.18,8.01,10.3
13,control,2,55,green,2,-40,0,F,0,7.18,8.01,10.3
13,control,2,55,green,2,0,0,F,0,7.18,8.01,10.3
13,control,2,55,green,2,20,2.5,M,0,7.18,8.01,10.3
13,control,2,55,green,2,60,5,M,0,7.18,8.01,10.3
13,control,2,55,green,2,100,16.3,M,0,7.18,8.01,10.3
13,control,2,55,green,2,140,2.4,M,0,7.18,8.01,10.3
13,control,2,55,green,2,260,20.9,S,0,7.18,8.01,10.3
13,control,2,55,green,2,380,20.9,S,0,7.18,8.01,10.3
13,control,2,55,green,2,680,17.6,M,0,7.18,8.01,10.3
13,control,2,55,green,2,1180,20.7,S,0,7.18,8.01,10.3
13,control,2,55,green,2,1460,9.3,M,0,7.18,8.01,10.3
13,control,2,55,green,2,2100,0,T,0,7.18,8.01,10.3
13,control,2,55,green,2,2580,0,F,0,7.18,8.01,10.3
13,control,2,55,green,2,2820,0,F,0,7.18,8.01,10.3
13,control,3,56,black,3,-80,0.5,S,0,7.27,8.85,11.49
13,control,3,56,black,3,-40,0.7,S,0,7.27,8.85,11.49
13,control,3,56,black,3,0,0,F,0,7.27,8.85,11.49
13,control,3,56,black,3,20,20.5,S,0,7.27,8.85,11.49
13,control,3,56,black,3,60,21.6,S,0,7.27,8.85,11.49
13,control,3,56,black,3,100,22.3,S,0,7.27,8.85,11.49
13,control,3,56,black,3,140,22.3,S,0,7.27,8.85,11.49
13,control,3,56,black,3,260,22.3,S,0,7.27,8.85,11.49
13,control,3,56,black,3,380,0,D,0,7.27,8.85,11.49
13,control,3,56,black,3,680,0,D,0,7.27,8.85,11.49
13,control,3,56,black,3,1180,0,D,0,7.27,8.85,11.49
13,control,3,56,black,3,1460,0,D,0,7.27,8.85,11.49
13,control,3,56,black,3,2100,0,D,0,7.27,8.85,11.49
13,control,3,56,black,3,2580,0,D,0,7.27,8.85,11.49
13,control,3,56,black,3,2820,0,D,0,7.27,8.85,11.49
13,control,3,57,white,3,-80,0,F,0,7.85,9.02,11.87
13,control,3,57,white,3,-40,0,F,0,7.85,9.02,11.87
13,control,3,57,white,3,0,0,F,0,7.85,9.02,11.87
13,control,3,57,white,3,20,0,D,0,7.85,9.02,11.87
13,control,3,57,white,3,60,0,D,0,7.85,9.02,11.87
13,control,3,57,white,3,100,0,D,0,7.85,9.02,11.87
13,control,3,57,white,3,140,0,D,0,7.85,9.02,11.87
13,control,3,57,white,3,260,0,D,0,7.85,9.02,11.87
13,control,3,57,white,3,380,0,D,0,7.85,9.02,11.87
13,control,3,57,white,3,680,0,D,0,7.85,9.02,11.87
13,control,3,57,white,3,1180,0,D,0,7.85,9.02,11.87
13,control,3,57,white,3,1460,0,D,0,7.85,9.02,11.87
13,control,3,57,white,3,2100,0,D,0,7.85,9.02,11.87
13,control,3,57,white,3,2580,0,D,0,7.85,9.02,11.87
13,control,3,57,white,3,2820,0,D,0,7.85,9.02,11.87
13,control,3,58,blue,3,-80,0,F,0,6.86,8.41,10.3
13,control,3,58,blue,3,-40,0.8,S,0,6.86,8.41,10.3
13,control,3,58,blue,3,0,0,F,0,6.86,8.41,10.3
13,control,3,58,blue,3,20,20.4,S,0,6.86,8.41,10.3
13,control,3,58,blue,3,60,21,W,0,6.86,8.41,10.3
13,control,3,58,blue,3,100,20.5,S,0,6.86,8.41,10.3
13,control,3,58,blue,3,140,21.8,S,0,6.86,8.41,10.3
13,control,3,58,blue,3,260,22.1,S,0,6.86,8.41,10.3
13,control,3,58,blue,3,380,22.1,S,0,6.86,8.41,10.3
13,control,3,58,blue,3,680,0,D,0,6.86,8.41,10.3
13,control,3,58,blue,3,1180,0,D,0,6.86,8.41,10.3
13,control,3,58,blue,3,1460,0,D,0,6.86,8.41,10.3
13,control,3,58,blue,3,2100,0,D,0,6.86,8.41,10.3
13,control,3,58,blue,3,2580,0,D,0,6.86,8.41,10.3
13,control,3,58,blue,3,2820,0,D,0,6.86,8.41,10.3
