mating,treatment,total.l.c,fore.w.c,coef.activity,slope.activity.nbmales.c,coef.agg,nbmales.c,nbfemales.c,ham,id_exp,stream,date,timestep,total.l.c.z,fore.w.c.z,coef.activity.z,slope.activity.nbmales.c.z,coef.agg.z,nbmales.c.z,nbfemales.c.z
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-0.912573674,-0.173870334,YES,216,4,4/27/2011,12,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.44862614,-0.374202217
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-1.912573674,-0.173870334,NO,216,4,4/28/2011,17,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.940231534,-0.374202217
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-0.912573674,0.826129666,NO,216,4,4/30/2011,35,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.44862614,1.777989064
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-1.912573674,-0.173870334,NO,216,4,4/30/2011,32,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.940231534,-0.374202217
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,0.087426326,-0.173870334,NO,216,4,4/30/2011,34,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,0.042979254,-0.374202217
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,0.087426326,-0.173870334,NO,216,4,4/28/2011,20,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,0.042979254,-0.374202217
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-1.912573674,-0.173870334,NO,216,4,4/29/2011,23,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.940231534,-0.374202217
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,1.087426326,-0.173870334,YES,216,4,4/27/2011,9,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,0.534584647,-0.374202217
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-0.912573674,0.826129666,NO,216,4,4/28/2011,15,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.44862614,1.777989064
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-0.912573674,0.826129666,NO,216,4,4/28/2011,18,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.44862614,1.777989064
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-0.912573674,-0.173870334,YES,216,4,4/27/2011,8,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.44862614,-0.374202217
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-1.912573674,-0.173870334,NO,216,4,4/29/2011,24,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.940231534,-0.374202217
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-0.912573674,-0.173870334,YES,216,4,4/28/2011,14,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.44862614,-0.374202217
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-0.912573674,0.826129666,NO,216,4,4/28/2011,19,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.44862614,1.777989064
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,0.087426326,-0.173870334,NO,216,4,4/30/2011,36,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,0.042979254,-0.374202217
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-0.912573674,-0.173870334,NO,216,4,4/29/2011,28,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.44862614,-0.374202217
1,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-0.912573674,0.826129666,YES,216,4,4/27/2011,10,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.44862614,1.777989064
0,0,0.395942534,-0.049547397,-0.82409352,0.06799264,-0.349378967,-0.912573674,-0.173870334,NO,216,4,4/29/2011,25,0.483558236,-0.767897426,-1.105289162,1.537055757,-1.668736531,-0.44862614,-0.374202217
1,1,-0.556057466,-0.141547397,0.066553443,0.034266638,-0.161296746,-1.912573674,-0.173870334,NO,217,4,4/26/2011,4,-0.679104021,-2.193735466,0.076710121,0.76383545,-0.751051413,-0.940231534,-0.374202217
1,0,-0.556057466,-0.141547397,0.066553443,0.034266638,-0.161296746,1.087426326,1.826129666,YES,217,4,4/26/2011,6,-0.679104021,-2.193735466,0.076710121,0.76383545,-0.751051413,0.534584647,3.930180344
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,-1.912573674,-0.173870334,NO,218,4,4/30/2011,30,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,-0.940231534,-0.374202217
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,0.087426326,-0.173870334,NO,218,4,4/28/2011,20,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,0.042979254,-0.374202217
0,1,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,1.087426326,-0.173870334,NO,218,4,4/26/2011,4,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,0.534584647,-0.374202217
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,0.087426326,1.826129666,NO,218,4,4/29/2011,27,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,0.042979254,3.930180344
0,1,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,6.087426326,1.826129666,NO,218,4,4/26/2011,3,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,2.992611615,3.930180344
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,-0.912573674,0.826129666,YES,218,4,4/29/2011,23,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,-0.44862614,1.777989064
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,-0.912573674,-0.173870334,NO,218,4,4/30/2011,35,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,-0.44862614,-0.374202217
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,1.087426326,-0.173870334,NO,218,4,4/26/2011,6,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,0.534584647,-0.374202217
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,-1.912573674,0.826129666,NO,218,4,4/29/2011,26,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,-0.940231534,1.777989064
1,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,-1.912573674,-0.173870334,NO,218,4,4/30/2011,36,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,-0.940231534,-0.374202217
0,1,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,-1.912573674,-0.173870334,NO,218,4,4/29/2011,24,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,-0.940231534,-0.374202217
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,-1.912573674,-0.173870334,YES,218,4,4/29/2011,22,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,-0.940231534,-0.374202217
1,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,1.087426326,-0.173870334,YES,218,4,4/27/2011,9,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,0.534584647,-0.374202217
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,-0.912573674,-0.173870334,YES,218,4,4/27/2011,8,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,-0.44862614,-0.374202217
1,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,-0.912573674,-0.173870334,NO,218,4,4/30/2011,31,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,-0.44862614,-0.374202217
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,-0.912573674,-0.173870334,YES,218,4,4/27/2011,12,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,-0.44862614,-0.374202217
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,-0.912573674,-0.173870334,YES,218,4,4/27/2011,11,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,-0.44862614,-0.374202217
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,-0.912573674,0.826129666,NO,218,4,4/29/2011,25,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,-0.44862614,1.777989064
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,0.087426326,-0.173870334,NO,218,4,4/26/2011,5,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,0.042979254,-0.374202217
0,0,-0.151057466,0.018452603,-0.767047035,0.050016701,0.00928741,-0.912573674,-0.173870334,NO,218,4,4/29/2011,28,-0.184484048,0.285982864,-1.029581382,1.124929789,0.081257669,-0.44862614,-0.374202217
0,1,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,1.087426326,-0.173870334,NO,219,4,4/26/2011,4,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,0.534584647,-0.374202217
0,0,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,-0.912573674,0.826129666,YES,219,4,4/29/2011,23,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,-0.44862614,1.777989064
0,0,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,-0.912573674,-0.173870334,YES,219,4,4/28/2011,14,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,-0.44862614,-0.374202217
1,0,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,-1.912573674,-0.173870334,NO,219,4,4/29/2011,24,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,-0.940231534,-0.374202217
1,0,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,-0.912573674,0.826129666,NO,219,4,4/28/2011,15,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,-0.44862614,1.777989064
0,0,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,-1.912573674,-0.173870334,NO,219,4,4/30/2011,35,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,-0.940231534,-0.374202217
0,0,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,-1.912573674,0.826129666,NO,219,4,4/30/2011,32,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,-0.940231534,1.777989064
1,0,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,-1.912573674,-0.173870334,NO,219,4,4/30/2011,33,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,-0.940231534,-0.374202217
0,0,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,-0.912573674,-0.173870334,NO,219,4,4/30/2011,31,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,-0.44862614,-0.374202217
1,0,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,0.087426326,-0.173870334,NO,219,4,4/26/2011,5,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,0.042979254,-0.374202217
0,0,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,1.087426326,-0.173870334,NO,219,4,4/29/2011,28,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,0.534584647,-0.374202217
0,0,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,-0.912573674,0.826129666,NO,219,4,4/27/2011,12,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,-0.44862614,1.777989064
0,0,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,-1.912573674,-0.173870334,NO,219,4,4/30/2011,36,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,-0.940231534,-0.374202217
0,0,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,-1.912573674,-0.173870334,YES,219,4,4/29/2011,22,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,-0.940231534,-0.374202217
0,1,1.482942534,-0.014547397,-0.930070843,0.079525047,0.069833063,6.087426326,1.826129666,NO,219,4,4/26/2011,3,1.811093816,-0.225459042,-1.245934249,1.80145387,0.376670199,2.992611615,3.930180344
0,1,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,0.087426326,-0.173870334,NO,220,4,4/28/2011,18,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,0.042979254,-0.374202217
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,-1.912573674,-0.173870334,YES,220,4,5/01/2011,40,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,-0.940231534,-0.374202217
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,1.087426326,-0.173870334,NO,220,4,4/29/2011,28,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,0.534584647,-0.374202217
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,0.087426326,-0.173870334,NO,220,4,4/26/2011,5,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,0.042979254,-0.374202217
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,-0.912573674,-0.173870334,YES,220,4,5/01/2011,41,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,-0.44862614,-0.374202217
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,-1.912573674,-0.173870334,NO,220,4,4/26/2011,4,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,-0.940231534,-0.374202217
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,-0.912573674,-0.173870334,NO,220,4,4/29/2011,25,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,-0.44862614,-0.374202217
1,1,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,1.087426326,-0.173870334,NO,220,4,4/26/2011,6,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,0.534584647,-0.374202217
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,-1.912573674,-0.173870334,YES,220,4,4/29/2011,22,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,-0.940231534,-0.374202217
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,0.087426326,-0.173870334,NO,220,4,4/28/2011,20,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,0.042979254,-0.374202217
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,-0.912573674,1.826129666,NO,220,4,4/28/2011,14,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,-0.44862614,3.930180344
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,0.087426326,-0.173870334,NO,220,4,4/28/2011,16,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,0.042979254,-0.374202217
0,1,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,0.087426326,0.826129666,NO,220,4,4/27/2011,9,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,0.042979254,1.777989064
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,-1.912573674,-0.173870334,NO,220,4,4/29/2011,23,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,-0.940231534,-0.374202217
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,-1.912573674,0.826129666,NO,220,4,4/28/2011,19,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,-0.940231534,1.777989064
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,-1.912573674,-0.173870334,YES,220,4,5/01/2011,43,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,-0.940231534,-0.374202217
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,-1.912573674,-0.173870334,NO,220,4,4/29/2011,24,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,-0.940231534,-0.374202217
0,1,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,1.087426326,-0.173870334,NO,220,4,4/28/2011,17,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,0.534584647,-0.374202217
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,-1.912573674,-0.173870334,NO,220,4,4/29/2011,26,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,-0.940231534,-0.374202217
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,0.087426326,0.826129666,NO,220,4,4/28/2011,15,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,0.042979254,1.777989064
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,-0.912573674,-0.173870334,NO,220,4,4/29/2011,27,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,-0.44862614,-0.374202217
1,1,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,0.087426326,0.826129666,NO,220,4,4/27/2011,10,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,0.042979254,1.777989064
0,0,-0.900057466,-0.118547397,-0.00461984,-0.056879671,-0.256961226,-0.912573674,0.826129666,YES,220,4,5/01/2011,39,-1.099225676,-1.837275956,-0.017745676,-1.32583343,-1.217814668,-0.44862614,1.777989064
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,0.087426326,0.826129666,NO,221,4,4/28/2011,17,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,0.042979254,1.777989064
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-0.912573674,-0.173870334,YES,221,4,4/28/2011,14,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.44862614,-0.374202217
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,1.087426326,-0.173870334,NO,221,4,5/01/2011,38,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,0.534584647,-0.374202217
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,1.087426326,-0.173870334,NO,221,4,5/01/2011,40,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,0.534584647,-0.374202217
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,1.087426326,-0.173870334,NO,221,4,4/29/2011,26,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,0.534584647,-0.374202217
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-0.912573674,0.826129666,NO,221,4,4/28/2011,15,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.44862614,1.777989064
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-1.912573674,-0.173870334,NO,221,4,4/29/2011,22,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.940231534,-0.374202217
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,1.087426326,1.826129666,YES,221,4,4/26/2011,3,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,0.534584647,3.930180344
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,1.087426326,-0.173870334,NO,221,4,4/26/2011,4,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,0.534584647,-0.374202217
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,0.087426326,-0.173870334,NO,221,4,4/29/2011,23,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,0.042979254,-0.374202217
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-1.912573674,-0.173870334,NO,221,4,4/26/2011,5,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.940231534,-0.374202217
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-1.912573674,-0.173870334,NO,221,4,4/29/2011,25,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.940231534,-0.374202217
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-0.912573674,0.826129666,YES,221,4,4/27/2011,10,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.44862614,1.777989064
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-1.912573674,0.826129666,NO,221,4,4/28/2011,16,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.940231534,1.777989064
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-1.912573674,-0.173870334,NO,221,4,4/26/2011,6,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.940231534,-0.374202217
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,1.087426326,-0.173870334,YES,221,4,4/27/2011,9,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,0.534584647,-0.374202217
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-0.912573674,0.826129666,NO,221,4,4/29/2011,24,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.44862614,1.777989064
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-0.912573674,-0.173870334,YES,221,4,4/27/2011,8,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.44862614,-0.374202217
0,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-0.912573674,-0.173870334,NO,221,4,5/01/2011,43,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.44862614,-0.374202217
0,1,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-0.912573674,0.826129666,NO,221,4,4/28/2011,18,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.44862614,1.777989064
1,1,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,0.087426326,-0.173870334,NO,221,4,4/29/2011,27,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,0.042979254,-0.374202217
1,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-0.912573674,0.826129666,NO,221,4,4/28/2011,19,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.44862614,1.777989064
0,1,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-0.912573674,-0.173870334,NO,221,4,5/01/2011,39,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.44862614,-0.374202217
1,0,0.164942534,0.046452603,-0.478674182,-0.064080505,-0.181090366,-0.912573674,-0.173870334,YES,221,4,4/27/2011,11,0.201441659,0.719933572,-0.646874743,-1.490923606,-0.847627849,-0.44862614,-0.374202217
0,0,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,-0.912573674,0.826129666,NO,222,4,4/28/2011,18,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,-0.44862614,1.777989064
1,0,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,1.087426326,-0.173870334,NO,222,4,4/29/2011,26,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,0.534584647,-0.374202217
0,0,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,0.087426326,-0.173870334,NO,222,4,4/28/2011,20,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,0.042979254,-0.374202217
0,0,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,0.087426326,-0.173870334,NO,222,4,4/26/2011,5,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,0.042979254,-0.374202217
0,0,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,-0.912573674,0.826129666,NO,222,4,4/29/2011,24,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,-0.44862614,1.777989064
0,0,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,-0.912573674,0.826129666,NO,222,4,4/28/2011,19,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,-0.44862614,1.777989064
0,0,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,1.087426326,-0.173870334,NO,222,4,4/26/2011,4,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,0.534584647,-0.374202217
0,0,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,-0.912573674,-0.173870334,NO,222,4,4/29/2011,28,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,-0.44862614,-0.374202217
0,0,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,-0.912573674,1.826129666,NO,222,4,4/28/2011,14,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,-0.44862614,3.930180344
1,1,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,-0.912573674,0.826129666,NO,222,4,4/27/2011,12,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,-0.44862614,1.777989064
0,1,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,1.087426326,-0.173870334,NO,222,4,4/26/2011,6,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,0.534584647,-0.374202217
1,0,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,1.087426326,-0.173870334,NO,222,4,5/01/2011,38,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,0.534584647,-0.374202217
0,0,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,0.087426326,-0.173870334,NO,222,4,4/29/2011,23,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,0.042979254,-0.374202217
0,1,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,-1.912573674,-0.173870334,NO,222,4,4/29/2011,22,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,-0.940231534,-0.374202217
0,1,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,0.087426326,0.826129666,NO,222,4,4/28/2011,15,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,0.042979254,1.777989064
1,0,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,-1.912573674,0.826129666,NO,222,4,4/28/2011,16,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,-0.940231534,1.777989064
0,0,0.685942534,0.036452603,-0.250055084,-0.075722214,0.192416337,-1.912573674,-0.173870334,NO,222,4,4/29/2011,25,0.837730562,0.564951176,-0.343468769,-1.75782762,0.97477482,-0.940231534,-0.374202217
1,1,0.522942534,0.004452603,1.177905847,-0.044478114,0.128572272,-0.912573674,-0.173870334,NO,223,4,5/01/2011,42,0.638661289,0.06900751,1.551612974,-1.041508734,0.663268781,-0.44862614,-0.374202217
0,0,0.522942534,0.004452603,1.177905847,-0.044478114,0.128572272,-0.912573674,0.826129666,NO,223,4,4/30/2011,30,0.638661289,0.06900751,1.551612974,-1.041508734,0.663268781,-0.44862614,1.777989064
1,0,0.522942534,0.004452603,1.177905847,-0.044478114,0.128572272,1.087426326,-0.173870334,NO,223,4,5/01/2011,38,0.638661289,0.06900751,1.551612974,-1.041508734,0.663268781,0.534584647,-0.374202217
0,1,0.522942534,0.004452603,1.177905847,-0.044478114,0.128572272,1.087426326,-0.173870334,NO,223,4,4/26/2011,4,0.638661289,0.06900751,1.551612974,-1.041508734,0.663268781,0.534584647,-0.374202217
