Fish,Sire,Dam,Brood_tank,Stack,Unit,Sex,Density,ELD,Part,Measure_age,gmCOMP,Sex_ratio,Trial,Dayorder,DOMscore,DOMmeas
1013,26,38,A2a,A,H,2,L,1,3,NA,NA,NA,7,9,-1,END
1013,26,38,A2a,A,H,2,L,1,3,NA,NA,NA,8,2,0,END
1013,26,38,A2a,A,H,2,L,1,3,NA,NA,NA,9,7,-19,END
1013,26,38,A2a,A,H,2,L,1,3,NA,NA,NA,10,8,9,END
1013,26,38,A2a,A,H,2,L,1,3,NA,NA,NA,11,8,10,END
1013,26,38,A2a,A,H,2,L,1,3,NA,NA,NA,12,6,21,END
1013,26,38,A2a,A,H,2,L,1,3,NA,NA,NA,13,6,4,END
1013,26,38,A2a,A,H,2,L,1,3,NA,NA,NA,14,8,8,END
1031,32,55,B4a,A,H,2,L,1,3,NA,NA,NA,6,6,8,END
1031,32,55,B4a,A,H,2,L,1,3,NA,NA,NA,7,6,5,END
1031,32,55,B4a,A,H,2,L,1,3,NA,NA,NA,8,8,2,END
1031,32,55,B4a,A,H,2,L,1,3,NA,NA,NA,9,8,8,END
1031,32,55,B4a,A,H,2,L,1,3,NA,NA,NA,10,3,6,END
1031,32,55,B4a,A,H,2,L,1,3,NA,NA,NA,11,2,3,END
1031,32,55,B4a,A,H,2,L,1,3,NA,NA,NA,12,1,3,END
1031,32,55,B4a,A,H,2,L,1,3,NA,NA,NA,13,7,0,END
1031,32,55,B4a,A,H,2,L,1,3,NA,NA,NA,14,4,-1,END
1032,32,55,B4a,A,H,2,H,2,3,NA,NA,NA,6,3,19,END
1032,32,55,B4a,A,H,2,H,2,3,NA,NA,NA,7,5,11,END
1032,32,55,B4a,A,H,2,H,2,3,NA,NA,NA,8,4,17,END
1032,32,55,B4a,A,H,2,H,2,3,NA,NA,NA,9,1,14,END
1032,32,55,B4a,A,H,2,H,2,3,NA,NA,NA,10,2,29,END
1032,32,55,B4a,A,H,2,H,2,3,NA,NA,NA,11,4,1,END
1032,32,55,B4a,A,H,2,H,2,3,NA,NA,NA,12,2,13,END
1032,32,55,B4a,A,H,2,H,2,3,NA,NA,NA,13,5,0,END
1032,32,55,B4a,A,H,2,H,2,3,NA,NA,NA,14,3,0,END
1038,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,6,7,-3,END
1038,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,7,8,11,END
1038,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,8,3,2,END
1038,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,9,3,-5,END
1038,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,10,1,-5,END
1038,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,11,9,7,END
1038,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,12,7,3,END
1038,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,13,1,6,END
1038,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,14,5,10,END
1042,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,6,2,17,END
1042,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,7,7,20,END
1042,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,8,7,26,END
1042,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,9,5,0,END
1042,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,10,4,18,END
1042,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,11,5,23,END
1042,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,12,9,7,END
1042,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,13,8,22,END
1042,25,17,C2a,A,H,2,H,2,3,NA,NA,NA,14,6,21,END
1044,3,11,G6b,A,H,2,H,2,3,NA,NA,NA,6,4,13,END
1044,3,11,G6b,A,H,2,H,2,3,NA,NA,NA,7,1,28,END
1044,3,11,G6b,A,H,2,H,2,3,NA,NA,NA,8,1,44,END
1044,3,11,G6b,A,H,2,H,2,3,NA,NA,NA,9,2,13,END
1044,3,11,G6b,A,H,2,H,2,3,NA,NA,NA,10,6,15,END
1044,3,11,G6b,A,H,2,H,2,3,NA,NA,NA,11,6,23,END
1044,3,11,G6b,A,H,2,H,2,3,NA,NA,NA,12,8,-2,END
1044,3,11,G6b,A,H,2,H,2,3,NA,NA,NA,13,4,30,END
1044,3,11,G6b,A,H,2,H,2,3,NA,NA,NA,14,7,4,END
1056,7,47,A6a,A,H,2,H,2,3,NA,NA,NA,6,5,7,END
1056,7,47,A6a,A,H,2,H,2,3,NA,NA,NA,7,3,9,END
1056,7,47,A6a,A,H,2,H,2,3,NA,NA,NA,8,9,0,END
1056,7,47,A6a,A,H,2,H,2,3,NA,NA,NA,9,9,29,END
1056,7,47,A6a,A,H,2,H,2,3,NA,NA,NA,10,9,0,END
1056,7,47,A6a,A,H,2,H,2,3,NA,NA,NA,11,3,4,END
1056,7,47,A6a,A,H,2,H,2,3,NA,NA,NA,12,3,8,END
1056,7,47,A6a,A,H,2,H,2,3,NA,NA,NA,13,3,0,END
1056,7,47,A6a,A,H,2,H,2,3,NA,NA,NA,14,9,0,END
1057,7,47,A6a,A,H,2,L,1,3,NA,NA,NA,6,1,18,END
1057,7,47,A6a,A,H,2,L,1,3,NA,NA,NA,7,2,10,END
1057,7,47,A6a,A,H,2,L,1,3,NA,NA,NA,8,6,10,END
1057,7,47,A6a,A,H,2,L,1,3,NA,NA,NA,9,4,25,END
1057,7,47,A6a,A,H,2,L,1,3,NA,NA,NA,10,7,35,END
1057,7,47,A6a,A,H,2,L,1,3,NA,NA,NA,11,7,30,END
1057,7,47,A6a,A,H,2,L,1,3,NA,NA,NA,12,4,27,END
1057,7,47,A6a,A,H,2,L,1,3,NA,NA,NA,13,9,10,END
1057,7,47,A6a,A,H,2,L,1,3,NA,NA,NA,14,2,22,END
1069,31,54,A5a,B,I,2,H,2,3,NA,NA,NA,6,6,0,END
1069,31,54,A5a,B,I,2,H,2,3,NA,NA,NA,7,6,1,END
1069,31,54,A5a,B,I,2,H,2,3,NA,NA,NA,8,5,2,END
1069,31,54,A5a,B,I,2,H,2,3,NA,NA,NA,9,6,1,END
1069,31,54,A5a,B,I,2,H,2,3,NA,NA,NA,10,4,5,END
1073,28,40,B3a,B,I,2,H,2,3,NA,NA,NA,6,7,0,END
1073,28,40,B3a,B,I,2,H,2,3,NA,NA,NA,7,10,0,END
1073,28,40,B3a,B,I,2,H,2,3,NA,NA,NA,8,11,0,END
1074,28,40,B3a,B,I,2,L,1,3,NA,NA,NA,6,8,0,END
1074,28,40,B3a,B,I,2,L,1,3,NA,NA,NA,7,7,0,END
1074,28,40,B3a,B,I,2,L,1,3,NA,NA,NA,8,10,1,END
1074,28,40,B3a,B,I,2,L,1,3,NA,NA,NA,9,1,0,END
1074,28,40,B3a,B,I,2,L,1,3,NA,NA,NA,10,5,1,END
1075,28,40,B3a,B,I,2,H,2,3,NA,NA,NA,6,9,0,END
1075,28,40,B3a,B,I,2,H,2,3,NA,NA,NA,7,8,2,END
1075,28,40,B3a,B,I,2,H,2,3,NA,NA,NA,8,6,11,END
1075,28,40,B3a,B,I,2,H,2,3,NA,NA,NA,9,2,2,END
1075,28,40,B3a,B,I,2,H,2,3,NA,NA,NA,10,6,3,END
1076,28,40,B3a,B,I,2,L,1,3,NA,NA,NA,6,3,-1,END
1076,28,40,B3a,B,I,2,L,1,3,NA,NA,NA,7,2,0,END
1076,28,40,B3a,B,I,2,L,1,3,NA,NA,NA,8,1,5,END
1076,28,40,B3a,B,I,2,L,1,3,NA,NA,NA,9,8,8,END
1076,28,40,B3a,B,I,2,L,1,3,NA,NA,NA,10,2,8,END
1078,28,40,A1a,B,I,2,L,1,3,NA,NA,NA,6,10,0,END
1078,28,40,A1a,B,I,2,L,1,3,NA,NA,NA,7,11,0,END
1078,28,40,A1a,B,I,2,L,1,3,NA,NA,NA,8,12,0,END
1078,28,40,A1a,B,I,2,L,1,3,NA,NA,NA,9,10,0,END
1078,28,40,A1a,B,I,2,L,1,3,NA,NA,NA,10,3,0,END
1096,6,44,E3a,B,I,2,L,1,3,NA,NA,NA,6,1,4,END
1096,6,44,E3a,B,I,2,L,1,3,NA,NA,NA,7,1,-2,END
1096,6,44,E3a,B,I,2,L,1,3,NA,NA,NA,8,2,16,END
1096,6,44,E3a,B,I,2,L,1,3,NA,NA,NA,9,3,6,END
1096,6,44,E3a,B,I,2,L,1,3,NA,NA,NA,10,11,-6,END
1103,2,10b,F3b,B,I,2,H,2,3,NA,NA,NA,6,11,0,END
1103,2,10b,F3b,B,I,2,H,2,3,NA,NA,NA,7,9,0,END
1103,2,10b,F3b,B,I,2,H,2,3,NA,NA,NA,8,8,5,END
1103,2,10b,F3b,B,I,2,H,2,3,NA,NA,NA,9,7,1,END
1103,2,10b,F3b,B,I,2,H,2,3,NA,NA,NA,10,9,0,END
1111,1,13,B2b,B,I,2,H,2,3,NA,NA,NA,6,12,0,END
1111,1,13,B2b,B,I,2,H,2,3,NA,NA,NA,7,12,0,END
1111,1,13,B2b,B,I,2,H,2,3,NA,NA,NA,8,9,14,END
1111,1,13,B2b,B,I,2,H,2,3,NA,NA,NA,9,1,0,END
1111,1,13,B2b,B,I,2,H,2,3,NA,NA,NA,10,7,3,END
1115,2,14,B6a,B,I,2,H,2,3,NA,NA,NA,6,4,4,END
1115,2,14,B6a,B,I,2,H,2,3,NA,NA,NA,7,3,0,END
1115,2,14,B6a,B,I,2,H,2,3,NA,NA,NA,8,4,3,END
1115,2,14,B6a,B,I,2,H,2,3,NA,NA,NA,9,4,0,END
1115,2,14,B6a,B,I,2,H,2,3,NA,NA,NA,10,10,0,END
1116,2,14,B6a,B,I,2,L,1,3,NA,NA,NA,6,5,0,END
1116,2,14,B6a,B,I,2,L,1,3,NA,NA,NA,7,4,7,END
1116,2,14,B6a,B,I,2,L,1,3,NA,NA,NA,8,7,2,END
1116,2,14,B6a,B,I,2,L,1,3,NA,NA,NA,9,5,0,END
1116,2,14,B6a,B,I,2,L,1,3,NA,NA,NA,10,11,0,END
1129,7,48,C1a,B,I,2,H,2,3,NA,NA,NA,6,2,0,END
1129,7,48,C1a,B,I,2,H,2,3,NA,NA,NA,7,5,5,END
1129,7,48,C1a,B,I,2,H,2,3,NA,NA,NA,8,3,7,END
1129,7,48,C1a,B,I,2,H,2,3,NA,NA,NA,9,9,2,END
1129,7,48,C1a,B,I,2,H,2,3,NA,NA,NA,10,8,0,END
1131,7,48,C1a,D,I,2,H,2,3,NA,NA,NA,6,2,-3,END
1131,7,48,C1a,D,I,2,H,2,3,NA,NA,NA,7,2,53,END
1131,7,48,C1a,D,I,2,H,2,3,NA,NA,NA,8,1,29,END
1131,7,48,C1a,D,I,2,H,2,3,NA,NA,NA,9,3,17,END
1131,7,48,C1a,D,I,2,H,2,3,NA,NA,NA,10,20,30,END
1131,7,48,C1a,D,I,2,H,2,3,NA,NA,NA,11,3,21,END
1131,7,48,C1a,D,I,2,H,2,3,NA,NA,NA,12,4,42,END
1131,7,48,C1a,D,I,2,H,2,3,NA,NA,NA,13,6,13,END
1131,7,48,C1a,D,I,2,H,2,3,NA,NA,NA,14,9,31,END
1131,7,48,C1a,D,I,2,H,2,3,NA,NA,NA,15,8,26,END
1131,7,48,C1a,D,I,2,H,2,3,NA,NA,NA,16,3,31,END
1138,7,48,A5b,E,H,2,L,1,3,NA,NA,NA,6,9,0,END
1138,7,48,A5b,E,H,2,L,1,3,NA,NA,NA,7,1,0,END
1138,7,48,A5b,E,H,2,L,1,3,NA,NA,NA,8,9,4,END
1138,7,48,A5b,E,H,2,L,1,3,NA,NA,NA,9,10,7,END
1138,7,48,A5b,E,H,2,L,1,3,NA,NA,NA,10,9,8,END
1138,7,48,A5b,E,H,2,L,1,3,NA,NA,NA,11,2,6,END
1138,7,48,A5b,E,H,2,L,1,3,NA,NA,NA,12,11,12,END
1138,7,48,A5b,E,H,2,L,1,3,NA,NA,NA,13,2,5,END
1138,7,48,A5b,E,H,2,L,1,3,NA,NA,NA,14,1,10,END
1138,7,48,A5b,E,H,2,L,1,3,NA,NA,NA,15,1,12,END
1141,7,48,A5b,E,H,2,H,2,3,NA,NA,NA,6,4,2,END
1141,7,48,A5b,E,H,2,H,2,3,NA,NA,NA,7,6,0,END
1141,7,48,A5b,E,H,2,H,2,3,NA,NA,NA,8,13,4,END
1141,7,48,A5b,E,H,2,H,2,3,NA,NA,NA,9,12,-1,END
1141,7,48,A5b,E,H,2,H,2,3,NA,NA,NA,10,4,2,END
1141,7,48,A5b,E,H,2,H,2,3,NA,NA,NA,11,11,2,END
1141,7,48,A5b,E,H,2,H,2,3,NA,NA,NA,12,3,2,END
1141,7,48,A5b,E,H,2,H,2,3,NA,NA,NA,13,7,0,END
1141,7,48,A5b,E,H,2,H,2,3,NA,NA,NA,14,6,10,END
1141,7,48,A5b,E,H,2,H,2,3,NA,NA,NA,15,3,0,END
1154,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,6,13,0,END
1154,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,7,2,0,END
1154,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,8,5,1,END
1154,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,9,7,0,END
1154,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,10,11,2,END
1154,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,11,12,9,END
1154,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,12,12,5,END
1154,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,13,4,3,END
1154,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,14,2,2,END
1154,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,15,7,9,END
1158,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,6,1,0,END
1158,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,7,11,1,END
1158,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,8,1,0,END
1158,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,9,8,4,END
1158,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,10,5,7,END
1158,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,11,14,0,END
1158,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,12,1,-7,END
1158,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,13,11,0,END
1158,31,54,G6a,E,H,2,L,1,3,NA,NA,NA,14,8,0,END
1172,1,9,A6b,E,H,2,L,1,3,NA,NA,NA,6,14,5,END
1172,1,9,A6b,E,H,2,L,1,3,NA,NA,NA,7,7,9,END
1172,1,9,A6b,E,H,2,L,1,3,NA,NA,NA,8,6,4,END
1172,1,9,A6b,E,H,2,L,1,3,NA,NA,NA,9,11,13,END
1172,1,9,A6b,E,H,2,L,1,3,NA,NA,NA,10,10,2,END
1172,1,9,A6b,E,H,2,L,1,3,NA,NA,NA,11,3,21,END
1172,1,9,A6b,E,H,2,L,1,3,NA,NA,NA,12,5,2,END
1172,1,9,A6b,E,H,2,L,1,3,NA,NA,NA,13,5,1,END
1172,1,9,A6b,E,H,2,L,1,3,NA,NA,NA,14,3,3,END
1172,1,9,A6b,E,H,2,L,1,3,NA,NA,NA,15,2,2,END
1177,32,55,B2a,E,H,2,H,2,3,NA,NA,NA,6,10,0,END
1177,32,55,B2a,E,H,2,H,2,3,NA,NA,NA,7,8,12,END
1177,32,55,B2a,E,H,2,H,2,3,NA,NA,NA,8,14,18,END
1177,32,55,B2a,E,H,2,H,2,3,NA,NA,NA,9,3,22,END
1177,32,55,B2a,E,H,2,H,2,3,NA,NA,NA,10,3,34,END
1177,32,55,B2a,E,H,2,H,2,3,NA,NA,NA,11,4,19,END
1177,32,55,B2a,E,H,2,H,2,3,NA,NA,NA,12,10,-3,END
1177,32,55,B2a,E,H,2,H,2,3,NA,NA,NA,13,1,13,END
1177,32,55,B2a,E,H,2,H,2,3,NA,NA,NA,14,13,18,END
1177,32,55,B2a,E,H,2,H,2,3,NA,NA,NA,15,12,34,END
1188,28,40,F3a,E,H,2,L,1,3,NA,NA,NA,6,5,0,END
1188,28,40,F3a,E,H,2,L,1,3,NA,NA,NA,7,12,0,END
1188,28,40,F3a,E,H,2,L,1,3,NA,NA,NA,8,11,17,END
1188,28,40,F3a,E,H,2,L,1,3,NA,NA,NA,9,5,7,END
1188,28,40,F3a,E,H,2,L,1,3,NA,NA,NA,10,6,0,END
1188,28,40,F3a,E,H,2,L,1,3,NA,NA,NA,11,8,16,END
1188,28,40,F3a,E,H,2,L,1,3,NA,NA,NA,12,8,19,END
1188,28,40,F3a,E,H,2,L,1,3,NA,NA,NA,13,6,0,END
1188,28,40,F3a,E,H,2,L,1,3,NA,NA,NA,14,4,0,END
1188,28,40,F3a,E,H,2,L,1,3,NA,NA,NA,15,6,3,END
1193,28,40,F3a,E,H,2,H,2,3,NA,NA,NA,6,11,0,END
1193,28,40,F3a,E,H,2,H,2,3,NA,NA,NA,7,3,0,END
1193,28,40,F3a,E,H,2,H,2,3,NA,NA,NA,8,7,0,END
1193,28,40,F3a,E,H,2,H,2,3,NA,NA,NA,9,13,0,END
1193,28,40,F3a,E,H,2,H,2,3,NA,NA,NA,10,12,0,END
1193,28,40,F3a,E,H,2,H,2,3,NA,NA,NA,11,13,0,END
1193,28,40,F3a,E,H,2,H,2,3,NA,NA,NA,12,6,0,END
1193,28,40,F3a,E,H,2,H,2,3,NA,NA,NA,13,8,3,END
1193,28,40,F3a,E,H,2,H,2,3,NA,NA,NA,14,10,0,END
1193,28,40,F3a,E,H,2,H,2,3,NA,NA,NA,15,4,0,END
1198,28,40,B5b,D,I,2,L,1,3,NA,NA,NA,6,8,0,END
1198,28,40,B5b,D,I,2,L,1,3,NA,NA,NA,7,8,0,END
1198,28,40,B5b,D,I,2,L,1,3,NA,NA,NA,8,7,1,END
1198,28,40,B5b,D,I,2,L,1,3,NA,NA,NA,9,5,28,END
1198,28,40,B5b,D,I,2,L,1,3,NA,NA,NA,10,0,0,END
1198,28,40,B5b,D,I,2,L,1,3,NA,NA,NA,11,9,0,END
1198,28,40,B5b,D,I,2,L,1,3,NA,NA,NA,12,6,12,END
1198,28,40,B5b,D,I,2,L,1,3,NA,NA,NA,13,4,14,END
1198,28,40,B5b,D,I,2,L,1,3,NA,NA,NA,14,2,0,END
1198,28,40,B5b,D,I,2,L,1,3,NA,NA,NA,15,2,1,END
1198,28,40,B5b,D,I,2,L,1,3,NA,NA,NA,16,4,8,END
1201,28,40,B5b,D,I,2,H,2,3,NA,NA,NA,6,7,2,END
1201,28,40,B5b,D,I,2,H,2,3,NA,NA,NA,7,7,2,END
1201,28,40,B5b,D,I,2,H,2,3,NA,NA,NA,8,2,0,END
1201,28,40,B5b,D,I,2,H,2,3,NA,NA,NA,9,7,0,END
1201,28,40,B5b,D,I,2,H,2,3,NA,NA,NA,10,0,0,END
1201,28,40,B5b,D,I,2,H,2,3,NA,NA,NA,11,6,0,END
1201,28,40,B5b,D,I,2,H,2,3,NA,NA,NA,12,7,15,END
1201,28,40,B5b,D,I,2,H,2,3,NA,NA,NA,13,2,0,END
1201,28,40,B5b,D,I,2,H,2,3,NA,NA,NA,14,7,0,END
1201,28,40,B5b,D,I,2,H,2,3,NA,NA,NA,15,3,14,END
1201,28,40,B5b,D,I,2,H,2,3,NA,NA,NA,16,5,0,END
1208,1,13,E3b,E,H,2,L,1,3,NA,NA,NA,6,7,0,END
1208,1,13,E3b,E,H,2,L,1,3,NA,NA,NA,7,4,0,END
1208,1,13,E3b,E,H,2,L,1,3,NA,NA,NA,8,2,1,END
1208,1,13,E3b,E,H,2,L,1,3,NA,NA,NA,9,14,0,END
1208,1,13,E3b,E,H,2,L,1,3,NA,NA,NA,10,13,0,END
1208,1,13,E3b,E,H,2,L,1,3,NA,NA,NA,11,9,0,END
1208,1,13,E3b,E,H,2,L,1,3,NA,NA,NA,12,13,0,END
1208,1,13,E3b,E,H,2,L,1,3,NA,NA,NA,13,9,0,END
1210,1,13,E3b,D,I,2,L,1,3,NA,NA,NA,6,6,13,END
1210,1,13,E3b,D,I,2,L,1,3,NA,NA,NA,7,6,-2,END
1210,1,13,E3b,D,I,2,L,1,3,NA,NA,NA,8,6,3,END
1210,1,13,E3b,D,I,2,L,1,3,NA,NA,NA,9,1,-11,END
1210,1,13,E3b,D,I,2,L,1,3,NA,NA,NA,10,29,67,END
1210,1,13,E3b,D,I,2,L,1,3,NA,NA,NA,11,5,10,END
1210,1,13,E3b,D,I,2,L,1,3,NA,NA,NA,12,2,10,END
1210,1,13,E3b,D,I,2,L,1,3,NA,NA,NA,13,1,-9,END
1210,1,13,E3b,D,I,2,L,1,3,NA,NA,NA,14,1,12,END
1210,1,13,E3b,D,I,2,L,1,3,NA,NA,NA,15,9,8,END
1210,1,13,E3b,D,I,2,L,1,3,NA,NA,NA,16,2,5,END
1212,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,6,5,5,END
1212,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,7,5,48,END
1212,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,8,9,13,END
1212,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,9,6,17,END
1212,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,10,0,-16,END
1212,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,11,8,22,END
1212,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,12,3,9,END
1212,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,13,3,2,END
1212,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,14,10,2,END
1212,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,15,1,6,END
1212,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,16,9,11,END
1216,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,6,9,30,END
1216,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,7,9,39,END
1216,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,8,10,10,END
1216,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,9,4,48,END
1216,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,10,32,41,END
1216,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,11,2,29,END
1216,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,12,9,14,END
1216,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,13,7,0,END
1216,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,14,3,3,END
1216,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,15,5,7,END
1216,1,13,B3b,D,I,2,L,1,3,NA,NA,NA,16,10,22,END
1217,2,10b,B6b,D,I,2,H,2,3,NA,NA,NA,6,1,22,END
1217,2,10b,B6b,D,I,2,H,2,3,NA,NA,NA,7,1,16,END
1217,2,10b,B6b,D,I,2,H,2,3,NA,NA,NA,8,5,34,END
1217,2,10b,B6b,D,I,2,H,2,3,NA,NA,NA,9,2,10,END
1217,2,10b,B6b,D,I,2,H,2,3,NA,NA,NA,10,6,44,END
1217,2,10b,B6b,D,I,2,H,2,3,NA,NA,NA,11,4,-11,END
1217,2,10b,B6b,D,I,2,H,2,3,NA,NA,NA,12,1,17,END
1217,2,10b,B6b,D,I,2,H,2,3,NA,NA,NA,13,8,3,END
1217,2,10b,B6b,D,I,2,H,2,3,NA,NA,NA,14,8,20,END
1217,2,10b,B6b,D,I,2,H,2,3,NA,NA,NA,15,7,14,END
1217,2,10b,B6b,D,I,2,H,2,3,NA,NA,NA,16,14,18,END
1229,2,10b,E6a,D,I,2,H,2,3,NA,NA,NA,6,4,27,END
1229,2,10b,E6a,D,I,2,H,2,3,NA,NA,NA,7,4,7,END
1229,2,10b,E6a,D,I,2,H,2,3,NA,NA,NA,8,8,6,END
1229,2,10b,E6a,D,I,2,H,2,3,NA,NA,NA,9,10,17,END
1229,2,10b,E6a,D,I,2,H,2,3,NA,NA,NA,10,7,19,END
1229,2,10b,E6a,D,I,2,H,2,3,NA,NA,NA,11,1,7,END
1229,2,10b,E6a,D,I,2,H,2,3,NA,NA,NA,12,5,13,END
1229,2,10b,E6a,D,I,2,H,2,3,NA,NA,NA,13,5,3,END
1229,2,10b,E6a,D,I,2,H,2,3,NA,NA,NA,14,4,7,END
1229,2,10b,E6a,D,I,2,H,2,3,NA,NA,NA,15,6,15,END
1229,2,10b,E6a,D,I,2,H,2,3,NA,NA,NA,16,6,20,END
1230,2,10b,E6a,D,I,2,L,1,3,NA,NA,NA,6,10,8,END
1230,2,10b,E6a,D,I,2,L,1,3,NA,NA,NA,7,10,1,END
1230,2,10b,E6a,D,I,2,L,1,3,NA,NA,NA,8,4,-1,END
1230,2,10b,E6a,D,I,2,L,1,3,NA,NA,NA,9,9,6,END
1230,2,10b,E6a,D,I,2,L,1,3,NA,NA,NA,10,0,12,END
1230,2,10b,E6a,D,I,2,L,1,3,NA,NA,NA,11,7,-1,END
1230,2,10b,E6a,D,I,2,L,1,3,NA,NA,NA,12,8,4,END
1230,2,10b,E6a,D,I,2,L,1,3,NA,NA,NA,13,9,0,END
1230,2,10b,E6a,D,I,2,L,1,3,NA,NA,NA,14,5,0,END
1230,2,10b,E6a,D,I,2,L,1,3,NA,NA,NA,15,10,6,END
1230,2,10b,E6a,D,I,2,L,1,3,NA,NA,NA,16,7,6,END
1237,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,6,6,0,END
1237,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,7,14,0,END
1237,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,8,12,4,END
1237,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,9,2,2,END
1237,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,10,2,6,END
1237,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,11,5,0,END
1237,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,12,4,-2,END
1237,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,13,12,-4,END
1237,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,14,7,10,END
1237,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,15,11,4,END
1239,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,6,2,0,END
1239,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,7,13,0,END
1239,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,8,3,0,END
1239,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,9,9,0,END
1239,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,10,7,0,END
1239,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,11,6,-4,END
1239,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,12,14,17,END
1239,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,13,13,7,END
1239,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,14,11,0,END
1239,2,34,G5a,E,H,2,H,2,3,NA,NA,NA,15,9,0,END
1241,4b,12,D5a,E,H,2,H,2,3,NA,NA,NA,6,3,0,END
1241,4b,12,D5a,E,H,2,H,2,3,NA,NA,NA,7,9,0,END
1241,4b,12,D5a,E,H,2,H,2,3,NA,NA,NA,8,8,0,END
1241,4b,12,D5a,E,H,2,H,2,3,NA,NA,NA,9,6,10,END
1241,4b,12,D5a,E,H,2,H,2,3,NA,NA,NA,10,14,4,END
1241,4b,12,D5a,E,H,2,H,2,3,NA,NA,NA,11,7,19,END
1241,4b,12,D5a,E,H,2,H,2,3,NA,NA,NA,12,9,10,END
1241,4b,12,D5a,E,H,2,H,2,3,NA,NA,NA,13,3,27,END
1241,4b,12,D5a,E,H,2,H,2,3,NA,NA,NA,14,12,7,END
1241,4b,12,D5a,E,H,2,H,2,3,NA,NA,NA,15,8,5,END
1247,4b,12,D5a,D,I,2,H,2,3,NA,NA,NA,6,3,2,END
