Fish,Sire,Dam,Brood_tank,Stack,Unit,Sex,Density,ELD,Part,Measure_age,gmCOMP,Sex_ratio,Trial,Dayorder,DOMscore,DOMmeas
1269,26,18,G6b,F,F4,2,H,2,1,238,8,0.714,1,24,0,EXP
1269,26,18,G6b,F,F4,2,H,2,1,280,7.652,1,2,10,-19,EXP
1270,26,18,G6b,F,F5,2,L,1,1,238,8,0.714,1,27,-7,EXP
1270,26,18,G6b,F,F5,2,L,1,1,280,8,0.714,2,32,0,EXP
1271,26,18,G6b,F,F6,2,H,2,1,238,8,0.429,1,31,18,EXP
1271,26,18,G6b,F,F6,2,H,2,1,280,8,0.571,2,18,-13,EXP
1271,26,18,G6b,F,F6,2,H,2,1,322,8,1,3,24,-8,EXP
1271,26,18,G6b,F,F6,2,H,2,2,376,8,1,4,8,2,EXP
1272,28,20,C2b,F,F7,2,L,1,1,233,8,0.286,1,10,-8,EXP
1272,28,20,C2b,F,F7,2,L,1,1,275,8,0.571,2,38,-1,EXP
1273,28,20,C2b,F,F8,2,H,2,1,233,8,0.143,1,40,14,EXP
1273,28,20,C2b,F,F8,2,H,2,1,275,7.652,0.333,2,27,41,EXP
1275,28,20,C2b,F,F2,2,H,2,1,233,8,0.286,1,14,2,EXP
1275,28,20,C2b,F,F2,2,H,2,1,275,8,0.286,2,7,0,EXP
1275,28,20,C2b,F,F2,2,H,2,2,371,7.1,0.25,4,5,0,EXP
1276,28,20,C2b,F,F3,2,L,1,1,233,8,0.286,1,37,11,EXP
1276,28,20,C2b,F,F3,2,L,1,1,275,8,0.286,2,33,2,EXP
1276,28,20,C2b,F,F3,2,L,1,1,317,8,0.571,3,8,0,EXP
1276,28,20,C2b,F,F3,2,L,1,2,371,7.882,0.25,4,4,0,EXP
1277,28,20,C2b,F,F4,2,H,2,1,233,8,0.714,1,22,-12,EXP
1277,28,20,C2b,F,F4,2,H,2,1,275,7.652,1,2,9,-1,EXP
1277,28,20,C2b,F,F4,2,H,2,1,317,7.555,1,3,25,0,EXP
1278,28,20,C2b,F,F5,2,L,1,1,233,8,0.714,1,26,5,EXP
1278,28,20,C2b,F,F5,2,L,1,1,275,8,0.714,2,30,-3,EXP
1278,28,20,C2b,F,F5,2,L,1,1,317,8,0.714,3,14,-6,EXP
1278,28,20,C2b,F,F5,2,L,1,2,371,7.634,0.6,4,17,-3,EXP
1279,28,20,C2b,F,F6,2,H,2,1,233,8,0.429,1,32,0,EXP
1279,28,20,C2b,F,F6,2,H,2,1,275,8,0.571,2,19,-12,EXP
1279,28,20,C2b,F,F6,2,H,2,1,317,8,1,3,20,-8,EXP
1279,28,20,C2b,F,F6,2,H,2,2,371,8,1,4,8,-5,EXP
1280,28,20,G3b,F,F7,2,L,1,1,233,8,0.286,1,12,3,EXP
1280,28,20,G3b,F,F7,2,L,1,1,275,8,0.571,2,37,6,EXP
1280,28,20,G3b,F,F7,2,L,1,1,317,7.849,0.667,3,26,0,EXP
1281,28,20,G3b,F,F8,2,H,2,1,233,8,0.143,1,47,-3,EXP
1281,28,20,G3b,F,F8,2,H,2,1,275,7.652,0.333,2,28,-7,EXP
1282,28,20,G3b,F,F1,2,L,1,1,233,8,0.429,1,5,-8,EXP
1282,28,20,G3b,F,F1,2,L,1,1,275,8,0.714,2,5,-4,EXP
1282,28,20,G3b,F,F1,2,L,1,1,317,8,0.714,3,3,-7,EXP
1282,28,20,G3b,F,F1,2,L,1,2,371,8,0.714,4,3,-2,EXP
1283,28,20,G3b,F,F2,2,H,2,1,233,8,0.286,1,15,-4,EXP
1283,28,20,G3b,F,F2,2,H,2,1,275,8,0.286,2,8,0,EXP
1284,28,20,G3b,F,F3,2,L,1,1,233,8,0.286,1,39,-2,EXP
1284,28,20,G3b,F,F3,2,L,1,1,275,8,0.286,2,34,-2,EXP
1284,28,20,G3b,F,F3,2,L,1,1,317,8,0.571,3,9,0,EXP
1285,28,20,G3b,F,F4,2,H,2,1,233,8,0.714,1,23,-11,EXP
1285,28,20,G3b,F,F4,2,H,2,1,275,7.652,1,2,14,-14,EXP
1285,28,20,G3b,F,F4,2,H,2,1,317,7.555,1,3,25,0,EXP
1285,28,20,G3b,F,F4,2,H,2,2,371,7.302,1,4,15,1,EXP
1285,28,20,G3b,F,F4,2,H,2,2,416,6.679,1,5,1,0,EXP
1286,28,20,G3b,F,F5,2,L,1,1,233,8,0.714,1,28,-7,EXP
1287,28,20,G3b,F,F6,2,H,2,1,233,8,0.429,1,46,-2,EXP
1287,28,20,G3b,F,F6,2,H,2,1,275,8,0.571,2,21,-5,EXP
1287,28,20,G3b,F,F6,2,H,2,1,317,8,1,3,21,-1,EXP
1287,28,20,G3b,F,F6,2,H,2,2,371,8,1,4,13,-5,EXP
1287,28,20,G3b,F,F6,2,H,2,2,416,8,1,5,8,0,EXP
1290,1,9,D6b,F,F1,2,L,1,1,226,8,0.429,1,11,-2,EXP
1290,1,9,D6b,F,F1,2,L,1,1,268,8,0.714,2,4,-2,EXP
1290,1,9,D6b,F,F1,2,L,1,1,310,8,0.714,3,1,-4,EXP
1291,5,57,E5b,F,F2,2,H,2,1,224,8,0.286,1,13,27,EXP
1291,5,57,E5b,F,F2,2,H,2,1,266,8,0.286,2,7,1,EXP
1291,5,57,E5b,F,F2,2,H,2,1,308,7.849,0.333,3,7,0,EXP
1293,25,37b,G5b,F,F4,2,H,2,1,221,8,0.714,1,18,29,EXP
1293,25,37b,G5b,F,F4,2,H,2,1,263,7.652,1,2,15,0,EXP
1293,25,37b,G5b,F,F4,2,H,2,1,305,7.555,1,3,25,0,EXP
1293,25,37b,G5b,F,F4,2,H,2,2,359,7.302,1,4,16,0,EXP
1294,25,37b,G5b,F,F5,2,L,1,1,221,8,0.714,1,29,1,EXP
1294,25,37b,G5b,F,F5,2,L,1,1,263,8,0.714,2,29,10,EXP
1294,25,37b,G5b,F,F5,2,L,1,1,305,8,0.714,3,12,-29,EXP
1294,25,37b,G5b,F,F5,2,L,1,2,359,7.634,0.6,4,18,0,EXP
1295,25,37b,G5b,F,F6,2,H,2,1,221,8,0.429,1,42,-8,EXP
1295,25,37b,G5b,F,F6,2,H,2,1,263,8,0.571,2,20,18,EXP
1295,25,37b,G5b,F,F6,2,H,2,1,305,8,1,3,24,7,EXP
1295,25,37b,G5b,F,F6,2,H,2,2,359,8,1,4,11,1,EXP
1295,25,37b,G5b,F,F6,2,H,2,2,404,8,1,5,7,-10,EXP
1296,25,37b,G5b,F,F7,2,L,1,1,221,8,0.286,1,6,-3,EXP
1296,25,37b,G5b,F,F7,2,L,1,1,263,8,0.571,2,38,0,EXP
1296,25,37b,G5b,F,F7,2,L,1,1,305,7.849,0.667,3,26,5,EXP
1296,25,37b,G5b,F,F7,2,L,1,2,359,7.522,0.5,4,14,0,EXP
1296,25,37b,G5b,F,F7,2,L,1,2,404,6.984,0.5,5,2,-11,EXP
1297,25,37b,G5b,F,F8,2,H,2,1,221,8,0.143,1,43,-1,EXP
1297,25,37b,G5b,F,F8,2,H,2,1,263,7.652,0.333,2,24,10,EXP
1297,25,37b,G5b,F,F8,2,H,2,1,305,7.555,0.667,3,15,4,EXP
1297,25,37b,G5b,F,F8,2,H,2,2,359,7.034,0.333,4,6,-5,EXP
1297,25,37b,G5b,F,F8,2,H,2,2,404,5.96,0,5,9,6,EXP
1298,25,21,D3b,F,F1,2,L,1,1,217,8,0.429,1,7,-3,EXP
1298,25,21,D3b,F,F1,2,L,1,1,259,8,0.714,2,2,3,EXP
1298,25,21,D3b,F,F1,2,L,1,1,301,8,0.714,3,5,-4,EXP
1298,25,21,D3b,F,F1,2,L,1,2,355,8,0.714,4,2,-3,EXP
1299,25,21,D3b,F,F2,2,H,2,1,217,8,0.286,1,16,-3,EXP
1299,25,21,D3b,F,F2,2,H,2,1,259,8,0.286,2,8,0,EXP
1299,25,21,D3b,F,F2,2,H,2,1,301,7.849,0.333,3,7,0,EXP
1300,25,21,D3b,F,F3,2,L,1,1,217,8,0.286,1,39,0,EXP
1300,25,21,D3b,F,F3,2,L,1,1,259,8,0.286,2,36,-1,EXP
1300,25,21,D3b,F,F3,2,L,1,1,301,8,0.571,3,10,17,EXP
1300,25,21,D3b,F,F3,2,L,1,2,355,7.882,0.25,4,4,20,EXP
1300,25,21,D3b,F,F3,2,L,1,2,400,7.11,0,5,10,20,EXP
1301,25,21,D3b,F,F4,2,H,2,1,217,8,0.714,1,19,2,EXP
1301,25,21,D3b,F,F4,2,H,2,1,259,7.652,1,2,11,-2,EXP
1301,25,21,D3b,F,F4,2,H,2,1,301,7.555,1,3,25,-1,EXP
1301,25,21,D3b,F,F4,2,H,2,2,355,7.302,1,4,15,0,EXP
1302,25,21,D3b,F,F5,2,L,1,1,217,8,0.714,1,30,-7,EXP
1302,25,21,D3b,F,F5,2,L,1,1,259,8,0.714,2,29,0,EXP
1302,25,21,D3b,F,F5,2,L,1,1,301,8,0.714,3,13,-3,EXP
1303,25,21,D3b,F,F6,2,H,2,1,217,8,0.429,1,36,-2,EXP
1303,25,21,D3b,F,F6,2,H,2,1,259,8,0.571,2,16,-14,EXP
1303,25,21,D3b,F,F6,2,H,2,1,301,8,1,3,22,3,EXP
1303,25,21,D3b,F,F6,2,H,2,2,355,8,1,4,12,13,EXP
1303,25,21,D3b,F,F6,2,H,2,2,400,8,1,5,6,-12,EXP
1305,25,21,D3b,F,F8,2,H,2,1,217,8,0.143,1,44,0,EXP
1305,25,21,D3b,F,F8,2,H,2,1,259,7.652,0.333,2,26,-15,EXP
1305,25,21,D3b,F,F8,2,H,2,1,301,7.555,0.667,3,16,-2,EXP
1305,25,21,D3b,F,F8,2,H,2,2,355,7.034,0.333,4,6,0,EXP
1306,25,21,D3b,F,F1,2,L,1,1,217,8,0.429,1,9,-1,EXP
1306,25,21,D3b,F,F1,2,L,1,1,259,8,0.714,2,6,14,EXP
1306,25,21,D3b,F,F1,2,L,1,1,301,8,0.714,3,6,34,EXP
1306,25,21,D3b,F,F1,2,L,1,2,355,8,0.714,4,3,22,EXP
1306,25,21,D3b,F,F1,2,L,1,2,400,7.903,0.667,5,10,0,EXP
1308,25,21,D1a,F,F3,2,L,1,1,217,8,0.286,1,38,-1,EXP
1308,25,21,D1a,F,F3,2,L,1,1,259,8,0.286,2,33,0,EXP
1308,25,21,D1a,F,F3,2,L,1,1,301,8,0.571,3,8,-2,EXP
1309,25,21,D1a,F,F4,2,H,2,1,217,8,0.714,1,21,0,EXP
1309,25,21,D1a,F,F4,2,H,2,1,259,7.652,1,2,12,20,EXP
1309,25,21,D1a,F,F4,2,H,2,1,301,7.555,1,3,25,1,EXP
1309,25,21,D1a,F,F4,2,H,2,2,355,7.302,1,4,15,1,EXP
1309,25,21,D1a,F,F4,2,H,2,2,400,6.679,1,5,4,9,EXP
1311,25,21,D1a,F,F6,2,H,2,1,217,8,0.429,1,34,6,EXP
1311,25,21,D1a,F,F6,2,H,2,1,259,8,0.571,2,17,44,EXP
1311,25,21,D1a,F,F6,2,H,2,1,301,8,1,3,19,22,EXP
1311,25,21,D1a,F,F6,2,H,2,2,355,8,1,4,9,32,EXP
1311,25,21,D1a,F,F6,2,H,2,2,400,8,1,5,5,19,EXP
1312,25,21,D1a,F,F7,2,L,1,1,217,8,0.286,1,14,8,EXP
1316,1,33,F2b,F,F3,2,L,1,1,214,8,0.286,1,38,3,EXP
1316,1,33,F2b,F,F3,2,L,1,1,256,8,0.286,2,35,-1,EXP
1316,1,33,F2b,F,F3,2,L,1,1,298,8,0.571,3,8,0,EXP
1317,1,33,F2b,F,F4,2,H,2,1,214,8,0.714,1,20,1,EXP
1317,1,33,F2b,F,F4,2,H,2,1,256,7.652,1,2,13,3,EXP
1317,1,33,F2b,F,F4,2,H,2,1,298,7.555,1,3,25,0,EXP
1317,1,33,F2b,F,F4,2,H,2,2,352,7.302,1,4,16,0,EXP
1317,1,33,F2b,F,F4,2,H,2,2,397,6.679,1,5,2,-6,EXP
1319,1,33,F2b,F,F6,2,H,2,1,214,8,0.429,1,35,0,EXP
1319,1,33,F2b,F,F6,2,H,2,1,256,8,0.571,2,23,-5,EXP
1319,1,33,F2b,F,F6,2,H,2,1,298,8,1,3,18,2,EXP
1319,1,33,F2b,F,F6,2,H,2,2,352,8,1,4,10,-3,EXP
1319,1,33,F2b,F,F6,2,H,2,2,397,8,1,5,8,0,EXP
1320,1,33,F2b,F,F7,2,L,1,1,214,8,0.286,1,2,1,EXP
1320,1,33,F2b,F,F7,2,L,1,1,256,8,0.571,2,37,6,EXP
1320,1,33,F2b,F,F7,2,L,1,1,298,7.849,0.667,3,26,0,EXP
1320,1,33,F2b,F,F7,2,L,1,2,352,7.522,0.5,4,14,0,EXP
1320,1,33,F2b,F,F7,2,L,1,2,397,6.984,0.5,5,3,26,EXP
1321,1,33,F2b,F,F8,2,H,2,1,214,8,0.143,1,45,0,EXP
1321,1,33,F2b,F,F8,2,H,2,1,256,7.652,0.333,2,25,-6,EXP
1321,1,33,F2b,F,F8,2,H,2,1,298,7.555,0.667,3,17,-4,EXP
1325,7,47,E1a,G,G4,2,H,2,1,246,8,0.286,1,25,0,EXP
1325,7,47,E1a,G,G4,2,H,2,1,288,7.652,0.667,2,11,-4,EXP
1325,7,47,E1a,G,G4,2,H,2,1,326,7.555,0.667,3,10,8,EXP
1325,7,47,E1a,G,G4,2,H,2,2,384,6.893,0.333,4,5,0,EXP
1325,7,47,E1a,G,G4,2,H,2,2,422,6.244,0.333,5,6,0,EXP
1327,7,47,E1a,G,G6,2,H,2,1,249,8,0.429,1,24,0,EXP
1327,7,47,E1a,G,G6,2,H,2,1,288,8,0.429,2,22,-3,EXP
1327,7,47,E1a,G,G6,2,H,2,1,326,8,0.429,3,20,0,EXP
1327,7,47,E1a,G,G6,2,H,2,2,384,8,0.429,4,6,0,EXP
1327,7,47,E1a,G,G6,2,H,2,2,422,8,0.429,5,9,-1,EXP
1329,7,47,E1a,G,G8,2,H,2,1,249,8,0.429,1,26,0,EXP
1329,7,47,E1a,G,G8,2,H,2,1,288,8,0.571,2,26,-5,EXP
1329,7,47,E1a,G,G8,2,H,2,1,326,8,0.571,3,17,-3,EXP
1331,7,47,E1a,G,G2,2,H,2,1,246,8,0.286,1,17,0,EXP
1332,7,47,E1a,G,G3,2,L,1,1,249,8,0.143,1,2,17,EXP
1332,7,47,E1a,G,G3,2,L,1,1,288,8,0.714,2,16,10,EXP
1332,7,47,E1a,G,G3,2,L,1,1,326,8,0.714,3,6,19,EXP
1332,7,47,E1a,G,G3,2,L,1,2,384,7.766,0.75,4,3,-14,EXP
1332,7,47,E1a,G,G3,2,L,1,2,422,7.169,0.75,5,5,18,EXP
1333,7,47,E1a,G,G4,2,H,2,1,246,8,0.286,1,27,22,EXP
1333,7,47,E1a,G,G4,2,H,2,1,288,7.652,0.667,2,10,9,EXP
1333,7,47,E1a,G,G4,2,H,2,1,326,7.555,0.667,3,12,3,EXP
1333,7,47,E1a,G,G4,2,H,2,2,384,6.893,0.333,4,5,0,EXP
1333,7,47,E1a,G,G4,2,H,2,2,422,6.244,0.333,5,6,20,EXP
1334,7,48,C3b,G,G5,2,L,1,1,247,8,0.429,1,9,0,EXP
1334,7,48,C3b,G,G5,2,L,1,1,286,8,0.571,2,20,0,EXP
1334,7,48,C3b,G,G5,2,L,1,1,324,8,0.571,3,15,0,EXP
1334,7,48,C3b,G,G5,2,L,1,2,382,8,0.571,4,5,0,EXP
1334,7,48,C3b,G,G5,2,L,1,2,420,7.903,0.5,5,8,1,EXP
1335,7,48,C3b,G,G6,2,H,2,1,247,8,0.429,1,20,5,EXP
1335,7,48,C3b,G,G6,2,H,2,1,286,8,0.429,2,23,19,EXP
1335,7,48,C3b,G,G6,2,H,2,1,324,8,0.429,3,20,5,EXP
1335,7,48,C3b,G,G6,2,H,2,2,382,8,0.429,4,6,0,EXP
1335,7,48,C3b,G,G6,2,H,2,2,420,8,0.429,5,9,55,EXP
1337,7,48,C3b,G,G8,2,H,2,1,247,8,0.429,1,26,0,EXP
1337,7,48,C3b,G,G8,2,H,2,1,286,8,0.571,2,27,0,EXP
1337,7,48,C3b,G,G8,2,H,2,1,324,8,0.571,3,19,-2,EXP
1338,7,48,C3b,G,G1,2,L,1,1,244,8,0.286,1,11,4,EXP
1338,7,48,C3b,G,G1,2,L,1,1,286,8,0.571,2,2,-3,EXP
1338,7,48,C3b,G,G1,2,L,1,1,324,7.849,0.667,3,5,-1,EXP
1339,7,48,C3b,G,G2,2,H,2,1,244,8,0.286,1,22,0,EXP
1339,7,48,C3b,G,G2,2,H,2,1,286,8,0.714,2,7,3,EXP
1339,7,48,C3b,G,G2,2,H,2,1,324,7.849,0.667,3,1,-1,EXP
1340,7,48,C3b,G,G3,2,L,1,1,247,8,0.143,1,3,-7,EXP
1340,7,48,C3b,G,G3,2,L,1,1,286,8,0.714,2,17,-3,EXP
1340,7,48,C3b,G,G3,2,L,1,1,324,8,0.714,3,7,-24,EXP
1340,7,48,C3b,G,G3,2,L,1,2,382,7.766,0.75,4,4,-3,EXP
1340,7,48,C3b,G,G3,2,L,1,2,420,7.169,0.75,5,4,0,EXP
1341,25,37b,F4b,G,G4,2,H,2,1,273,7.652,0.667,2,12,2,EXP
1345,25,37b,F4b,G,G8,2,H,2,1,234,8,0.429,1,26,0,EXP
1345,25,37b,F4b,G,G8,2,H,2,1,273,8,0.571,2,26,-14,EXP
1345,25,37b,F4b,G,G8,2,H,2,1,311,8,0.571,3,18,33,EXP
1345,25,37b,F4b,G,G8,2,H,2,2,369,7.634,0.5,4,8,0,EXP
1345,25,37b,F4b,G,G8,2,H,2,2,407,6.927,0.333,5,12,0,EXP
1346,25,37b,F4b,G,G1,2,L,1,1,231,8,0.286,1,13,6,EXP
1346,25,37b,F4b,G,G1,2,L,1,1,273,8,0.571,2,1,7,EXP
1346,25,37b,F4b,G,G1,2,L,1,1,311,7.849,0.667,3,3,14,EXP
1346,25,37b,F4b,G,G1,2,L,1,2,369,7.1,0.75,4,1,6,EXP
1346,25,37b,F4b,G,G1,2,L,1,2,407,6.528,0.667,5,2,12,EXP
1347,25,37b,F4b,G,G2,2,H,2,1,231,8,0.286,1,18,3,EXP
1347,25,37b,F4b,G,G2,2,H,2,1,273,8,0.714,2,6,-3,EXP
1347,25,37b,F4b,G,G2,2,H,2,1,311,7.849,0.667,3,2,5,EXP
1347,25,37b,F4b,G,G2,2,H,2,2,369,7.371,0.667,4,4,1,EXP
1347,25,37b,F4b,G,G2,2,H,2,2,407,6.596,0.667,5,1,1,EXP
1348,25,37b,F4b,G,G3,2,L,1,1,234,8,0.143,1,1,1,EXP
1348,25,37b,F4b,G,G3,2,L,1,1,273,8,0.714,2,15,-1,EXP
1348,25,37b,F4b,G,G3,2,L,1,1,311,8,0.714,3,8,28,EXP
1348,25,37b,F4b,G,G3,2,L,1,2,369,7.766,0.75,4,3,27,EXP
1348,25,37b,F4b,G,G3,2,L,1,2,407,7.169,0.75,5,5,18,EXP
1349,28,40,F5b,G,G4,2,H,2,1,230,8,0.286,1,27,0,EXP
1349,28,40,F5b,G,G4,2,H,2,1,272,7.652,0.667,2,13,0,EXP
1349,28,40,F5b,G,G4,2,H,2,1,310,7.555,0.667,3,12,0,EXP
1350,28,40,F5b,G,G5,2,L,1,1,233,8,0.429,1,8,-1,EXP
1350,28,40,F5b,G,G5,2,L,1,1,272,8,0.571,2,20,5,EXP
1350,28,40,F5b,G,G5,2,L,1,1,310,8,0.571,3,15,0,EXP
1352,28,40,F5b,G,G7,2,L,1,1,233,8,0.286,1,16,0,EXP
1352,28,40,F5b,G,G7,2,L,1,1,272,8,0.429,2,30,2,EXP
1352,28,40,F5b,G,G7,2,L,1,1,310,8,0.429,3,11,2,EXP
1352,28,40,F5b,G,G7,2,L,1,2,368,8,0.5,4,7,0,EXP
1352,28,40,F5b,G,G7,2,L,1,2,406,7.699,0.6,5,13,0,EXP
1354,5,57,F6b,G,G1,2,L,1,1,230,8,0.286,1,10,-2,EXP
1354,5,57,F6b,G,G1,2,L,1,1,272,8,0.571,2,4,2,EXP
1354,5,57,F6b,G,G1,2,L,1,1,310,7.849,0.667,3,4,-3,EXP
1354,5,57,F6b,G,G1,2,L,1,2,368,7.1,0.75,4,2,0,EXP
1354,5,57,F6b,G,G1,2,L,1,2,406,6.528,0.667,5,2,0,EXP
1358,5,57,F6b,G,G5,2,L,1,1,233,8,0.429,1,6,-3,EXP
1358,5,57,F6b,G,G5,2,L,1,1,272,8,0.571,2,19,-4,EXP
1358,5,57,F6b,G,G5,2,L,1,1,310,8,0.571,3,15,0,EXP
1358,5,57,F6b,G,G5,2,L,1,2,368,8,0.571,4,5,0,EXP
1358,5,57,F6b,G,G5,2,L,1,2,406,7.903,0.5,5,7,-1,EXP
1359,5,57,F6b,G,G6,2,H,2,1,233,8,0.429,1,12,13,EXP
1359,5,57,F6b,G,G6,2,H,2,1,272,8,0.429,2,24,-5,EXP
1359,5,57,F6b,G,G6,2,H,2,1,310,8,0.429,3,20,-4,EXP
1359,5,57,F6b,G,G6,2,H,2,2,368,8,0.429,4,6,0,EXP
1359,5,57,F6b,G,G6,2,H,2,2,406,8,0.429,5,10,-19,EXP
1362,5,57,F6b,G,G1,2,L,1,1,230,8,0.286,1,14,0,EXP
1362,5,57,F6b,G,G1,2,L,1,1,272,8,0.571,2,5,0,EXP
1363,5,57,F6b,G,G2,2,H,2,1,230,8,0.286,1,21,5,EXP
1363,5,57,F6b,G,G2,2,H,2,1,272,8,0.714,2,9,-9,EXP
1363,5,57,F6b,G,G2,2,H,2,1,310,7.849,0.667,3,1,5,EXP
1363,5,57,F6b,G,G2,2,H,2,2,368,7.371,0.667,4,4,0,EXP
1363,5,57,F6b,G,G2,2,H,2,2,406,6.596,0.667,5,1,0,EXP
1364,6,43,C3a,G,G3,2,L,1,1,232,8,0.143,1,4,0,EXP
1364,6,43,C3a,G,G3,2,L,1,1,271,8,0.714,2,17,0,EXP
1364,6,43,C3a,G,G3,2,L,1,1,309,8,0.714,3,9,0,EXP
1366,6,43,C3a,G,G5,2,L,1,1,232,8,0.429,1,7,20,EXP
1366,6,43,C3a,G,G5,2,L,1,1,271,8,0.571,2,21,12,EXP
1366,6,43,C3a,G,G5,2,L,1,1,309,8,0.571,3,15,0,EXP
1366,6,43,C3a,G,G5,2,L,1,2,367,8,0.571,4,5,0,EXP
1366,6,43,C3a,G,G5,2,L,1,2,405,7.903,0.5,5,8,22,EXP
1368,6,43,C3a,G,G7,2,L,1,1,232,8,0.286,1,19,0,EXP
1368,6,43,C3a,G,G7,2,L,1,1,271,8,0.429,2,28,18,EXP
1368,6,43,C3a,G,G7,2,L,1,1,309,8,0.429,3,13,29,EXP
1368,6,43,C3a,G,G7,2,L,1,2,367,8,0.5,4,7,0,EXP
1368,6,43,C3a,G,G7,2,L,1,2,405,7.699,0.6,5,14,14,EXP
1369,6,43,C3a,G,G8,2,H,2,1,232,8,0.429,1,26,0,EXP
1369,6,43,C3a,G,G8,2,H,2,1,271,8,0.571,2,25,16,EXP
1369,6,43,C3a,G,G8,2,H,2,1,309,8,0.571,3,17,-3,EXP
1369,6,43,C3a,G,G8,2,H,2,2,367,7.634,0.5,4,8,0,EXP
1371,6,43,C3a,G,G2,2,H,2,1,229,8,0.286,1,23,0,EXP
1371,6,43,C3a,G,G2,2,H,2,1,271,8,0.714,2,8,-1,EXP
1373,25,21,G1a,G,G4,2,H,2,1,217,8,0.286,1,27,20,EXP
1373,25,21,G1a,G,G4,2,H,2,1,259,7.652,0.667,2,14,-6,EXP
1375,25,21,G1a,G,G6,2,H,2,1,220,8,0.429,1,24,0,EXP
1375,25,21,G1a,G,G6,2,H,2,1,259,8,0.429,2,23,0,EXP
1375,25,21,G1a,G,G6,2,H,2,1,297,8,0.429,3,20,-1,EXP
1375,25,21,G1a,G,G6,2,H,2,2,355,8,0.429,4,6,0,EXP
1375,25,21,G1a,G,G6,2,H,2,2,393,8,0.429,5,11,-19,EXP
1376,25,21,G1a,G,G7,2,L,1,1,220,8,0.286,1,16,-1,EXP
1376,25,21,G1a,G,G7,2,L,1,1,259,8,0.429,2,31,3,EXP
1376,25,21,G1a,G,G7,2,L,1,1,297,8,0.429,3,14,-6,EXP
1376,25,21,G1a,G,G7,2,L,1,2,355,8,0.5,4,7,0,EXP
1376,25,21,G1a,G,G7,2,L,1,2,393,7.699,0.6,5,13,0,EXP
1377,25,21,G1a,G,G8,2,H,2,1,220,8,0.429,1,26,0,EXP
1377,25,21,G1a,G,G8,2,H,2,1,259,8,0.571,2,29,0,EXP
1377,25,21,G1a,G,G8,2,H,2,1,297,8,0.571,3,19,-9,EXP
1377,25,21,G1a,G,G8,2,H,2,2,355,7.634,0.5,4,8,0,EXP
1377,25,21,G1a,G,G8,2,H,2,2,393,6.927,0.333,5,12,0,EXP
1378,25,21,G1a,G,G1,2,L,1,1,217,8,0.286,1,15,-4,EXP
1378,25,21,G1a,G,G1,2,L,1,1,259,8,0.571,2,3,0,EXP
1378,25,21,G1a,G,G1,2,L,1,1,297,7.849,0.667,3,5,-1,EXP
1378,25,21,G1a,G,G1,2,L,1,2,355,7.1,0.75,4,2,0,EXP
1378,25,21,G1a,G,G1,2,L,1,2,393,6.528,0.667,5,3,-6,EXP
1379,25,21,G2a,G,G2,2,H,2,1,217,8,0.286,1,23,0,EXP
1379,25,21,G2a,G,G2,2,H,2,1,259,8,0.714,2,7,0,EXP
1379,25,21,G2a,G,G2,2,H,2,1,297,7.849,0.667,3,2,0,EXP
1379,25,21,G2a,G,G2,2,H,2,2,355,7.371,0.667,4,4,0,EXP
1379,25,21,G2a,G,G2,2,H,2,2,393,6.596,0.667,5,1,-5,EXP
1380,25,21,G2a,G,G3,2,L,1,1,220,8,0.143,1,5,-2,EXP
1380,25,21,G2a,G,G3,2,L,1,1,259,8,0.714,2,18,0,EXP
1380,25,21,G2a,G,G3,2,L,1,1,297,8,0.714,3,9,8,EXP
1380,25,21,G2a,G,G3,2,L,1,2,355,7.766,0.75,4,3,-2,EXP
1380,25,21,G2a,G,G3,2,L,1,2,393,7.169,0.75,5,3,-8,EXP
1382,25,21,G2a,G,G5,2,L,1,1,220,8,0.429,1,9,0,EXP
1382,25,21,G2a,G,G5,2,L,1,1,259,8,0.571,2,19,0,EXP
1382,25,21,G2a,G,G5,2,L,1,1,297,8,0.571,3,15,0,EXP
1382,25,21,G2a,G,G5,2,L,1,2,355,8,0.571,4,5,0,EXP
1382,25,21,G2a,G,G5,2,L,1,2,393,7.903,0.5,5,7,-8,EXP
1384,2,34,G4a,G,G7,2,L,1,1,218,8,0.286,1,16,0,EXP
1384,2,34,G4a,G,G7,2,L,1,1,257,8,0.429,2,31,0,EXP
1384,2,34,G4a,G,G7,2,L,1,1,295,8,0.429,3,16,0,EXP
1384,2,34,G4a,G,G7,2,L,1,2,353,8,0.5,4,7,0,EXP
1384,2,34,G4a,G,G7,2,L,1,2,391,7.699,0.6,5,13,0,EXP
1012,26,38,A2a,A,H,2,H,2,3,NA,NA,NA,6,8,9,END
1012,26,38,A2a,A,H,2,H,2,3,NA,NA,NA,7,4,4,END
1012,26,38,A2a,A,H,2,H,2,3,NA,NA,NA,8,5,6,END
1012,26,38,A2a,A,H,2,H,2,3,NA,NA,NA,9,6,25,END
1012,26,38,A2a,A,H,2,H,2,3,NA,NA,NA,10,5,11,END
1012,26,38,A2a,A,H,2,H,2,3,NA,NA,NA,11,1,8,END
1012,26,38,A2a,A,H,2,H,2,3,NA,NA,NA,12,5,1,END
1012,26,38,A2a,A,H,2,H,2,3,NA,NA,NA,13,2,15,END
1012,26,38,A2a,A,H,2,H,2,3,NA,NA,NA,14,1,0,END
1013,26,38,A2a,A,H,2,L,1,3,NA,NA,NA,6,9,14,END
