Animal identity,Age,SCI-F,SCI-M,dominance rank,group size,Mother is alive?,Has adult daughters?,Survival time (cumulative number of days as an adult),Failure
157,10,0.109890903,-0.37030075,1,40.79300292,No,No,2155,0
157,11,NA,NA,1,11.33526012,No,No,2475,0
158,4,-0.245108867,2.18409,2,25.62568306,Yes,No,167,0
158,5,0.397958167,1.2503007,2,29.10958904,Yes,No,532,0
158,6,-0.022967767,0.7672766,2,28.65753425,Yes,No,897,0
158,7,0.06652413,1.5380035,2,31.59178082,Yes,No,1262,0
158,8,-0.12998008,1.36691,2.25,33.03825136,Yes,No,1628,0
158,9,0.5651229,1.7568895,2.5,32.38082192,Yes,No,1993,0
158,10,-0.007132693,1.43232,2,35.38082192,No,No,2358,0
158,11,0.366346467,0.80065595,2,35.36438356,No,No,2723,0
158,12,0.289107167,2.151813,2,37.85245902,No,No,3089,0
158,13,0.477695933,0.80347375,2,38.64657534,No,No,3454,0
158,14,1.190019333,0.0309957,2,39.97117974,No,No,3819,0
158,15,NA,NA,NA,11.44548287,No,No,4056,0
159,4,-2.400119,-0.6054103,2,22.39344262,No,No,227,0
159,5,-0.520617833,1.629578,2,24.15616439,No,No,592,0
159,6,-0.594206667,1.2849405,2,24.55890411,No,No,957,0
159,7,-0.76552204,-0.246522285,2.833333333,23.70136986,No,No,1323,0
159,8,-1.324375267,0.1617822,3.8,27.64207651,No,No,1487,1
160,4,NA,NA,2,26.73770491,Yes,No,297,0
160,5,NA,NA,1.75,24.38356165,Yes,No,663,0
160,6,NA,NA,1,19.94520548,No,No,1028,0
160,7,NA,NA,1,23.91232876,No,No,1393,0
160,8,NA,NA,1,20.84972677,No,No,1758,0
160,9,NA,NA,1,18.97260274,No,No,2124,0
160,10,NA,NA,1,23.4630137,No,Yes,2489,0
160,11,NA,NA,1,24.56438356,No,Yes,2854,0
160,12,NA,NA,1,29.07103825,No,Yes,3219,0
160,13,-0.65155199,1.498794,1,31.66027397,No,Yes,3585,0
160,14,0.621607767,0.33214815,1,30.13424657,No,Yes,3950,0
160,15,NA,NA,1,31.13424658,No,Yes,3975,1
161,4,NA,NA,6.428571429,18.53005464,Yes,No,198,0
161,5,NA,NA,6,23.13424658,Yes,No,563,0
161,6,NA,NA,5.666666667,24.27123287,Yes,No,928,0
161,7,NA,NA,5,28.70410959,Yes,No,1293,0
161,8,0.540524567,0.1088176,5.833333333,31.66120218,Yes,No,1659,0
161,9,1.041128833,0.51503105,6,29.81643836,No,No,2024,0
161,10,1.0977906,0.2431186,5.75,31.35616438,No,No,2389,0
161,11,-0.103530703,-0.19037958,5.666666667,31.39452055,No,No,2676,1
162,4,0.0177036,0.0030517,8.555555556,21.35519126,Yes,No,254,0
162,5,0.483346967,0.2027543,7.833333333,18.78082191,Yes,No,619,0
162,6,0.326161167,-1.5357925,10.2,22.60273972,Yes,No,924,1
163,4,1.182123467,1.4157705,5.7,21.79532163,Yes,No,130,0
163,5,0.446956033,-0.9607813,4.833333333,14.89315069,Yes,No,496,0
163,6,0.294774633,0.4295262,5,15.30410959,Yes,No,861,0
163,7,0.934129173,-0.6211018,4.583333333,15.69863014,Yes,No,1226,0
163,8,0.552949767,0.089866165,5,19.01639344,Yes,No,1591,0
163,9,0.637189133,-0.17276295,5,21.61643836,Yes,No,1957,0
163,10,0.67991367,0.21693515,5.166666667,23.18356165,Yes,Yes,2322,0
163,11,0.970244367,0.9782399,7,27.34246575,Yes,Yes,2687,0
163,12,0.2312569,-0.6758825,7.333333333,30.68579235,Yes,Yes,3052,0
163,13,0.951011367,-0.203727205,8,32.63835617,Yes,Yes,3225,1
164,4,0.4574143,-2.7626875,3,15.69945355,Yes,No,232,0
164,5,0.180128333,0.89075215,3,20.22191781,Yes,No,598,0
164,6,-0.181684867,-0.518397475,3,22.16986302,Yes,No,963,0
164,7,0.076731777,-0.13011196,3.333333333,22.94520548,Yes,No,1328,0
164,8,0.238657533,-2.373551,4,28.93169399,No,No,1693,0
164,9,-0.062465333,-0.95682885,4.25,30.49315068,No,No,2059,0
164,10,0.03638359,-0.50788895,4.833333333,32.54246576,No,No,2424,0
164,11,-0.068075,-0.144021515,3,25.69589041,No,No,2789,0
164,12,-0.219951433,-0.94422825,3,27.96994535,No,No,3154,0
164,13,NA,NA,NA,28.66269841,No,Yes,3312,0
165,4,NA,NA,5,26.73770491,No,No,212,0
165,5,NA,NA,4.75,24.38356165,No,No,578,0
165,6,NA,NA,4,19.94520548,No,No,943,0
165,7,NA,NA,5.416666667,23.91232876,No,No,1308,0
165,8,NA,NA,4.916666667,20.84972677,No,No,1673,0
165,9,NA,NA,5.75,18.97260274,No,No,2039,0
165,10,NA,NA,7,23.4630137,No,No,2404,0
165,11,NA,NA,6.583333333,24.56438356,No,No,2769,0
165,12,NA,NA,7.666666667,29.07103825,No,Yes,3134,0
165,13,-0.141267933,0.9918576,16.41666667,31.66027397,No,Yes,3500,0
165,14,-0.3562213,-0.299369065,19.5,30.13424657,No,Yes,3865,0
165,15,-0.841209133,0.386109675,18.91666667,31.13424658,No,Yes,4230,0
165,16,0.3677936,-0.83564485,19.16666667,31.31147541,No,Yes,4595,0
165,17,-0.68521356,2.116603,19.33333333,30.31232877,No,Yes,4961,0
165,18,-1.014329,1.4143129,23.33333333,31.89130435,No,Yes,5326,0
165,19,NA,NA,25.375,16.87397261,No,Yes,5575,1
166,4,NA,NA,6.5,11.43002214,Yes,No,285,0
166,5,NA,NA,4.636363636,11.52602739,Yes,No,650,0
166,6,NA,NA,4,9.778082192,Yes,No,1015,0
166,7,-0.269980986,1.843696,4.909090909,14.82191781,Yes,No,1381,0
166,8,0.422832,0.52162665,5.166666667,19.2295082,Yes,No,1746,0
166,9,0.33872884,1.528749,5.75,20.94794521,Yes,No,2111,0
166,10,NA,NA,6.583333333,21.56296297,Yes,Yes,2476,0
166,11,0.471769867,0.52521566,6.166666667,14.39452055,No,Yes,2842,0
166,12,0.308756913,0.99242525,6.75,15.52459017,No,Yes,3207,0
166,13,0.9415844,0.19842866,5.583333333,15.48219178,No,Yes,3572,0
166,14,0.728700933,0.9740952,6,17.86575343,No,Yes,3937,0
166,15,0.671962833,1.5955775,6.25,20.72054795,No,Yes,4303,0
166,16,0.766814633,0.7767202,9.166666667,23.65573771,No,Yes,4668,0
166,17,1.144304667,0.1531359,9.666666667,25.08219178,No,Yes,5033,0
166,18,-0.209912567,1.192648,10.75,30.45479452,No,Yes,5398,0
166,19,0.820278667,1.2598095,12.41666667,31.87123288,No,Yes,5764,0
166,20,0.20764191,1.8168845,10.66666667,28.9453552,No,Yes,6129,0
166,21,0.577120933,0.049754,9.25,26.72328767,No,Yes,6494,0
166,22,NA,NA,9,28.6520548,No,Yes,6578,1
167,4,-0.025066367,-1.3280805,19,24.56830601,Yes,No,186,0
167,5,-0.067270353,0.12552799,19.83333333,30.28219178,Yes,No,551,0
167,6,0.312854183,-0.23615455,20.41666667,31.70410959,Yes,No,917,0
167,7,0.249351867,0.12865095,18.08333333,29.67945206,Yes,No,1282,0
167,8,-0.3355713,-0.184559465,18,26.44808743,No,No,1647,0
167,9,-0.497174087,-0.2003744,19,28.58082192,No,No,2009,0
168,3,0.707975867,-1.10693565,9,16.3260274,Yes,No,66,0
168,4,0.311462433,1.921947,7.166666667,19.54098361,Yes,No,431,0
168,5,0.342807533,-0.11520925,7.5,21.17260274,Yes,No,796,0
168,6,-0.325208133,0.00919585,8.916666667,21.5879397,Yes,No,1161,0
168,7,-0.319276067,-2.3777085,8.75,14.7260274,No,No,1527,0
168,8,-0.03126138,0.66680305,9.5,15.31420765,No,No,1892,0
168,9,-0.149020867,0.343915165,9.583333333,15.69863014,No,No,2257,0
168,10,-0.38417868,0.6803518,10,18.59178082,No,No,2622,0
168,11,0.60915856,0.24268215,10.41666667,21.27671233,No,Yes,2988,0
168,12,0.334427497,-0.5359493,12.08333333,23.39890711,No,Yes,3353,0
168,13,0.4093239,0.6133179,13.08333333,26.72054795,No,Yes,3718,0
168,14,0.153557387,-0.573754,14.41666667,30.69041096,No,Yes,4083,0
168,15,0.065897033,-0.6387692,15.83333333,32.42465754,No,Yes,4449,0
168,16,-0.436124933,1.2828575,13.66666667,27.24043716,No,Yes,4814,0
168,17,0.44569868,0.9632633,15.09090909,27.33150685,No,Yes,5179,0
168,18,NA,NA,NA,28.53561254,No,Yes,5437,0
169,4,NA,NA,11,16.96174863,Yes,No,26,0
169,5,-0.249023767,0.245157849,12.25,20.75342466,Yes,No,392,0
169,6,-0.565536933,-1.752051,14.25,22.9369863,Yes,No,757,0
169,7,-0.596233267,0.0487267,15.16666667,23.88493151,Yes,No,1122,0
169,8,-0.2118518,-0.90618785,17.5,30.12295082,Yes,No,1487,0
169,9,0.008113717,-1.510811,19.33333333,31.42465753,Yes,No,1853,0
169,10,-0.406102167,-0.0767187,17.41666667,30.66575342,Yes,No,2218,0
169,11,-0.735815033,0.628167,16.5,25.97534247,Yes,No,2583,0
169,12,-0.708705,-1.15685746,18,28.46174864,No,No,2948,0
169,13,NA,NA,NA,28.36567164,No,No,2989,0
170,5,0.659350433,-1.6417982,11.375,20.83287671,Yes,No,240,0
170,6,-0.022005153,0.5878741,13.08333333,22.51780822,Yes,No,605,0
170,7,0.582338433,-0.05465825,13.83333333,23.23013699,Yes,No,970,0
170,8,-0.1031729,-1.60941335,15.58333333,29.73770492,Yes,No,1335,0
170,9,0.47327122,-1.6849625,18,31.07671233,Yes,No,1701,0
170,10,-0.374744117,1.00542725,17.25,31.57808219,Yes,No,2066,0
170,11,-0.587214103,0.0109452,15,25.74520548,Yes,No,2431,0
170,12,0.754449918,-0.81063305,16,28.2431694,Yes,No,2796,0
170,13,NA,NA,NA,28.53804348,Yes,Yes,2887,0
171,4,NA,NA,8.5,10.59016393,Yes,No,337,0
171,5,NA,NA,6.125,10.37534247,Yes,No,702,0
171,6,1.974673,1.0557667,6.416666667,16.81917808,Yes,No,1068,0
171,7,0.435056433,0.2465234,5.75,19.67397261,Yes,No,1433,0
171,8,0.102819847,0.780306225,6.5,21.12021858,Yes,No,1798,0
171,9,1.283743667,1.8217655,7.666666667,21.7816092,Yes,No,2163,0
171,10,0.442175133,0.71058145,6.5,14.86027397,No,Yes,2529,0
171,11,0.5510337,0.6477541,8.416666667,15.3150685,No,Yes,2894,0
171,12,1.195828567,1.682184,8.583333333,15.69945355,No,Yes,3259,0
171,13,0.604935033,0.84237355,9,18.94794521,No,Yes,3624,0
171,14,1.1587832,0.58212355,9.583333333,21.59452054,No,Yes,3990,0
171,15,1.105843667,-0.55290965,9.25,23.20547945,No,Yes,4355,0
171,16,1.242260167,-1.2460891,11.33333333,27.2568306,No,Yes,4720,0
171,17,0.512375233,-0.305627745,14.75,30.69315069,No,Yes,5085,0
171,18,0.688517,0.285044715,15.91666667,32.60547946,No,Yes,5451,0
171,19,0.002215267,0.098731455,12.33333333,26.6520548,No,Yes,5816,0
171,20,0.165678833,-0.571678125,12.6,27.56830601,No,No,6181,0
171,21,NA,NA,NA,28.53374233,No,No,6414,0
172,3,NA,NA,NA,20.13698631,Yes,No,3,0
172,4,0.093361027,0.1873177,5.833333333,21.13387978,Yes,No,368,0
172,5,0.649840967,0.20195185,5.75,22.75342466,Yes,No,734,0
172,6,-0.29499903,0.98506335,7.25,15.4520548,Yes,No,1099,0
172,7,-0.15660732,0.297277797,7.666666667,15.10958904,Yes,No,1464,0
172,8,0.623692733,1.4188195,7.75,15.82513661,Yes,No,1829,0
172,9,0.127537233,1.211794,8,20.66849315,Yes,No,2195,0
172,10,0.236413233,0.230998855,7,22.2,Yes,No,2519,1
173,4,NA,NA,22.57142857,8.286885246,Yes,No,213,0
173,5,NA,NA,14,12.77534247,Yes,No,578,0
173,6,NA,NA,8.083333333,12.2630137,Yes,No,944,0
173,7,NA,NA,7.7,11.20008562,Yes,No,1309,0
173,8,NA,NA,6.090909091,12.02185792,Yes,No,1674,0
173,9,NA,NA,5,9.564383562,Yes,No,2039,0
173,10,NA,NA,6,13.94520548,Yes,No,2405,0
173,11,0.656947767,1.0338146,8,19.05753424,Yes,No,2770,0
173,12,-0.466001957,0.92390655,8.416666667,20.72131148,Yes,No,3135,0
173,13,0.160286167,1.11056225,9.916666667,21.48888889,Yes,No,3500,0
173,14,-1.431329333,0.14702655,9.416666667,14.26027397,No,No,3866,0
173,15,-1.6064893,0.38799555,10.16666667,15.53698631,No,No,4231,0
173,16,0.1961657,-1.35497515,10.58333333,15.3579235,No,No,4596,0
173,17,0.155719315,0.51500075,11.25,17.35616439,No,Yes,4961,0
173,18,-0.003322067,-0.21579831,13.41666667,20.70410959,No,Yes,5327,0
173,19,-1.4501823,0.5783233,15.33333333,23.2520548,No,Yes,5692,0
173,20,0.172170677,-3.0495255,16.33333333,24.3715847,No,Yes,6057,0
173,21,-0.392478267,0.7345131,18.16666667,30.24657534,No,Yes,6422,0
173,22,-0.31150871,0.6686264,22.41666667,31.63561643,No,Yes,6788,0
173,23,-0.888638533,0.392862,20.27272727,29.93972603,No,Yes,7122,1
174,4,NA,NA,7,24.96994536,Yes,No,74,0
174,5,NA,NA,11.66666667,29.5369863,Yes,No,439,0
174,6,-0.016365863,-0.8096205,15.72727273,31.33424658,Yes,No,805,0
174,7,-0.2656994,-0.96148425,16.66666667,30.6630137,Yes,No,1170,0
174,8,-0.356938824,-0.1871943,16,30.94262295,Yes,No,1535,0
174,9,-0.0656317,-0.02019765,15.83333333,31.07123288,Yes,No,1900,0
174,10,-0.567749733,0.01547555,17.09090909,30.56986301,Yes,No,2266,0
174,11,-0.3195226,-0.36527585,19.83333333,32.40217392,Yes,No,2631,0
174,12,NA,NA,20.76923077,8.385245902,Yes,No,2996,0
174,13,NA,NA,11.26666667,12.90684932,No,Yes,3361,0
174,14,NA,NA,8.727272727,12.1890411,No,Yes,3727,0
174,15,NA,NA,9.2,11.24148506,No,Yes,4092,0
174,16,NA,NA,9.166666667,11.89071038,No,Yes,4457,0
174,17,NA,NA,7,9.597260274,No,Yes,4822,0
174,18,0.777969867,1.42236275,7.888888889,14.19178083,No,Yes,5188,0
174,19,1.4310054,-0.71005215,8,19.10684932,No,Yes,5553,0
174,20,0.305169233,1.05840555,9.461538462,20.78688525,No,Yes,5918,0
174,21,0.232817567,-2.713572,10.33333333,21.50825083,No,Yes,6121,1
175,4,NA,NA,12,15.31420765,Yes,No,42,0
175,5,-0.3192659,0.5482948,11.58333333,15.69863014,Yes,No,407,0
175,6,-0.123270033,0.73139655,13,18.96712329,Yes,No,772,0
175,7,-0.139378367,0.17065535,15.5,21.6,Yes,No,1138,0
175,8,-1.025856387,0.011727385,16.33333333,23.19945355,Yes,No,1503,0
175,9,-0.981535867,-0.60124925,18.08333333,27.29315069,Yes,No,1868,0
175,10,-0.2476972,-0.24802238,19.83333333,30.69041096,Yes,No,2233,0
175,11,-0.319701983,-1.296328,21.41666667,32.61369863,Yes,No,2599,0
175,12,-0.571416633,0.61517949,17.83333333,26.62295082,Yes,No,2964,0
175,13,-0.240163267,0.00023605,19.8,27.58356164,No,No,3329,0
175,14,NA,NA,NA,28.53538462,No,No,3560,0
176,4,NA,NA,6.166666667,13.13661202,Yes,No,194,0
176,5,NA,NA,6.333333333,11.14559354,Yes,No,559,0
176,6,NA,NA,5,11.98440464,Yes,No,924,0
176,7,NA,NA,3.363636364,10.27945206,Yes,No,1289,0
176,8,NA,NA,3.25,10.83333333,Yes,No,1655,0
176,9,1.555132133,2.6191605,4,17.69863014,Yes,No,2020,0
176,10,0.4567034,1.339874,4,19.96438357,Yes,No,2385,0
176,11,0.0530147,1.444687,4,21.09041096,Yes,No,2750,0
176,12,0.086783867,0.5985349,2.916666667,22.20491803,Yes,No,3116,0
176,13,0.750127833,0.344176505,2.916666667,15.18082192,No,Yes,3481,0
176,14,0.670104267,-0.71182405,3,15.22739726,No,Yes,3846,0
176,15,1.138163833,0.43979403,2,15.68493151,No,Yes,4211,0
176,16,0.677389467,0.7707012,2,19.86612022,No,Yes,4577,0
176,17,0.693120933,0.59858935,2,22.00547945,No,Yes,4942,0
176,18,0.089615767,1.3627225,2,22.9369863,No,Yes,5160,1
177,4,NA,NA,4.5,21.54804271,Yes,No,177,0
177,5,0.194102967,0.8759092,3.5,14.35616438,Yes,No,543,0
177,6,0.524542367,-0.16536355,4,15.5369863,Yes,No,908,0
177,7,0.194562087,-1.02452015,3.5,15.45205479,Yes,No,1273,0
177,8,0.509658593,0.2188463,4,17.74590164,Yes,No,1638,0
177,9,-0.119640577,-0.03548585,4,20.69863014,Yes,No,2004,0
177,10,-0.0868461,-0.3759022,4,23.57260274,Yes,No,2369,0
177,11,-0.0591502,-0.848268,4.833333333,24.92054795,Yes,No,2734,0
177,12,-0.2803382,1.1403305,5,30.40163934,No,Yes,3099,0
177,13,-0.04834348,-0.19380485,5.75,31.83013699,No,Yes,3465,0
177,14,0.128826113,-1.01425335,5.75,29.15342466,No,Yes,3830,0
177,15,-1.155787033,-0.9245553,5,26.64109589,No,Yes,4048,1
178,4,0.277924967,-1.19756555,7,15.23497268,Yes,No,212,0
178,5,0.319746767,-0.3773976,6.583333333,15.69041096,Yes,No,577,0
178,6,0.600359767,-0.028253595,7,19.81095891,Yes,No,943,0
178,7,0.055684533,0.11437935,8.333333333,21.96164384,Yes,No,1308,0
178,8,0.419074867,-0.59391615,9.5,22.95355192,Yes,No,1673,0
178,9,0.241648867,0.38885283,11.58333333,28.4630137,Yes,No,2038,0
178,10,-0.03323572,0.7867647,12.41666667,30.52328768,Yes,No,2404,0
178,11,0.347434827,-0.07289785,14.16666667,32.73150685,Yes,No,2769,0
178,12,0.5530274,1.114822,11.08333333,25.78688525,Yes,No,3134,0
178,13,-0.0931974,1.51379,11.22222222,27.92054794,Yes,No,3499,0
178,14,NA,NA,NA,28.62815885,No,Yes,3682,0
179,4,-0.63389479,0.7262482,4,28.19398908,No,No,207,0
179,5,0.368969843,0.27207415,4,31.70410959,No,No,572,0
179,6,-0.13312454,-0.261461745,3,30.63872833,No,No,937,0
179,7,-0.062130133,0.082266505,3,30.21917808,No,No,1302,0
179,8,-0.088515633,-0.09517545,3,33.10655738,No,No,1668,0
179,9,0.525923267,-2.2705995,3,31.75342466,No,No,2033,0
179,10,NA,NA,2.888888889,28.56712329,No,No,2310,1
180,4,0.197768767,0.63823705,2,13.0874317,Yes,No,310,0
180,5,0.2289827,1.065307,2,18.30684931,Yes,No,675,0
180,6,0.305111287,0.41797604,2,19.30958904,Yes,No,1041,0
180,7,0.310774733,0.6519545,2,15.38356165,Yes,No,1406,0
180,8,0.2600894,0.3345188,1.166666667,14.25136612,Yes,No,1771,0
180,9,0.287553643,0.76361315,1,16.70684932,No,No,2136,0
180,10,1.210166433,0.40073575,1,17.92876712,No,No,2502,0
180,11,0.065273514,1.2837845,1,21.38082192,No,Yes,2867,0
180,12,0.593613,-0.17219919,1,21.58469945,No,Yes,3232,0
180,13,0.553891933,1.12940115,1,26.5479452,No,Yes,3597,0
180,14,0.389529567,0.203635915,1,24.90958904,No,Yes,3963,0
180,15,0.602751067,0.7828089,1,24.95890411,No,Yes,4328,0
180,16,-0.396299727,-0.67677215,1,33.17486339,No,Yes,4693,0
180,17,0.678109483,-0.402687,1,36.39565218,No,Yes,5058,0
180,18,NA,NA,NA,17.86440678,No,Yes,5084,0
181,5,0.379709027,0.71173295,2.416666667,20.76033058,No,No,244,0
181,6,0.514848705,-0.928062487,3,10.57260274,No,No,610,0
181,7,0.945969167,0.56372555,3,15.44383561,No,No,975,0
181,8,0.749471567,0.55798165,3.076923077,19.12021858,No,No,1340,0
181,9,0.374247867,-0.40825245,3,17.62191781,No,No,1705,0
181,10,0.654087333,-0.85208745,3.727272727,21.37534247,No,No,2071,0
181,11,0.344255797,-2.2299545,4.083333333,25.22465753,No,No,2436,0
181,12,-0.24395332,1.0369137,4,24.83606557,No,No,2801,0
181,13,0.355311493,-1.22684695,4.916666667,27.29589041,No,No,3166,0
181,14,0.075315633,0.3746556,5,32.23287671,No,Yes,3303,1
182,3,0.2044221,-0.787503,3,28.60273972,No,No,223,0
182,4,0.920634546,0.60240825,2.916666667,31.91256831,No,No,588,0
182,5,0.908919933,0.14396168,2,30.32369942,No,No,953,0
182,6,0.416196733,0.77585305,2,30.31780822,No,No,1318,0
182,7,0.949309467,-1.6841469,2,33.44657535,No,No,1684,0
182,8,0.663046,1.0130913,2,31.53278688,No,No,2049,0
182,9,NA,NA,2,27.10410959,No,No,2272,1
183,3,NA,NA,2,10.40547945,Yes,No,17,0
183,4,-0.024354937,-0.5570503,2,12.57377049,Yes,No,383,0
183,5,0.4980208,-0.6448934,2.333333333,12.25205479,Yes,No,748,0
183,6,0.3270173,-1.30331145,3,14.70684932,Yes,No,1113,0
183,7,0.688059935,0.607613684,3,19.26575343,Yes,No,1478,0
183,8,0.671288833,0.5417739,3,18.30327869,Yes,No,1844,0
183,9,0.00562893,-1.775767,2.833333333,14.91232876,Yes,No,2209,0
183,10,0.466852983,-0.0283486,2,14.34794521,No,No,2574,0
183,11,-0.316084763,0.26035225,2.416666667,17.01369863,No,No,2939,0
183,12,0.5137555,0.5286112,4,18.78961748,No,No,3305,0
183,13,-0.166366,-0.40710915,3.916666667,22.48219178,No,No,3670,0
183,14,0.179954677,-0.29614771,4,22.65753425,No,No,4035,0
183,15,0.895040133,-0.2098524,4.333333333,27.05205479,No,Yes,4400,0
183,16,0.7097013,-0.4366518,5,24.5,No,Yes,4766,0
183,17,0.707842967,-1.843656,4.416666667,26.64657534,No,Yes,5131,0
183,18,0.7975328,-0.1121085,4,35.95342466,No,Yes,5496,0
183,19,NA,NA,NA,35.12244898,No,Yes,5753,0
184,4,-0.411072967,-0.2393303,6,45.34699454,Yes,No,226,0
184,5,NA,NA,5.083333333,44.48219178,Yes,No,591,0
184,6,NA,NA,4,40.70410959,Yes,No,956,0
184,7,NA,NA,4,48.25753425,No,No,1321,0
184,8,NA,NA,NA,47.41608391,No,No,1513,0
185,4,-0.5068512,0.36525975,8,33.43169399,Yes,No,274,0
185,5,0.449854213,0.09531783,6.25,31.53150685,Yes,No,639,0
185,6,NA,NA,3.833333333,27.3369863,No,No,1004,0
185,7,0.135730733,0.1309726,2.333333333,12,No,No,1369,0
185,8,-0.030356642,-1.159825015,2,11.65300546,No,No,1735,0
185,9,0.128309833,0.73176755,2,16.94520548,No,No,2100,0
185,10,0.547408333,1.376643,2.083333333,18.87123288,No,No,2465,0
185,11,-0.273912253,0.03720892,2,17.84109589,No,No,2830,0
185,12,0.7824479,0.13655645,2.083333333,23.18852459,No,No,3196,0
185,13,0.679951033,-0.5833947,3,25.33150685,No,Yes,3561,0
185,14,0.452222933,-1.131138885,3.166666667,24.56712329,No,Yes,3926,0
185,15,0.7096229,0.8672778,4,29.08493151,No,Yes,4291,0
185,16,0.6868621,0.4500534,3.833333333,33.15846994,No,Yes,4657,0
185,17,0.207851933,0.8219225,4,37.57534247,No,Yes,5022,0
185,18,0.002337967,-0.25670335,4.25,39.5890411,No,Yes,5387,0
185,19,-0.2221074,0.89962365,5,44.83835616,No,Yes,5752,0
185,20,NA,NA,5.25,45.26775957,No,Yes,6118,0
185,21,NA,NA,5,40.81643835,No,Yes,6388,1
186,4,0.307620803,1.0613757,6.777777778,42.73224044,No,No,272,0
186,5,-0.9495063,1.6703535,7,45.84657535,No,No,498,1
187,4,0.269458367,1.1506315,5.5,33.87704918,Yes,No,306,0
187,5,0.609693167,0.3347343,5,36.2,Yes,No,670,0
188,4,-0.526621033,-0.2441094,7,26.28142077,No,No,343,0
188,5,0.47977995,-2.6580745,4.666666667,26.64931507,No,No,709,0
188,6,-0.4607663,-0.34385705,6,30.62465753,No,No,1074,0
188,7,-0.215555,1.1041645,5.583333333,32.00867052,No,No,1439,0
188,8,0.459985767,-0.293240975,5,29.94808743,No,No,1804,0
188,9,0.334523333,0.4257232,5,31.12328767,No,No,2170,0
188,10,0.4893595,1.1332405,5,33.14520548,No,Yes,2535,0
188,11,0.181899333,-0.47560895,4.666666667,31.3890411,No,Yes,2900,0
188,12,-0.889007667,2.233001,4.583333333,24.27777778,No,Yes,3265,0
188,13,-0.502704767,1.668918995,1,11.44931507,No,Yes,3631,0
188,14,0.473334733,-0.02606615,1,12.14246575,No,Yes,3996,0
188,15,0.568965951,-0.18418005,1,12.52876712,No,Yes,4361,0
188,16,0.424082033,0.1461243,1,16.60382514,No,Yes,4726,0
188,17,0.843795105,-0.434033152,1,19.55616438,No,Yes,5092,0
188,18,1.0445879,0.76306345,1,16.60821918,No,Yes,5457,0
188,19,-0.042293157,0.51597645,1,14.54520548,No,Yes,5677,1
189,4,-0.108761867,-0.7857411,6,32.04371585,Yes,No,302,0
189,5,0.349287967,-0.41245436,6.416666667,32.24657535,Yes,No,667,0
189,6,-0.463172933,-0.2975707,5.583333333,30.1890411,Yes,No,1032,0
189,7,-0.003033553,-2.829004,4,21.02325582,Yes,No,1397,0
189,8,0.03722178,0.071541584,4,10.53825137,Yes,No,1763,0
189,9,0.9077912,0.5183761,4,15.30410959,Yes,No,2128,0
189,10,0.3051926,0.40186645,4.083333333,19.10958904,Yes,No,2493,0
189,11,0.006438797,-0.012206215,4,17.65479452,Yes,No,2858,0
189,12,-0.565231233,0.4294078,4.666666667,21.25136612,Yes,No,3224,0
189,13,-0.136048567,-0.5813744,5.75,25.16712329,Yes,No,3589,0
189,14,-0.329812567,-1.4313275,6,24.89589041,Yes,No,3954,0
189,15,0.0255269,-0.9990805,7.166666667,27.18630137,No,No,4319,0
189,16,0.284065567,-0.02987965,7.333333333,32.14754099,No,Yes,4685,0
189,17,-0.7345985,-0.932314,8,35.89863014,No,Yes,5050,0
189,18,0.258006933,-0.28812215,8.916666667,38.88493151,No,Yes,5415,0
189,19,0.095404843,-0.0403718,8.666666667,43.36986302,No,Yes,5780,0
189,20,-0.4800425,-0.5167405,7.583333333,45.89617487,No,Yes,6146,0
189,21,NA,NA,18.33333333,42.15890411,No,Yes,6511,0
189,22,NA,NA,25.08333333,43.66027397,No,Yes,6876,0
189,23,NA,NA,29,48.61369863,No,Yes,7241,0
189,24,NA,NA,NA,45.92913386,No,Yes,7249,1
190,3,NA,NA,3,18.14246576,Yes,No,26,0
190,4,0.512039933,0.98640605,3.416666667,23.81420765,Yes,No,392,0
190,5,0.643493333,0.81566115,5,25.39452055,Yes,No,757,0
190,6,-0.087006533,1.102094,5.333333333,24.75890411,Yes,No,1122,0
190,7,-0.348670567,0.9290952,6.75,29.89863014,Yes,No,1487,0
190,8,0.423271367,1.657325,5.75,33.43442623,Yes,No,1853,0
190,9,0.255729,1.08068675,5,38.10958904,Yes,No,2218,0
190,10,0.295437333,0.7080689,5.416666667,40.18082191,Yes,No,2583,0
190,11,0.36826183,0.7629027,9.333333333,45.04657534,Yes,No,2948,0
190,12,NA,NA,8.416666667,44.89890711,Yes,No,3314,0
190,13,NA,NA,6.583333333,40.56712329,Yes,No,3679,0
190,14,NA,NA,6.6,47.63835617,No,Yes,4044,0
190,15,NA,NA,NA,47.47878788,No,Yes,4280,0
191,4,NA,NA,3,18.78688524,No,No,41,0
191,5,0.429461467,0.00182215,3.666666667,22.4,No,No,406,0
191,6,0.670229967,0.5386008,4,27.14246575,No,No,771,0
191,7,0.4675081,-0.04479485,4,27.64383562,No,No,1137,0
191,8,-0.358385233,0.15545215,5,31.26775957,No,No,1502,0
191,9,0.421817767,-1.00654075,4.25,31.29190751,No,No,1867,0
191,10,-0.081203593,0.2930135,4,30.43561644,No,No,2232,0
191,11,0.096269733,-0.6964058,4,32.05205479,No,No,2598,0
191,12,0.422738873,-1.610833,4,32.2431694,No,Yes,2963,0
191,13,NA,NA,4,30.17260274,No,Yes,2997,1
192,3,NA,NA,9,33.30684932,No,No,34,0
