Animal identity,Age,SCI-F,SCI-M,dominance rank,group size,Mother is alive?,Has adult daughters?,Survival time (cumulative number of days as an adult),Failure
72,5,0.096522867,0.6266464,7,26.98630137,Yes,No,580,0
72,6,0.406552607,-0.3796055,7,24.69863014,Yes,No,946,0
72,7,0.118315187,1.14623675,7,25.43013698,Yes,No,1311,0
72,8,-0.138563733,-0.0150058,8.916666667,34.83333334,Yes,No,1676,0
72,9,0.610981257,-1.84454135,9,35.68604651,Yes,No,2007,0
73,4,-0.371927407,-0.71136275,11.90909091,33.44808743,Yes,No,340,0
73,5,-0.112449133,-0.369446235,10.5,31.53150685,Yes,No,705,0
73,6,NA,NA,8.583333333,26.98356164,No,No,1070,0
73,7,-0.489348133,0.07115392,2.083333333,13,No,No,1435,0
73,8,-0.756137626,-0.110951011,3,12.59836066,No,No,1801,0
73,9,-0.0853144,-0.878015,3.25,12.19452055,No,No,2166,0
73,10,0.33591595,-1.2340935,4,14.36712329,No,Yes,2531,0
73,11,0.368786569,-0.481560518,4,19.17534246,No,Yes,2896,0
73,12,0.506491543,1.7584365,4,18.56284153,No,Yes,3262,0
73,13,0.480112613,0.9861552,4,15.02465753,No,Yes,3354,1
74,4,0.665014067,-0.8097535,6,10.68167203,No,No,181,0
74,5,0.040606662,-1.063270307,5,11.19178082,No,No,547,0
74,6,0.873403333,-0.16642385,5,16.49315069,No,No,912,0
74,7,0.435336933,-0.74297495,5.083333333,18.91232877,No,No,1277,0
74,8,0.155007317,-0.80414615,5,17.73497268,No,No,1642,0
74,9,0.6067269,-0.05744449,5.916666667,22.56712329,No,No,2008,0
74,10,-0.4512625,-0.242646245,7,25.35890411,No,No,2373,0
74,11,0.188793397,-0.212680275,7.083333333,24.5369863,No,No,2738,0
74,12,0.354122883,0.252442565,8.583333333,28.33606557,No,No,3103,0
74,13,-0.43548637,0.5490105,8.333333333,32.93150685,No,No,3469,0
74,14,0.327958367,-1.04629735,10.83333333,37.00821917,No,No,3834,0
74,15,-0.362534967,-2.000773,10.25,39.07945206,No,Yes,4199,0
74,16,0.3193002,-1.491254,11.33333333,44.56284153,No,Yes,4564,0
74,17,-0.6634689,-2.8566935,11.16666667,45.59726027,No,Yes,4930,0
74,18,NA,NA,9,41.19178082,No,Yes,5073,1
75,4,-0.087402367,-0.0117072,11.66666667,14.69672131,No,No,95,0
75,5,-0.8442714,1.2028765,12.91666667,18.9479452,No,No,460,0
75,6,-1.4063356,1.573807,12.58333333,17.84657534,No,No,825,0
75,7,-1.319541,1.554527438,13.33333333,20.64657534,No,No,1191,0
75,8,0.136923567,0.12061772,15.58333333,24.94808743,No,No,1556,0
75,9,-0.6332376,0.2970839,16,25.14520548,No,No,1921,0
75,10,-0.431334197,1.5537325,18.16666667,26.68219178,No,No,2286,0
75,11,0.482080933,-0.395716,20.83333333,31.84931507,No,No,2652,0
75,12,-1.939821333,0.45602205,23.16666667,35.32240437,No,No,3017,0
75,13,-0.6778649,-1.230955,25.58333333,38.95068494,No,No,3382,0
75,14,-0.280543,0.6210596,28.33333333,42.66849315,No,No,3747,0
75,15,-0.490729,1.6131355,29.66666667,45.82465753,No,No,4113,0
75,16,NA,NA,28.91666667,42.63114754,No,No,4478,0
75,17,NA,NA,29,42.96986301,No,No,4531,1
76,4,-1.226293867,-0.335066105,6.545454545,26.4863388,No,No,341,0
76,5,0.0724039,0.1868497,6.666666667,26.76712329,No,No,620,1
77,4,-0.4557989,0.04060903,6,10.65300546,Yes,No,155,0
77,5,1.052927667,1.510928,6.666666667,15.64109589,Yes,No,520,0
77,6,-0.438355467,1.532689,6.75,19.06849315,Yes,No,885,0
77,7,0.4558519,-0.61551983,6,17.64657534,Yes,No,1250,0
77,8,-0.1118337,0.426821,6.75,21.62021858,Yes,No,1616,0
77,9,-0.025775567,0.2169299,7.833333333,25.24109589,Yes,No,1981,0
77,10,-0.499390967,0.54698165,8,24.74794521,Yes,No,2346,0
77,11,0.438560367,1.8825625,9.75,27.42191781,Yes,No,2711,0
77,12,-0.347134387,0.39977875,10.83333333,32.35519126,Yes,No,3077,0
77,13,-0.474289533,-1.10880305,12.83333333,36.18630137,Yes,No,3442,0
77,14,0.317352433,1.4190425,12.66666667,38.89315068,Yes,Yes,3807,0
77,15,0.9269917,-1.01899755,13.91666667,43.60821918,Yes,Yes,4172,0
77,16,0.6022125,0.7685965,13.5,46.00273224,Yes,Yes,4538,0
77,17,NA,NA,10.75,41.90684932,Yes,Yes,4903,0
77,18,NA,NA,10,44.06027397,Yes,Yes,5268,0
77,19,NA,NA,11.66666667,48.58630137,Yes,Yes,5633,0
77,20,NA,NA,NA,45.51376147,No,Yes,5648,0
78,5,-0.061772433,0.245757945,11.90909091,38.56164383,Yes,No,331,0
78,6,0.211096967,0.52409185,11.33333333,40.60273972,Yes,No,696,0
78,7,0.4308893,0.563977,12.66666667,45.36164383,Yes,No,1062,0
78,8,NA,NA,11.16666667,44.45901639,Yes,No,1427,0
78,9,NA,NA,8.5,40.72054794,Yes,No,1792,0
78,10,NA,NA,8.555555556,48.27945206,No,No,2157,0
78,11,NA,NA,NA,47.41197183,No,No,2347,0
79,4,1.080672433,-0.37676885,8,30.99453552,Yes,No,127,0
79,5,0.461747413,0.650477,7.416666667,31.77745665,Yes,No,492,0
79,6,0.5887881,-1.6037719,7,30.15616438,Yes,No,857,0
79,7,0.556239467,-0.41633625,6.818181818,31.45479452,Yes,No,1223,0
79,8,0.757583467,-2.2485675,7.25,32.89071039,Yes,No,1588,0
79,9,0.523783097,-0.7176367,7,30.85753425,Yes,No,1953,0
79,10,NA,NA,5.142857143,23.12182741,No,No,2171,1
80,4,-0.4735908,0.94058965,9.25,17.41256831,Yes,No,254,0
80,5,-0.295639833,1.592245,8.666666667,18.73972602,Yes,No,619,0
80,6,-0.402631873,0.920227363,8.833333333,18.0630137,Yes,No,984,0
80,7,0.331260067,-0.146622355,10.58333333,23.7369863,Yes,No,1350,0
80,8,-0.8544207,-1.01951815,12,25.37431694,Yes,No,1715,0
80,9,-0.295518317,-0.10145865,12.25,24.73972603,Yes,No,2080,0
80,10,-0.50772177,0.8703787,14.75,29.7890411,Yes,No,2445,0
80,11,0.090389813,0.5217466,15.66666667,33.38630137,Yes,No,2811,0
80,12,-1.840353967,-1.16937,17.5,38.02459016,Yes,Yes,2923,1
81,4,0.0842043,2.022192,8.222222222,#VALUE!,Yes,No,287,0
81,5,0.7504471,0.8730556,8,30.23287671,Yes,No,652,0
81,6,0.538288527,-0.67559395,9.416666667,32.9479452,Yes,No,1018,0
81,7,0.9099659,-0.1589685,8.916666667,31.86849315,Yes,No,1383,0
81,8,-0.597103267,0.059239,7.75,28.85792349,No,No,1748,0
81,9,0.619548467,0.5959801,5.583333333,17.50819673,No,No,2113,0
81,10,0.539861844,0.057596768,6.666666667,11.1260274,No,No,2479,0
81,11,1.108022533,1.4234045,8,16.39452055,No,Yes,2844,0
81,12,0.6420283,-0.018190715,7.916666667,18.92076503,No,Yes,3209,0
81,13,0.9294325,0.32552835,7,17.7150685,No,Yes,3574,0
81,14,1.053100733,0.3696857,8.666666667,22.47123287,No,Yes,3940,0
81,15,0.734608333,-1.0723885,10.75,25.33972603,No,Yes,4305,0
81,16,0.460515667,-0.29715985,11,24.55464481,No,Yes,4670,0
81,17,0.750288333,1.105074,12.5,28.21917809,No,Yes,5035,0
81,18,1.31645,-0.1342659,12.91666667,32.86849315,No,Yes,5401,0
81,19,0.8027692,0.3468244,15.5,36.91232877,No,Yes,5766,0
81,20,-0.305385133,0.4762004,15.75,39.03005465,No,Yes,6131,0
81,21,0.6326709,0.238820829,17.75,44.47671233,No,Yes,6496,0
81,22,0.5710314,-0.54572515,19.33333333,45.68767123,No,Yes,6862,0
81,23,NA,NA,15.91666667,41.23835616,No,Yes,7227,0
81,24,NA,NA,18.08333333,45.40437158,No,Yes,7592,0
81,25,NA,NA,20,48.29589041,No,Yes,7650,1
82,4,-0.224025167,-0.9191977,12.85714286,25.00819672,No,No,231,0
82,5,0.315815767,-0.0611548,13.5,27.10958904,No,No,596,0
82,6,0.02550093,-2.813723,14,29.08493151,No,No,962,0
82,7,-1.095606833,-1.47156535,16.08333333,32.10951009,No,No,1327,0
82,8,0.06983904,-0.3475966,16.16666667,#VALUE!,No,No,1692,0
82,9,0.023203633,-0.17143642,15.27272727,30.60273972,No,No,2057,0
82,10,-0.302047477,-0.87599915,17.75,33.44383562,No,No,2423,0
82,11,-0.43733309,0.5571628,18.16666667,31.57260274,No,No,2788,0
82,12,NA,NA,14.41666667,25.97910448,No,No,3153,0
82,13,-0.023259763,-0.70372435,6.166666667,10.56986301,No,No,3518,0
82,14,-0.684286083,-1.2158026,7,12.50684932,No,No,3884,0
82,15,-0.04071157,-0.72382155,7.666666667,12.30136986,No,No,4249,0
82,16,-0.15576832,-3.6079195,9.916666667,15.01366121,No,No,4614,0
82,17,NA,NA,11,19.37260274,No,No,4646,1
83,5,-0.096482133,-1.1134429,8,31.93972603,Yes,No,234,0
83,6,-0.811420367,2.358695,8,36.63837639,Yes,No,599,0
83,7,NA,NA,NA,14.33544304,Yes,No,664,0
84,4,0.076347367,-0.368494,4,16.62021858,Yes,No,237,0
84,5,-0.825594133,0.06909289,5.833333333,17.85753425,Yes,No,603,0
84,6,0.073489267,0.72892935,7,21.24657534,Yes,No,968,0
84,7,0.7629589,-0.70442705,7.416666667,21.60547945,Yes,No,1333,0
84,8,0.197241993,0.40504545,9,26.36612022,Yes,No,1698,0
84,9,0.715374533,0.5391864,9,25.04931507,Yes,No,2064,0
84,10,0.412145233,-1.5266725,9,24.81643836,Yes,No,2429,0
84,11,0.554503633,0.101362805,11,32.76986301,Yes,No,2794,0
84,12,0.778688967,0.15438825,12,36.48770492,Yes,No,3159,0
84,13,NA,NA,NA,14.18461539,Yes,No,3196,0
85,3,NA,NA,10,22.28767124,Yes,No,48,0
85,4,-0.7650405,0.9169428,10.08333333,25.32513661,Yes,No,413,0
85,5,-0.32102602,1.09389915,10,24.58630137,Yes,No,778,0
85,6,-0.4399648,1.061555,11.5,27.9890411,Yes,No,1143,0
85,7,0.428072357,-0.096468,11.91666667,32.76986301,Yes,No,1509,0
85,8,0.139811833,1.0160626,14.5,36.75409836,Yes,No,1874,0
85,9,0.142682477,0.50418155,14.75,38.94520548,Yes,No,2239,0
85,10,0.618426073,0.4838598,16.25,44.31780822,Yes,Yes,2604,0
85,11,0.326342933,1.3992205,16,45.76712329,Yes,Yes,2970,0
85,12,NA,NA,11.58333333,41.35792349,Yes,Yes,3335,0
85,13,NA,NA,12.83333333,45.13150685,Yes,Yes,3700,0
85,14,NA,NA,15,48.39452055,Yes,Yes,4042,0
86,4,0.066276833,-0.5614084,10,35.87704918,Yes,No,265,0
86,5,NA,NA,NA,35.17307693,Yes,No,528,0
87,4,0.562414413,-0.0889184,8,17.65846995,Yes,No,152,0
87,5,-0.130707567,0.88790135,8,21.99726027,Yes,No,518,0
87,6,-0.324504267,-0.5682494,8.833333333,25.29589041,Yes,No,883,0
87,7,-0.119044033,0.493037,9,24.63835616,Yes,No,1248,0
87,8,0.424152667,0.6364931,9.923076923,27.67759563,Yes,No,1613,0
87,9,-0.5819563,1.322934,9.818181818,32.58082192,Yes,No,1979,0
87,10,0.126639667,0.297957,12.83333333,36.49863014,Yes,No,2344,0
87,11,0.193127787,0.262858515,13.66666667,38.85753425,Yes,No,2709,0
87,12,-0.205169167,0.369959,15.15384615,44.01912568,Yes,No,3074,0
87,13,0.014106767,1.19314955,14.54545455,45.92054795,Yes,No,3440,0
87,14,NA,NA,12.75,41.6109589,Yes,No,3805,0
87,15,NA,NA,12.66666667,44.5890411,Yes,Yes,4170,0
87,16,NA,NA,14,48.53278689,Yes,Yes,4531,0
88,3,0.264451233,-1.85314435,9.333333333,15.57260274,No,No,190,0
88,4,-0.943535667,1.10763,8.333333333,14.40163935,No,No,555,0
88,5,-0.033334633,1.338453,8.666666667,16.42465753,No,No,920,0
88,6,-0.794916333,0.52664495,10.58333333,17.73972603,No,No,1286,0
88,7,1.0269752,-0.4262137,12,20.85479452,No,No,1651,0
88,8,0.429776567,0.394587495,12.33333333,21.85245901,No,No,2016,0
88,9,0.579863833,-0.213925625,14.5,25.98904109,No,No,2381,0
88,10,0.087408733,0.05282545,14.25,25.31232877,No,No,2747,0
88,11,0.2992601,-1.16971815,14,24.56986301,No,No,3112,0
88,12,0.386786133,-1.7704476,15.75,32.04644809,No,No,3477,0
88,13,0.767162667,1.4468125,17,36.61797753,No,Yes,3842,0
88,14,NA,NA,NA,17.43225806,No,Yes,3906,0
89,4,-2.117436667,-2.3530905,23.55555556,40.28142077,Yes,No,270,0
89,5,-0.502442278,1.4792035,18.75,45.10684931,Yes,No,635,0
89,6,NA,NA,16.83333333,44.8,Yes,No,1001,0
89,7,NA,NA,14.25,40.59178082,Yes,No,1366,0
89,8,NA,NA,13.8,47.784153,Yes,No,1731,0
89,9,NA,NA,NA,47.465625,Yes,No,1957,0
90,4,NA,NA,5,21.85245902,Yes,No,339,0
90,5,NA,NA,4.166666667,21.59726027,Yes,No,704,0
90,6,-0.0921737,-0.97798677,3.583333333,21.35068493,Yes,No,1070,0
90,7,-0.5399452,0.454681315,3.333333333,18.78630137,No,No,1435,0
90,8,0.2153306,-0.38329435,4.833333333,23.13661202,No,No,1800,0
90,9,-0.327451207,0.66375715,5.916666667,27.56164384,No,No,2165,0
90,10,0.18227865,-0.9934762,6.166666667,28.05753425,No,Yes,2531,0
90,11,-0.629091933,0.44105185,7,31.49589041,No,Yes,2896,0
90,12,0.2255255,0.4662449,6.083333333,30.85590778,No,Yes,3261,0
90,13,-0.12819832,-0.20412278,6.181818182,30.24383562,No,Yes,3626,0
90,14,0.191747887,-0.6210232,8.916666667,32.84931506,No,Yes,3992,0
90,15,0.382185867,-0.61405,10,31.93424658,No,Yes,4256,1
91,4,-1.937952867,-0.8829989,18.25,35.81420765,Yes,No,133,0
91,5,-0.24562289,0.99753815,17.75,38.89315068,Yes,No,498,0
91,6,-0.937991567,-0.146171045,18.41666667,43.25479452,Yes,No,863,0
91,7,-0.398100033,-1.389361,18.41666667,45.90136986,Yes,No,1229,0
91,8,NA,NA,17.33333333,42.23770492,Yes,No,1594,0
91,9,NA,NA,19.16666667,43.57260274,Yes,No,1959,0
91,10,NA,NA,21,48.59178083,Yes,No,2324,0
91,11,NA,NA,NA,46.04545455,Yes,No,2362,0
92,4,-0.779847567,-0.0342795,14.25,26.89617487,Yes,No,247,0
92,5,-0.087199367,0.64239525,16.16666667,30.88493151,Yes,No,612,0
92,6,0.587183767,-0.85130515,17,31.88728324,Yes,No,797,1
93,4,0.548294547,-3.442627,16,30.284153,Yes,No,76,0
93,5,0.037624,-0.3590133,18.09090909,31.77260274,Yes,No,442,0
93,6,0.25129137,-3.0819545,20.58333333,32.53424658,Yes,No,807,0
93,7,-0.989639433,1.4172905,18.33333333,30.56712329,Yes,No,1172,0
93,8,-0.214735611,-1.0421285,11.41666667,22.06832298,Yes,No,1537,0
93,9,-0.567149368,0.341471732,8.416666667,10.35890411,No,No,1903,0
93,10,0.133934333,1.3875505,10.33333333,14.7369863,No,No,2268,0
93,11,0.095367553,0.8801037,11,18.95890411,No,No,2633,0
93,12,-0.43243739,-0.133389,10.41666667,17.82786885,No,Yes,2998,0
93,13,-0.317739259,0.413217941,12.33333333,20.71232877,No,No,3364,0
93,14,-0.624145867,-1.17083315,14.58333333,24.95342466,No,No,3729,0
93,15,-1.5546409,0.38881663,15,25.13424658,No,No,4094,0
93,16,-0.352513733,-0.56316986,17.16666667,26.71857924,No,No,4459,0
93,17,-1.3314413,-0.81218575,19.83333333,31.87123288,No,No,4825,0
93,18,-1.435103341,1.458378,22.16666667,35.36986302,No,No,5190,0
93,19,-0.523141533,0.7399861,24.58333333,38.94520548,No,Yes,5555,0
93,20,-0.719514933,1.894051,25.33333333,42.71311475,No,Yes,5920,0
93,21,-0.375641673,2.6724315,25.66666667,45.84109589,No,Yes,6286,0
93,22,NA,NA,24.25,42.59178083,No,Yes,6651,0
93,23,NA,NA,24.75,43.00547945,No,Yes,7016,0
93,24,NA,NA,24,48.59289618,No,Yes,7381,0
93,25,NA,NA,NA,46.53164557,No,Yes,7445,0
94,4,NA,NA,NA,30.05191257,Yes,No,7,0
94,5,-0.393604167,0.08890105,19.25,33.46575342,Yes,No,373,0
94,6,-0.824286,-1.3214659,20.08333333,38.19726028,Yes,No,738,0
94,7,0.0829199,-1.70090675,20.08333333,40.26849315,No,No,1103,0
94,8,0.255238,-1.6671194,21.91666667,45.09016394,No,No,1468,0
94,9,NA,NA,20.83333333,44.81095891,No,No,1834,0
94,10,NA,NA,19.66666667,40.5890411,No,No,2199,0
94,11,NA,NA,23,47.76986302,No,No,2564,0
94,12,NA,NA,NA,47.46583851,No,No,2792,0
95,4,0.18038313,-1.583637,12.125,39.41530054,Yes,No,241,0
95,5,0.590120973,1.39509,14.16666667,44.76164383,Yes,No,606,0
95,6,NA,NA,15.25,45.32328767,Yes,No,972,0
95,7,NA,NA,13.58333333,40.9890411,Yes,No,1337,0
95,8,NA,NA,17.41666667,46.2704918,Yes,No,1702,0
95,9,NA,NA,NA,47.87945205,Yes,No,1999,0
96,4,-1.0222026,1.792094,26.9,44.12568306,Yes,No,285,0
96,5,0.338738933,-0.08856075,26.41666667,45.88219178,Yes,No,651,0
96,6,NA,NA,24.58333333,41.50958905,Yes,No,1016,0
96,7,NA,NA,22.58333333,44.7479452,Yes,No,1381,0
96,8,NA,NA,25,48.50546448,Yes,No,1736,0
97,4,0.35628806,1.063175,14.66666667,31.78961749,Yes,No,175,0
97,5,-0.055674983,1.357777,15.83333333,35.15890411,Yes,No,540,0
97,6,0.349367467,0.85008535,16.83333333,38.97534246,Yes,No,905,0
97,7,0.255292567,-0.09014515,18.33333333,42.49589041,Yes,No,1270,0
97,8,0.2111124,-0.5475311,20.66666667,45.77868853,Yes,No,1636,0
97,9,NA,NA,18.58333333,42.74246576,Yes,No,2001,0
97,10,NA,NA,17.91666667,42.81369863,Yes,No,2366,0
97,11,NA,NA,18.6,48.57260274,Yes,No,2731,0
97,12,NA,NA,NA,46.70588235,No,No,2807,0
98,4,-0.148949667,-1.1972005,23,37.69945356,Yes,No,189,0
98,5,-1.125738667,0.1436106,24.08333333,39.7369863,Yes,No,554,0
98,6,-0.373365767,-2.706158,26.75,44.90684932,Yes,No,919,0
98,7,NA,NA,27.33333333,45.22191781,Yes,No,1285,0
98,8,NA,NA,26.75,40.69125683,Yes,No,1650,0
98,9,NA,NA,26.91666667,46.90684931,Yes,No,2015,0
98,10,NA,NA,NA,47.5369863,Yes,No,2287,0
99,4,-1.442167107,-2.8995115,13.4,17.72131147,Yes,No,162,0
99,5,-0.142696233,0.7643944,14.33333333,20.72328767,Yes,No,527,0
99,6,-0.517262533,0.309685,14.08333333,21.97260274,Yes,No,892,0
99,7,0.472042399,-1.30949935,15.5,25.86027397,No,No,1257,0
99,8,-0.24456798,0.39622383,15.25,25.37704918,No,No,1623,0
99,9,-0.421524767,-2.22482,15,24.50410959,No,No,1988,0
99,10,0.075381997,0.3073714,17.16666667,31.84931507,No,No,2353,0
99,11,0.496601367,-1.3281853,19.4,36.65328467,No,No,2718,0
99,12,NA,NA,NA,17.37037037,No,No,2788,0
100,4,-1.313508033,0.02771445,16.5,27.06557377,No,No,184,0
100,5,-0.3562693,0.77765725,16,24.51232877,No,No,550,0
100,6,-0.666073633,-0.2132332,16.75,26.53150685,No,No,915,0
100,7,-0.625162277,-0.56214195,20,35.88767123,No,No,1280,0
100,8,NA,NA,NA,35.17307693,No,No,1542,0
101,4,NA,NA,10,14.86494124,Yes,No,28,0
101,5,NA,NA,10.58333333,18.95890411,Yes,No,393,0
101,6,NA,NA,12.75,22.49315069,Yes,No,758,0
101,7,1.056666333,0.7436002,11.33333333,21.42465753,Yes,No,1124,0
101,8,0.544661033,0.3618493,10.16666667,20.07103825,Yes,No,1489,0
101,9,0.649206967,-0.83341355,10.75,20.03013699,Yes,No,1854,0
101,10,0.354596957,-0.71775225,14.5,25.87123287,Yes,No,2219,0
101,11,0.655202633,-0.52042915,16,26.72876712,Yes,No,2585,0
101,12,0.5275274,-1.7327095,17.75,30.1420765,Yes,No,2950,0
101,13,0.12799993,-1.6422354,18.58333333,32.03179191,No,No,3315,0
101,14,0.044321998,-1.60494725,18.33333333,29.96986302,No,No,3680,0
101,15,0.1684589,-0.332782572,18.09090909,30.90958904,No,No,4046,0
101,16,-0.529113333,-0.59423205,19.5,33.29781421,No,No,4411,0
101,17,-0.673618567,1.29977295,18.90909091,31.47671233,No,No,4747,1
102,5,0.127882833,0.496847076,20.28571429,32.47123288,Yes,No,223,0
102,6,-0.167455333,2.321426,17.08333333,33.40273973,Yes,No,588,0
102,7,-0.2867552,1.2131905,19.58333333,35.59452055,No,No,953,0
102,8,0.406163897,1.2794355,21.16666667,36.22131148,No,No,1319,0
102,9,0.3512941,-0.47099335,22.91666667,38.12876712,No,No,1684,0
102,10,0.6720696,0.61008575,23.5,40.85205479,No,No,2049,0
102,11,1.051633933,-1.0270323,20,36.67005405,No,No,2414,0
102,12,NA,NA,NA,30.16149069,No,No,2484,0
103,4,-2.136061633,-0.0559365,9,12.60928962,No,No,265,0
103,5,-0.83722785,-0.35449585,9.5,12.20821918,No,No,630,0
103,6,-1.281067533,-0.6672046,11.75,14.44383561,No,No,995,0
103,7,-0.703188339,-0.583716039,12.25,19.18630137,No,No,1360,0
103,8,-1.673547667,0.77318735,10.33333333,18.51639344,No,No,1726,0
103,9,-1.461619333,-2.464982,10.16666667,14.99726027,No,No,2091,0
103,10,-1.2555098,0.0287428,9.083333333,14.18356164,No,No,2456,0
103,11,-1.020309257,-0.7197858,10.25,17.00273973,No,No,2821,0
103,12,-0.280938967,0.2793556,12.75,18.74590164,No,No,3187,0
103,13,-0.352523647,-0.5161424,13.16666667,22.43835617,No,Yes,3552,0
103,14,-2.1355557,-3.2104585,13.25,22.35068493,No,Yes,3662,1
104,4,NA,NA,6.5,14.23634159,Yes,No,133,0
104,5,NA,NA,5,17.30749969,Yes,No,498,0
104,6,NA,NA,5,18.78135048,Yes,No,864,0
104,7,-1.6031908,-2.5794095,5.916666667,23.6520548,Yes,No,1229,0
104,8,0.058695623,-1.7291771,6,24.1557377,Yes,No,1594,0
104,9,-0.663003367,0.07668375,6,24.24383561,Yes,No,1821,1
105,4,0.010512,-0.081344,6,17.41530055,No,No,121,0
105,5,-0.880972967,0.2214329,4.666666667,14.74520548,No,No,486,0
105,6,-0.864934833,-0.52036336,4.333333333,14.93972603,No,No,851,0
105,7,-0.518061567,-0.02563786,5.75,17.09041096,No,No,1217,0
105,8,0.239053603,-1.948768,7.818181818,19.01912569,No,No,1565,1
106,4,-0.093659925,-0.0103757,7,15.03005465,Yes,No,254,0
106,5,0.418447071,0.760600887,7,19.37808219,Yes,No,619,0
106,6,0.223508633,1.17933235,6.545454545,17.99452055,Yes,No,985,0
106,7,-0.316842117,1.09176985,6,14.84109589,No,No,1350,0
106,8,0.32842909,0.6105564,5.230769231,14.57103825,No,No,1715,0
106,9,0.760647233,-0.87604515,6.583333333,17.01369863,No,No,2080,0
106,10,0.590589253,-0.09911219,8.727272727,18.85479452,No,No,2446,0
106,11,0.0003341,-1.1345395,8,22.52328767,No,No,2811,0
106,12,-0.011715543,-0.339202715,9.538461538,23.06830601,No,No,3176,0
106,13,0.042351403,0.2604213,11,26.96164383,No,No,3541,0
106,14,0.2322335,-2.2948075,10.09090909,24.43561644,No,No,3907,0
106,15,0.006414233,0.57224745,11.41666667,27.04931507,No,No,4272,0
106,16,-0.297961632,0.39800975,13.81818182,36.13114755,No,No,4637,0
106,17,NA,NA,NA,34.8974359,No,No,4876,0
107,5,-0.2851549,1.695066,10,27.15342465,No,No,365,0
107,6,-0.022851233,0.00741555,10.75,24.57808219,No,No,731,0
107,7,-0.750666433,1.947743,10.33333333,25.95616439,No,No,1096,0
107,8,-0.467586203,1.1217237,12.75,35.59016394,No,No,1461,0
107,9,NA,NA,NA,35.27067669,No,No,1755,0
108,4,NA,NA,8,24.83879781,Yes,No,269,0
108,5,NA,NA,6.583333333,19.25479452,Yes,No,634,0
108,6,NA,NA,7.5,19.73972603,Yes,No,1000,0
108,7,NA,NA,8,23.81643835,Yes,No,1365,0
108,8,NA,NA,7.75,25.1147541,Yes,No,1730,0
108,9,NA,NA,8.083333333,29.66849315,Yes,No,2095,0
108,10,0.716134,-1.0551376,8.333333333,31.16164383,Yes,No,2461,0
108,11,-0.374708743,0.1902949,10.27272727,30.83561644,No,No,2790,1
109,4,NA,NA,5,13.60910501,Yes,No,201,0
109,5,NA,NA,5,17.0739726,Yes,No,566,0
109,6,NA,NA,5.916666667,21.94794521,Yes,No,931,0
109,7,NA,NA,5.166666667,21.55342466,Yes,No,1296,0
109,8,0.023304155,0.53278535,4.583333333,21.30054645,Yes,No,1662,0
109,9,-1.125012633,0.79274585,4.333333333,18.83561644,No,No,2027,0
109,10,-0.376031686,0.11104426,6.25,23.26027398,No,No,2392,0
109,11,-0.174253297,0.7566623,8.333333333,27.61917808,No,Yes,2757,0
109,12,-0.914743967,0.6911265,8.5,28.10928961,No,Yes,3123,0
109,13,0.000589467,0.60289969,9.75,31.54520548,No,Yes,3488,0
109,14,-0.539950773,-1.04898115,9.75,30.78034682,No,Yes,3853,0
109,15,-1.0705933,1.483783,9.636363636,30.23287671,No,Yes,4218,0
109,16,-0.874727887,0.66941165,10.66666667,32.95081967,No,Yes,4584,0
109,17,-0.8877002,1.633623,12,31.86027397,No,Yes,4949,0
109,18,-0.591118133,1.533517,10.25,28.8520548,No,Yes,5314,0
109,19,-1.061638967,1.4130245,7.333333333,17.50819673,No,Yes,5578,1
110,4,-0.042654567,0.81856445,15.125,33.47814208,Yes,No,248,0
110,5,-0.141605533,0.9367516,16.58333333,31.53150685,Yes,No,613,0
110,6,NA,NA,12.83333333,26.34463277,Yes,No,978,0
110,7,0.185868333,-0.31728735,4.166666667,10.39726027,Yes,No,1343,0
110,8,-0.668146767,-1.560925,5,12.57650273,Yes,No,1709,0
110,9,0.06423019,-1.5682155,5.25,12.24931507,Yes,No,2074,0
110,10,-0.27367304,-0.5859649,7.5,14.69041096,Yes,No,2439,0
110,11,0.873991993,0.650406292,8,19.26027397,Yes,Yes,2804,0
110,12,0.295647133,-1.9810625,8,18.31967214,Yes,Yes,2917,1
111,4,NA,NA,14,28.5273224,No,No,8,0
111,5,-0.52739807,0.52121305,13.75,31.21369863,No,No,373,0
111,6,-0.263654867,1.6445785,12.33333333,33.12328768,No,No,739,0
111,7,0.234174267,0.297010758,12,32.44383562,No,No,1104,0
111,8,-0.171682733,1.2338655,8.916666667,35.29781421,No,No,1469,0
111,9,0.131705567,-0.4338388,9.583333333,35.1589041,No,No,1834,0
111,10,-0.272075967,0.87803385,9.166666667,37.67945205,No,No,2200,0
111,11,-0.407237157,1.980642,8.666666667,38.33424658,No,No,2565,0
111,12,-0.254314633,0.9984021,7.333333333,40.24057542,No,No,2930,0
111,13,NA,NA,NA,40.4,No,No,3196,0
112,4,0.14211716,-1.5986867,11,30.66120219,Yes,No,91,0
112,5,-0.218498467,0.530015,10.83333333,31.99132948,Yes,No,456,0
112,6,0.240130567,1.4052015,11,29.95890411,Yes,No,821,0
112,7,-0.235519023,0.8637717,11.18181818,31.15616438,Yes,No,1187,0
112,8,0.183599343,0.03665695,12.83333333,33.12021858,Yes,No,1552,0
112,9,-0.45938675,0.5265686,10.66666667,31.35616438,Yes,No,1914,1
113,4,-0.3253188,0.6837548,9.75,24.51639344,Yes,No,108,0
113,5,0.296152767,0.7638399,9.5,27.27945205,Yes,No,473,0
