Bird_ID,Exploration_Score,Exploration_Date,Exploration_Year,data_collector,sex,Year_of_Birth,Year_of_Birth_Code,exact_age,age,last_year_ON,last_age_ON,dead
51V43930,24,2013-11-19,2013,Lisa Arvidsson,M,2011,,Y,2,2014,3,Y
51V43932,9,2012-11-06,2012,Lisa Arvidsson,F,2011,,Y,1,2012,1,Y
51V44099,4,2009-10-13,2009,Thijs van Overveld,M,2009,,Y,0,,,Y
51V44106,13,2009-10-13,2009,Thijs van Overveld,M,2009,,Y,0,2012,3,Y
51V44135,23,2009-10-09,2009,Thijs van Overveld,M,2009,,Y,0,,,Y
51V44142,14,2009-11-06,2009,Thijs van Overveld,F,2009,,Y,0,2011,2,Y
51V44209,19,2009-11-07,2009,Thijs van Overveld,M,2009,,Y,0,2010,1,Y
51V44224,9,2009-11-06,2009,Thijs van Overveld,M,2009,,Y,0,2010,1,Y
51V44235,15,2009-11-06,2009,Thijs van Overveld,F,2009,,Y,0,,,Y
51V44240,11,2009-11-06,2009,Thijs van Overveld,M,2009,,Y,0,,,Y
51V44241,6,2009-11-06,2009,Thijs van Overveld,M,2009,,Y,0,,,Y
51V44249,16,2010-02-09,2010,Thijs van Overveld,M,2009,,Y,1,2011,2,Y
51V44306,20,2009-11-06,2009,Thijs van Overveld,F,2008,,Y,1,2012,4,Y
51V44306,1,2012-10-10,2012,Lisa Arvidsson,F,2008,,Y,4,2012,4,Y
51V44309,23,2009-11-07,2009,Thijs van Overveld,M,2008,,Y,1,2009,1,Y
51V44313,20,2009-11-07,2009,Thijs van Overveld,F,2008,,Y,1,2009,1,Y
51V44350,2,2009-10-28,2009,Thijs van Overveld,F,2008,,Y,1,2010,2,Y
51V44405,6,2013-10-25,2013,Lisa Arvidsson,M,2009,,Y,4,2015,6,Y
51V44405,24,2014-11-06,2014,Lisa Arvidsson,M,2009,,Y,5,2015,6,Y
51V44405,31,2017-02-14,2017,Cecilia Baldoni,M,2009,,Y,8,2015,6,Y
51V44515,2,2012-10-12,2012,Lisa Arvidsson,M,2010,,Y,2,2012,2,Y
51V44598,19,2012-10-30,2012,Lisa Arvidsson,M,2010,,Y,2,2012,2,Y
51V44604,5,2009-10-13,2009,Thijs van Overveld,M,2009,,Y,0,2010,1,Y
51V44661,23,2009-10-09,2009,Thijs van Overveld,M,2009,,Y,0,,,Y
51V44695,9,2010-02-09,2010,Thijs van Overveld,M,2009,,Y,1,,,Y
51V44711,19,2010-02-09,2010,Thijs van Overveld,M,2009,,Y,1,2011,2,Y
51V44950,20,2012-11-07,2012,Lisa Arvidsson,F,2010,,Y,2,,,Y
52V46005,7,2009-09-25,2009,Thijs van Overveld,F,2009,,Y,0,2010,1,Y
52V46040,6,2009-09-10,2009,Thijs van Overveld,M,2009,,Y,0,2012,3,Y
52V46040,18,2010-02-09,2010,Thijs van Overveld,M,2009,,Y,1,2012,3,Y
52V46040,15,2012-10-30,2012,Lisa Arvidsson,M,2009,,Y,3,2012,3,Y
52V46042,12,2009-09-25,2009,Thijs van Overveld,F,2009,,Y,0,,,Y
52V46109,23,2009-10-13,2009,Thijs van Overveld,F,2009,,Y,0,,,Y
52V46125,13,2009-10-09,2009,Thijs van Overveld,F,2009,,Y,0,,,Y
52V46133,11,2009-09-10,2009,Thijs van Overveld,M,2009,,Y,0,,,Y
52V46157,19,2010-02-09,2010,Thijs van Overveld,M,2009,,Y,1,,,Y
52V46166,19,2010-02-09,2010,Thijs van Overveld,M,2009,,Y,1,,,Y
52V46197,14,2012-11-05,2012,Lisa Arvidsson,M,2009,,Y,3,2012,3,Y
52V46238,19,2009-10-28,2009,Thijs van Overveld,M,2009,,Y,0,2011,2,Y
52V46243,4,2009-10-27,2009,Thijs van Overveld,M,2009,,Y,0,2010,1,Y
52V46251,7,2009-09-10,2009,Thijs van Overveld,M,2009,,Y,0,,,Y
52V46281,16,2010-02-09,2010,Thijs van Overveld,M,2009,,Y,1,2010,1,Y
52V46286,19,2010-02-09,2010,Thijs van Overveld,M,2009,,Y,1,2010,1,Y
52V46288,15,2014-01-15,2014,Lisa Arvidsson,F,2009,,Y,5,2015,6,Y
52V46288,22,2014-11-10,2014,Lisa Arvidsson,F,2009,,Y,5,2015,6,Y
52V46481,33,2012-11-02,2012,Lisa Arvidsson,M,2009,,Y,3,2015,6,Y
52V46540,4,2014-11-10,2014,Lisa Arvidsson,F,2011,,Y,3,2015,4,Y
52V46540,23,2014-12-11,2014,Lisa Arvidsson,F,2011,,Y,3,2015,4,Y
52V46541,3,2012-11-02,2012,Lisa Arvidsson,F,2011,,Y,1,2013,2,Y
52V46543,19,2012-11-02,2012,Lisa Arvidsson,M,2011,,Y,1,2014,3,Y
52V46545,7,2012-11-02,2012,Lisa Arvidsson,F,2011,,Y,1,2013,2,Y
52V46574,12,2013-11-20,2013,Lisa Arvidsson,M,2012,,Y,1,2013,1,Y
52V46881,10,2009-10-21,2009,Thijs van Overveld,F,2009,,Y,0,,,Y
52V46882,20,2009-10-21,2009,Thijs van Overveld,F,2009,,Y,0,,,Y
52V46883,16,2009-10-21,2009,Thijs van Overveld,F,2009,,Y,0,,,Y
52V46896,11,2010-02-09,2010,Thijs van Overveld,F,2009,,Y,1,2012,3,Y
52V46900,3,2012-11-05,2012,Lisa Arvidsson,F,2009,,Y,3,2013,4,Y
52V46909,29,2012-11-03,2012,Lisa Arvidsson,F,2010,,Y,2,2014,4,Y
52V46909,33,2013-11-07,2013,Lisa Arvidsson,F,2010,,Y,3,2014,4,Y
52V46909,34,2014-01-15,2014,Lisa Arvidsson,F,2010,,Y,4,2014,4,Y
52V46929,25,2013-10-25,2013,Lisa Arvidsson,M,2011,,Y,2,2015,4,Y
52V46948,1,2012-11-02,2012,Lisa Arvidsson,F,2011,,Y,1,2014,3,Y
52V46948,38,2017-01-25,2017,Cecilia Baldoni,F,2011,,Y,6,2014,3,Y
53V35001,18,2012-10-30,2012,Lisa Arvidsson,F,2009,,Y,3,2013,4,Y
53V35001,27,2013-11-20,2013,Lisa Arvidsson,F,2009,,Y,4,2013,4,Y
53V35017,16,2012-11-06,2012,Lisa Arvidsson,M,2010,,Y,2,2012,2,Y
53V35019,22,2014-11-06,2014,Lisa Arvidsson,F,2010,,Y,4,2016,6,Y
53V35032,13,2012-11-05,2012,Lisa Arvidsson,F,2009,,Y,3,2013,4,Y
53V35043,7,2012-11-06,2012,Lisa Arvidsson,M,2009,,Y,3,2012,3,Y
53V35169,2,2012-10-31,2012,Lisa Arvidsson,F,2009,,Y,3,2013,4,Y
53V35169,27,2013-11-05,2013,Lisa Arvidsson,F,2009,,Y,4,2013,4,Y
53V35169,28,2014-01-18,2014,Lisa Arvidsson,F,2009,,Y,5,2013,4,Y
53V35321,16,2012-10-31,2012,Lisa Arvidsson,M,2010,,Y,2,2014,4,Y
53V35321,30,2013-11-05,2013,Lisa Arvidsson,M,2010,,Y,3,2014,4,Y
53V35321,23,2014-01-18,2014,Lisa Arvidsson,M,2010,,Y,4,2014,4,Y
53V35321,27,2014-10-28,2014,Lisa Arvidsson,M,2010,,Y,4,2014,4,Y
53V35685,19,2012-10-26,2012,Lisa Arvidsson,M,2009,,Y,3,2013,4,Y
53V35705,8,2012-11-05,2012,Lisa Arvidsson,M,2010,,Y,2,2012,2,Y
53V35842,13,2013-11-14,2013,Lisa Arvidsson,M,2010,,Y,3,2014,4,Y
53V35842,23,2014-01-15,2014,Lisa Arvidsson,M,2010,,Y,4,2014,4,Y
53V35962,33,2012-11-03,2012,Lisa Arvidsson,M,2010,,Y,2,2015,5,Y
53V35962,11,2013-11-07,2013,Lisa Arvidsson,M,2010,,Y,3,2015,5,Y
53V35962,4,2014-01-15,2014,Lisa Arvidsson,M,2010,,Y,4,2015,5,Y
53V35962,3,2014-11-10,2014,Lisa Arvidsson,M,2010,,Y,4,2015,5,Y
53V35962,24,2015-11-04,2015,Lisa Arvidsson,M,2010,,Y,5,2015,5,Y
53V36096,8,2012-11-05,2012,Lisa Arvidsson,F,2010,,Y,2,2013,3,Y
53V36333,19,2012-10-31,2012,Lisa Arvidsson,M,2010,,Y,2,2015,5,Y
53V36333,23,2014-10-28,2014,Lisa Arvidsson,M,2010,,Y,4,2015,5,Y
53V37011,21,2012-10-31,2012,Lisa Arvidsson,M,2011,,Y,1,2012,1,Y
53V37077,12,2012-10-31,2012,Lisa Arvidsson,F,2010,,Y,2,2012,2,Y
53V37134,16,2012-11-27,2012,Lisa Arvidsson,M,2011,,Y,1,2013,2,Y
53V37243,4,2012-10-31,2012,Lisa Arvidsson,F,2011,,Y,1,2014,3,Y
53V37243,31,2013-11-05,2013,Lisa Arvidsson,F,2011,,Y,2,2014,3,Y
53V37245,18,2012-10-31,2012,Lisa Arvidsson,M,2011,,Y,1,2013,2,Y
53V37245,20,2013-11-05,2013,Lisa Arvidsson,M,2011,,Y,2,2013,2,Y
53V37349,10,2012-10-12,2012,Lisa Arvidsson,F,2011,,Y,1,2013,2,Y
53V37386,43,2013-11-07,2013,Lisa Arvidsson,M,2011,,Y,2,2013,2,Y
53V37386,29,2014-01-15,2014,Lisa Arvidsson,M,2011,,Y,3,2013,2,Y
53V37449,6,2012-11-02,2012,Lisa Arvidsson,M,2011,,Y,1,2012,1,Y
53V37624,22,2012-11-03,2012,Lisa Arvidsson,M,2011,,Y,1,2012,1,Y
53V37685,9,2012-11-02,2012,Lisa Arvidsson,F,2011,,Y,1,2013,2,Y
53V37773,1,2012-10-26,2012,Lisa Arvidsson,M,2011,,Y,1,,,Y
53V37820,23,2012-11-05,2012,Lisa Arvidsson,M,2011,,Y,1,2012,1,Y
53V37820,24,2013-11-19,2013,Lisa Arvidsson,M,2011,,Y,2,2012,1,Y
53V37829,2,2013-11-07,2013,Lisa Arvidsson,F,2011,,Y,2,2017,6,N
53V37865,23,2012-10-30,2012,Lisa Arvidsson,F,2011,,Y,1,2013,2,Y
53V37986,23,2012-10-31,2012,Lisa Arvidsson,F,2011,,Y,1,2012,1,Y
53V95928,25,2012-11-06,2012,Lisa Arvidsson,M,2011,,Y,1,2012,1,Y
54V57100,3,2012-11-05,2012,Lisa Arvidsson,F,2011,,Y,1,,,Y
54V57102,20,2012-11-06,2012,Lisa Arvidsson,M,2011,,Y,1,2012,1,Y
54V57106,12,2012-10-30,2012,Lisa Arvidsson,M,2011,,Y,1,2013,2,Y
54V57109,21,2012-11-03,2012,Lisa Arvidsson,F,2011,,Y,1,2013,2,Y
54V57112,4,2012-11-05,2012,Lisa Arvidsson,M,2011,,Y,1,2012,1,Y
54V57114,1,2012-10-30,2012,Lisa Arvidsson,F,2011,,Y,1,2014,3,Y
54V57114,32,2013-11-20,2013,Lisa Arvidsson,F,2011,,Y,2,2014,3,Y
54V57115,23,2012-11-06,2012,Lisa Arvidsson,F,2011,,Y,1,2012,1,Y
54V57116,24,2012-11-06,2012,Lisa Arvidsson,F,2011,,Y,1,2014,3,Y
54V57131,14,2012-11-03,2012,Lisa Arvidsson,M,2011,,Y,1,2013,2,Y
54V57131,13,2013-11-14,2013,Lisa Arvidsson,M,2011,,Y,2,2013,2,Y
54V57146,22,2012-10-26,2012,Lisa Arvidsson,F,2012,,Y,0,2013,1,Y
54V57165,1,2013-10-25,2013,Lisa Arvidsson,M,2011,,Y,2,2012,1,Y
54V57191,18,2012-10-31,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
54V57280,33,2017-01-24,2017,Cecilia Baldoni,M,2013,,Y,4,2017,4,N
54V57336,18,2014-12-10,2014,Lisa Arvidsson,M,2014,,Y,0,2015,1,Y
54V57349,4,2014-10-28,2014,Lisa Arvidsson,F,2013,,Y,1,,,Y
54V57349,23,2015-11-17,2015,Lisa Arvidsson,F,2013,,Y,2,,,Y
54V57359,26,2014-11-06,2014,Lisa Arvidsson,F,2013,,Y,1,2014,1,Y
54V57369,19,2014-10-28,2014,Lisa Arvidsson,M,2013,,Y,1,2018,5,N
54V57369,9,2014-12-18,2014,Lisa Arvidsson,M,2013,,Y,1,2018,5,N
54V57369,22,2015-11-17,2015,Lisa Arvidsson,M,2013,,Y,2,2018,5,N
54V57369,49,2017-01-26,2017,Cecilia Baldoni,M,2013,,Y,4,2018,5,N
54V57369,36,2017-02-21,2017,Cecilia Baldoni,M,2013,,Y,4,2018,5,N
54V57370,20,2014-01-18,2014,Lisa Arvidsson,F,2013,,Y,1,,,Y
54V57371,10,2013-11-26,2013,Lisa Arvidsson,F,2013,,Y,0,,,Y
54V57372,16,2013-11-26,2013,Lisa Arvidsson,M,2012,?,N,2,,,Y
54V57378,32,2013-11-26,2013,Lisa Arvidsson,M,2013,,Y,0,,,Y
54V57379,8,2013-11-26,2013,Lisa Arvidsson,M,2012,+,N,2,,,Y
54V57380,20,2014-10-27,2014,Lisa Arvidsson,F,2013,,Y,1,2015,2,Y
54V57381,8,2013-11-22,2013,Lisa Arvidsson,M,2013,,Y,0,,,Y
54V57382,10,2013-11-22,2013,Lisa Arvidsson,F,2013,,Y,0,2016,3,Y
54V57383,19,2013-11-22,2013,Lisa Arvidsson,M,2013,,Y,0,,,Y
54V57384,33,2013-11-22,2013,Lisa Arvidsson,F,2013,,Y,0,2015,2,Y
54V57385,29,2013-11-22,2013,Lisa Arvidsson,M,2013,,Y,0,2014,1,Y
54V57388,19,2013-11-19,2013,Lisa Arvidsson,F,2013,,Y,0,,,Y
54V57389,8,2013-11-19,2013,Lisa Arvidsson,M,2013,,Y,0,,,Y
54V57390,19,2013-11-19,2013,Lisa Arvidsson,M,2013,,Y,0,2014,1,Y
54V57390,19,2014-10-21,2014,Lisa Arvidsson,M,2013,,Y,1,2014,1,Y
54V57391,18,2013-11-05,2013,Lisa Arvidsson,M,2013,,Y,0,,,Y
54V57391,18,2014-01-18,2014,Lisa Arvidsson,M,2013,,Y,1,,,Y
54V57392,17,2013-11-05,2013,Lisa Arvidsson,F,2013,,Y,0,2018,5,N
54V57392,8,2014-10-24,2014,Lisa Arvidsson,F,2013,,Y,1,2018,5,N
54V57392,15,2017-02-08,2017,Cecilia Baldoni,F,2013,,Y,4,2018,5,N
54V57393,23,2013-11-05,2013,Lisa Arvidsson,M,2012,+,N,2,2018,7,N
54V57393,25,2014-01-18,2014,Lisa Arvidsson,M,2012,+,N,3,2018,7,N
54V57393,8,2017-01-26,2017,Cecilia Baldoni,M,2012,+,N,6,2018,7,N
54V57394,19,2013-11-05,2013,Lisa Arvidsson,M,2013,,Y,0,,,Y
54V57398,8,2013-10-23,2013,Lisa Arvidsson,F,2013,,Y,0,,,Y
54V57399,25,2013-10-23,2013,Lisa Arvidsson,M,2013,,Y,0,,,Y
54V57400,32,2013-11-14,2013,Lisa Arvidsson,F,2012,,Y,1,2014,2,Y
54V57410,1,2012-10-26,2012,Lisa Arvidsson,M,2012,,Y,0,2013,1,Y
54V57435,30,2013-10-23,2013,Lisa Arvidsson,M,2012,,Y,1,,,Y
54V57437,18,2012-11-08,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
54V57440,18,2013-11-07,2013,Lisa Arvidsson,M,2012,,Y,1,2013,1,Y
54V57465,32,2013-11-22,2013,Lisa Arvidsson,M,2012,,Y,1,2013,1,Y
54V57470,42,2012-11-02,2012,Lisa Arvidsson,M,2011,,Y,1,2014,3,Y
54V57538,12,2012-10-30,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
54V57576,28,2013-11-05,2013,Lisa Arvidsson,F,2012,,Y,1,2017,5,N
54V57576,36,2014-01-18,2014,Lisa Arvidsson,F,2012,,Y,2,2017,5,N
54V57576,44,2017-01-31,2017,Cecilia Baldoni,F,2012,,Y,5,2017,5,N
54V57576,34,2017-02-21,2017,Cecilia Baldoni,F,2012,,Y,5,2017,5,N
54V57579,13,2012-11-07,2012,Lisa Arvidsson,M,2012,,Y,0,2015,3,Y
54V57603,10,2013-11-14,2013,Lisa Arvidsson,F,2012,,Y,1,2014,2,Y
54V57606,22,2014-11-06,2014,Lisa Arvidsson,M,2012,,Y,2,2015,3,Y
54V57606,24,2015-11-05,2015,Lisa Arvidsson,M,2012,,Y,3,2015,3,Y
54V57606,29,2017-02-14,2017,Cecilia Baldoni,M,2012,,Y,5,2015,3,Y
54V57747,11,2013-11-07,2013,Lisa Arvidsson,M,2012,,Y,1,2014,2,Y
54V57747,21,2014-01-15,2014,Lisa Arvidsson,M,2012,,Y,2,2014,2,Y
54V57812,31,2012-11-07,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
54V57816,25,2012-11-05,2012,Lisa Arvidsson,,2012,,Y,0,,,Y
54V57851,17,2012-11-27,2012,Lisa Arvidsson,M,2012,,Y,0,2014,2,Y
54V57851,15,2013-11-07,2013,Lisa Arvidsson,M,2012,,Y,1,2014,2,Y
54V57869,3,2012-11-07,2012,Lisa Arvidsson,F,2012,,Y,0,2013,1,Y
54V57952,20,2012-10-26,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
54V57966,41,2012-11-07,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
54V57999,9,2012-10-26,2012,Lisa Arvidsson,M,2011,,Y,1,2012,1,Y
54V59630,9,2014-10-21,2014,Lisa Arvidsson,F,2013,,Y,1,2015,2,Y
54V59630,32,2015-11-06,2015,Lisa Arvidsson,F,2013,,Y,2,2015,2,Y
54V59654,8,2014-10-21,2014,Lisa Arvidsson,M,2014,,Y,0,2018,4,N
54V59654,15,2015-01-09,2015,Lisa Arvidsson,M,2014,,Y,1,2018,4,N
54V59654,24,2015-11-06,2015,Lisa Arvidsson,M,2014,,Y,1,2018,4,N
54V59654,34,2017-02-07,2017,Cecilia Baldoni,M,2014,,Y,3,2018,4,N
54V60158,8,2012-10-10,2012,Lisa Arvidsson,F,2011,,Y,1,2013,2,Y
54V60158,37,2013-10-25,2013,Lisa Arvidsson,F,2011,,Y,2,2013,2,Y
54V60313,15,2012-11-02,2012,Lisa Arvidsson,M,2011,,Y,1,2013,2,Y
54V60513,19,2013-11-14,2013,Lisa Arvidsson,F,2011,,Y,2,2014,3,Y
54V60516,22,2012-11-03,2012,Lisa Arvidsson,F,2011,,Y,1,2013,2,Y
54V60516,28,2013-11-14,2013,Lisa Arvidsson,F,2011,,Y,2,2013,2,Y
54V60516,34,2014-01-15,2014,Lisa Arvidsson,F,2011,,Y,3,2013,2,Y
54V60517,17,2012-11-03,2012,Lisa Arvidsson,M,2011,,Y,1,2014,3,Y
54V60517,28,2013-11-14,2013,Lisa Arvidsson,M,2011,,Y,2,2014,3,Y
54V60517,28,2014-01-15,2014,Lisa Arvidsson,M,2011,,Y,3,2014,3,Y
54V60607,13,2012-11-07,2012,Lisa Arvidsson,M,2012,,Y,0,2015,3,Y
54V60607,30,2013-10-23,2013,Lisa Arvidsson,M,2012,,Y,1,2015,3,Y
54V60680,27,2012-10-26,2012,Lisa Arvidsson,F,2012,,Y,0,,,Y
54V60680,27,2014-10-27,2014,Lisa Arvidsson,F,2012,,Y,2,,,Y
54V60693,20,2012-11-27,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
54V60694,30,2012-11-27,2012,Lisa Arvidsson,F,2012,,Y,0,,,Y
54V60696,27,2012-11-27,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
54V60697,26,2012-11-08,2012,Lisa Arvidsson,M,2012,?,N,1,,,Y
54V60698,17,2012-11-05,2012,Lisa Arvidsson,F,2012,?,N,1,,,Y
54V60699,25,2012-11-05,2012,Lisa Arvidsson,M,2012,?,N,1,,,Y
54V60700,4,2012-11-05,2012,Lisa Arvidsson,M,2012,,Y,0,2014,2,Y
54V60700,20,2013-11-22,2013,Lisa Arvidsson,M,2012,,Y,1,2014,2,Y
54V60701,35,2014-10-27,2014,Lisa Arvidsson,F,2012,,Y,2,2015,3,Y
54V60701,44,2017-01-25,2017,Cecilia Baldoni,F,2012,,Y,5,2015,3,Y
54V60703,25,2012-11-27,2012,Lisa Arvidsson,F,2011,+,N,2,,,Y
54V60704,14,2012-11-27,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
54V60709,4,2013-11-05,2013,Lisa Arvidsson,M,2013,,Y,0,2014,1,Y
54V60709,24,2014-10-28,2014,Lisa Arvidsson,M,2013,,Y,1,2014,1,Y
54V60714,24,2013-11-19,2013,Lisa Arvidsson,M,2013,,Y,0,2015,2,Y
54V60720,13,2014-10-24,2014,Lisa Arvidsson,F,2014,,Y,0,,,Y
54V60724,14,2015-01-17,2015,Lisa Arvidsson,M,2014,,Y,1,2017,3,N
54V60724,12,2015-11-05,2015,Lisa Arvidsson,M,2014,,Y,1,2017,3,N
54V60724,23,2017-02-15,2017,Cecilia Baldoni,M,2014,,Y,3,2017,3,N
54V60727,26,2014-12-11,2014,Lisa Arvidsson,M,2014,,Y,0,,,Y
54V60731,5,2015-01-09,2015,Lisa Arvidsson,F,2014,,Y,1,,,Y
54V60733,19,2015-01-09,2015,Lisa Arvidsson,M,2014,,Y,1,2015,1,Y
54V60733,20,2015-11-06,2015,Lisa Arvidsson,M,2014,,Y,1,2015,1,Y
54V60734,10,2015-01-09,2015,Lisa Arvidsson,M,2014,,Y,1,,,Y
54V60756,25,2017-02-10,2017,Cecilia Baldoni,F,2014,,Y,3,2018,4,N
54V60758,32,2014-12-10,2014,Lisa Arvidsson,M,2014,,Y,0,2015,1,Y
54V60758,30,2015-11-06,2015,Lisa Arvidsson,M,2014,,Y,1,2015,1,Y
54V60761,15,2014-12-18,2014,Lisa Arvidsson,M,2014,,Y,0,2016,2,Y
54V60761,36,2015-11-17,2015,Lisa Arvidsson,M,2014,,Y,1,2016,2,Y
54V60761,39,2017-01-31,2017,Cecilia Baldoni,M,2014,,Y,3,2016,2,Y
54V60761,44,2017-02-21,2017,Cecilia Baldoni,M,2014,,Y,3,2016,2,Y
54V60800,22,2017-02-08,2017,Cecilia Baldoni,M,2015,,Y,2,2016,1,Y
54V60816,34,2013-11-26,2013,Lisa Arvidsson,F,2012,,Y,1,2014,2,Y
54V60816,39,2014-10-27,2014,Lisa Arvidsson,F,2012,,Y,2,2014,2,Y
54V60873,17,2012-10-31,2012,Lisa Arvidsson,F,2012,,Y,0,2013,1,Y
54V60878,15,2013-10-25,2013,Lisa Arvidsson,F,2012,,Y,1,2014,2,Y
54V60881,6,2012-11-27,2012,Lisa Arvidsson,F,2012,,Y,0,,,Y
54V60882,18,2012-11-27,2012,Lisa Arvidsson,F,2012,,Y,0,,,Y
54V60884,31,2012-11-27,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
54V60904,33,2015-01-17,2015,Lisa Arvidsson,F,2013,,Y,2,2014,1,Y
54V60916,12,2013-11-19,2013,Lisa Arvidsson,M,2013,,Y,0,2014,1,Y
55V71080,15,2014-10-21,2014,Lisa Arvidsson,M,2013,,Y,1,2014,1,Y
55V71083,1,2014-10-24,2014,Lisa Arvidsson,F,2013,,Y,1,2014,1,Y
55V71092,23,2014-11-10,2014,Lisa Arvidsson,F,2013,,Y,1,2016,3,Y
55V71099,16,2017-01-25,2017,Cecilia Baldoni,M,2014,,Y,3,2017,3,N
55V71099,33,2017-03-01,2017,Cecilia Baldoni,M,2014,,Y,3,2017,3,N
55V71247,6,2013-11-07,2013,Lisa Arvidsson,F,2013,,Y,0,,,Y
55V71248,22,2013-11-07,2013,Lisa Arvidsson,M,2013,,Y,0,,,Y
55V71249,3,2014-11-10,2014,Lisa Arvidsson,F,2013,,Y,1,2015,2,Y
55V71250,18,2013-11-14,2013,Lisa Arvidsson,F,2013,,Y,0,2016,3,Y
55V71250,15,2014-01-15,2014,Lisa Arvidsson,F,2013,,Y,1,2016,3,Y
55V71250,16,2017-01-19,2017,Cecilia Baldoni,F,2013,,Y,4,2016,3,Y
55V71272,24,2014-10-24,2014,Lisa Arvidsson,F,2013,,Y,1,2014,1,Y
55V71273,9,2014-10-21,2014,Lisa Arvidsson,M,2013,,Y,1,2014,1,Y
55V71274,7,2014-10-21,2014,Lisa Arvidsson,M,2013,,Y,1,2016,3,Y
55V71276,37,2017-02-15,2017,Cecilia Baldoni,F,2013,,Y,4,2017,4,N
55V71278,27,2015-11-05,2015,Lisa Arvidsson,M,2013,,Y,2,2015,2,Y
55V71412,20,2012-11-27,2012,Lisa Arvidsson,F,2012,,Y,0,,,Y
55V71445,22,2013-11-07,2013,Lisa Arvidsson,F,2012,,Y,1,2018,6,N
55V71445,23,2014-01-15,2014,Lisa Arvidsson,F,2012,,Y,2,2018,6,N
55V71458,1,2013-11-07,2013,Lisa Arvidsson,F,2012,,Y,1,2014,2,Y
55V71459,12,2013-11-14,2013,Lisa Arvidsson,M,2012,,Y,1,2014,2,Y
55V71459,18,2014-01-15,2014,Lisa Arvidsson,M,2012,,Y,2,2014,2,Y
55V71474,16,2013-10-25,2013,Lisa Arvidsson,M,2012,,Y,1,2013,1,Y
55V72009,11,2013-11-05,2013,Lisa Arvidsson,M,2012,,Y,1,2013,1,Y
55V72020,11,2012-11-06,2012,Lisa Arvidsson,F,2012,,Y,0,2014,2,Y
55V72020,31,2013-11-22,2013,Lisa Arvidsson,F,2012,,Y,1,2014,2,Y
55V72020,25,2014-10-21,2014,Lisa Arvidsson,F,2012,,Y,2,2014,2,Y
55V72031,24,2013-11-14,2013,Lisa Arvidsson,M,2012,,Y,1,2015,3,Y
55V72031,35,2014-01-15,2014,Lisa Arvidsson,M,2012,,Y,2,2015,3,Y
55V72031,33,2014-11-10,2014,Lisa Arvidsson,M,2012,,Y,2,2015,3,Y
55V72046,9,2012-11-06,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
55V72052,25,2014-10-21,2014,Lisa Arvidsson,M,2012,,Y,2,2014,2,Y
55V72079,1,2012-10-10,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
55V72100,4,2012-11-05,2012,Lisa Arvidsson,M,2011,,Y,1,2014,3,Y
55V72100,9,2013-11-19,2013,Lisa Arvidsson,M,2011,,Y,2,2014,3,Y
55V72109,5,2012-11-03,2012,Lisa Arvidsson,M,2012,,Y,0,2013,1,Y
55V72126,17,2012-10-30,2012,Lisa Arvidsson,F,2012,,Y,0,,,Y
55V72145,23,2012-11-02,2012,Lisa Arvidsson,F,2012,,Y,0,,,Y
55V72163,17,2014-12-16,2014,Lisa Arvidsson,F,2012,,Y,2,2014,2,Y
55V72197,5,2013-11-19,2013,Lisa Arvidsson,M,2012,,Y,1,2013,1,Y
55V72384,20,2012-11-08,2012,Lisa Arvidsson,F,2012,,Y,0,,,Y
55V72404,16,2013-11-14,2013,Lisa Arvidsson,F,2012,,Y,1,2017,5,N
55V72404,14,2017-01-24,2017,Cecilia Baldoni,F,2012,,Y,5,2017,5,N
55V72410,22,2013-11-26,2013,Lisa Arvidsson,M,2012,,Y,1,2014,2,Y
55V72415,16,2013-11-07,2013,Lisa Arvidsson,F,2012,,Y,1,2015,3,Y
55V72415,30,2014-11-10,2014,Lisa Arvidsson,F,2012,,Y,2,2015,3,Y
55V72420,25,2014-12-11,2014,Lisa Arvidsson,F,2012,,Y,2,2014,2,Y
55V72428,20,2013-11-19,2013,Lisa Arvidsson,M,2013,,Y,0,2014,1,Y
55V72428,28,2014-10-24,2014,Lisa Arvidsson,M,2013,,Y,1,2014,1,Y
55V72447,15,2014-12-18,2014,Lisa Arvidsson,M,2012,,Y,2,2013,1,Y
55V72464,9,2014-11-10,2014,Lisa Arvidsson,M,2013,,Y,1,2018,5,N
55V72464,29,2015-11-04,2015,Lisa Arvidsson,M,2013,,Y,2,2018,5,N
55V72464,45,2017-01-19,2017,Cecilia Baldoni,M,2013,,Y,4,2018,5,N
55V72464,46,2017-03-01,2017,Cecilia Baldoni,M,2013,,Y,4,2018,5,N
55V72470,19,2014-12-11,2014,Lisa Arvidsson,M,2013,,Y,1,2015,2,Y
55V72470,22,2015-11-04,2015,Lisa Arvidsson,M,2013,,Y,2,2015,2,Y
