Bird_ID,Exploration_Score,Exploration_Date,Exploration_Year,data_collector,sex,Year_of_Birth,Year_of_Birth_Code,exact_age,age,last_year_ON,last_age_ON,dead
55V72475,21,2014-11-10,2014,Lisa Arvidsson,F,2013,,Y,1,2017,4,N
55V72475,16,2015-11-04,2015,Lisa Arvidsson,F,2013,,Y,2,2017,4,N
55V72475,14,2017-01-19,2017,Cecilia Baldoni,F,2013,,Y,4,2017,4,N
55V72477,17,2014-10-28,2014,Lisa Arvidsson,F,2013,,Y,1,2015,2,Y
55V72505,38,2014-12-18,2014,Lisa Arvidsson,F,2013,,Y,1,2014,1,Y
55V72517,17,2013-11-14,2013,Lisa Arvidsson,M,2013,,Y,0,2016,3,Y
55V72517,24,2014-01-15,2014,Lisa Arvidsson,M,2013,,Y,1,2016,3,Y
55V72536,25,2014-10-28,2014,Lisa Arvidsson,F,2013,,Y,1,2016,3,Y
55V72536,22,2015-11-17,2015,Lisa Arvidsson,F,2013,,Y,2,2016,3,Y
55V72536,21,2017-01-26,2017,Cecilia Baldoni,F,2013,,Y,4,2016,3,Y
55V72569,14,2013-11-14,2013,Lisa Arvidsson,F,2013,,Y,0,2017,4,N
55V72569,14,2014-11-10,2014,Lisa Arvidsson,F,2013,,Y,1,2017,4,N
55V72569,20,2017-01-19,2017,Cecilia Baldoni,F,2013,,Y,4,2017,4,N
55V72593,18,2014-10-28,2014,Lisa Arvidsson,M,2013,,Y,1,2017,4,N
55V72593,21,2017-01-31,2017,Cecilia Baldoni,M,2013,,Y,4,2017,4,N
55V72593,26,2017-02-21,2017,Cecilia Baldoni,M,2013,,Y,4,2017,4,N
55V72597,15,2014-10-28,2014,Lisa Arvidsson,M,2013,,Y,1,2016,3,Y
55V72597,28,2015-11-17,2015,Lisa Arvidsson,M,2013,,Y,2,2016,3,Y
55V72597,36,2017-01-31,2017,Cecilia Baldoni,M,2013,,Y,4,2016,3,Y
55V72615,12,2012-10-30,2012,Lisa Arvidsson,F,2012,,Y,0,,,Y
55V72648,11,2012-11-06,2012,Lisa Arvidsson,M,2012,,Y,0,2013,1,Y
55V72650,12,2013-11-19,2013,Lisa Arvidsson,F,2011,,Y,2,2014,3,Y
55V72660,46,2013-11-20,2013,Lisa Arvidsson,M,2012,,Y,1,,,Y
55V72778,32,2012-11-02,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
55V72780,12,2012-11-03,2012,Lisa Arvidsson,M,2012,,Y,0,2013,1,Y
55V72781,15,2012-11-03,2012,Lisa Arvidsson,F,2012,,Y,0,,,Y
55V72782,26,2012-11-03,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
55V72783,10,2012-11-03,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
55V72792,18,2012-11-27,2012,Lisa Arvidsson,M,2012,,Y,0,,,Y
55V72793,24,2012-11-27,2012,Lisa Arvidsson,F,2012,,Y,0,,,Y
55V72796,6,2014-10-28,2014,Lisa Arvidsson,F,2012,,Y,2,2015,3,Y
55V72812,34,2014-11-10,2014,Lisa Arvidsson,M,2012,,Y,2,2015,3,Y
55V72812,39,2014-12-11,2014,Lisa Arvidsson,M,2012,,Y,2,2015,3,Y
55V72822,27,2013-11-14,2013,Lisa Arvidsson,F,2012,,Y,1,2015,3,Y
55V72824,19,2013-11-19,2013,Lisa Arvidsson,M,2011,+,N,3,2013,3,Y
55V72825,22,2014-11-06,2014,Lisa Arvidsson,F,2012,,Y,2,2014,2,Y
55V72829,19,2014-10-21,2014,Lisa Arvidsson,M,2012,,Y,2,2015,3,Y
55V72831,9,2013-11-22,2013,Lisa Arvidsson,M,2013,,Y,0,2015,2,Y
55V72832,8,2013-11-19,2013,Lisa Arvidsson,F,2013,,Y,0,2015,2,Y
55V72832,9,2014-10-21,2014,Lisa Arvidsson,F,2013,,Y,1,2015,2,Y
55V72839,14,2014-12-16,2014,Lisa Arvidsson,F,2013,,Y,1,2015,2,Y
55V72839,30,2015-11-05,2015,Lisa Arvidsson,F,2013,,Y,2,2015,2,Y
55V72917,21,2017-02-02,2017,Cecilia Baldoni,M,2013,,Y,4,2016,3,Y
55V72937,4,2013-10-25,2013,Lisa Arvidsson,F,2012,,Y,1,2014,2,Y
55V72942,39,2014-11-06,2014,Lisa Arvidsson,F,2013,,Y,1,,,Y
55V72942,40,2015-11-05,2015,Lisa Arvidsson,F,2013,,Y,2,,,Y
55V72942,46,2017-02-14,2017,Cecilia Baldoni,F,2013,,Y,4,,,Y
55V72945,23,2013-10-25,2013,Lisa Arvidsson,M,2013,,Y,0,2014,1,Y
55V72952,21,2014-11-06,2014,Lisa Arvidsson,F,2013,,Y,1,2014,1,Y
55V72986,18,2014-11-06,2014,Lisa Arvidsson,F,2013,,Y,1,2015,2,Y
55V73643,17,2017-02-02,2017,Cecilia Baldoni,F,2014,,Y,3,2018,4,N
55V73646,18,2014-12-11,2014,Lisa Arvidsson,F,2014,,Y,0,2018,4,N
55V73669,2,2017-01-19,2017,Cecilia Baldoni,M,2014,,Y,3,2018,4,N
55V73669,25,2017-03-01,2017,Cecilia Baldoni,M,2014,,Y,3,2018,4,N
55V73670,14,2017-01-19,2017,Cecilia Baldoni,M,2014,,Y,3,2017,3,N
55V73670,26,2017-03-01,2017,Cecilia Baldoni,M,2014,,Y,3,2017,3,N
55V73685,6,2017-01-31,2017,Cecilia Baldoni,M,2015,,Y,2,,,Y
55V74220,30,2014-12-16,2014,Lisa Arvidsson,M,2013,,Y,1,2015,2,Y
55V74232,2,2015-01-17,2015,Lisa Arvidsson,M,2014,,Y,1,2015,1,Y
55V74235,7,2017-02-15,2017,Cecilia Baldoni,F,2014,,Y,3,2017,3,N
55V74238,2,2017-02-14,2017,Cecilia Baldoni,F,2013,,Y,4,2017,4,N
55V74264,14,2014-12-16,2014,Lisa Arvidsson,F,2013,,Y,1,2015,2,Y
55V74288,3,2014-10-28,2014,Lisa Arvidsson,F,2014,,Y,0,2016,2,Y
55V74288,20,2015-11-17,2015,Lisa Arvidsson,F,2014,,Y,1,2016,2,Y
56V88001,14,2014-11-06,2014,Lisa Arvidsson,M,2013,,Y,1,2014,1,Y
56V88076,5,2014-11-06,2014,Lisa Arvidsson,M,2013,,Y,1,2018,5,N
56V88076,11,2017-02-14,2017,Cecilia Baldoni,M,2013,,Y,4,2018,5,N
56V88080,1,2017-02-08,2017,Cecilia Baldoni,F,2013,,Y,4,2017,4,N
56V88122,6,2014-10-21,2014,Lisa Arvidsson,M,2013,,Y,1,2015,2,Y
56V88122,24,2015-11-06,2015,Lisa Arvidsson,M,2013,,Y,2,2015,2,Y
56V88124,6,2015-01-09,2015,Lisa Arvidsson,F,2013,,Y,2,2015,2,Y
56V88159,26,2015-01-17,2015,Lisa Arvidsson,M,2013,,Y,2,2015,2,Y
56V88186,20,2013-11-14,2013,Lisa Arvidsson,M,2013,,Y,0,2015,2,Y
56V88186,18,2014-01-15,2014,Lisa Arvidsson,M,2013,,Y,1,2015,2,Y
56V88186,11,2014-11-10,2014,Lisa Arvidsson,M,2013,,Y,1,2015,2,Y
56V88203,5,2017-01-19,2017,Cecilia Baldoni,M,2013,,Y,4,2017,4,N
56V88272,17,2013-11-22,2013,Lisa Arvidsson,M,2013,,Y,0,,,Y
56V88375,15,2013-11-14,2013,Lisa Arvidsson,M,2013,,Y,0,2015,2,Y
56V88404,4,2014-10-28,2014,Lisa Arvidsson,F,2013,,Y,1,2016,3,Y
56V88404,30,2017-01-26,2017,Cecilia Baldoni,F,2013,,Y,4,2016,3,Y
56V88477,19,2015-01-17,2015,Lisa Arvidsson,M,2014,,Y,1,,,Y
56V88495,3,2017-02-02,2017,Cecilia Baldoni,F,2016,,Y,1,2018,2,N
56V88643,19,2014-01-18,2014,Lisa Arvidsson,,2013,,Y,1,,,Y
56V89475,33,2017-01-19,2017,Cecilia Baldoni,M,2015,,Y,2,2016,1,Y
56V89670,9,2017-02-07,2017,Cecilia Baldoni,F,2014,,Y,3,2017,3,N
56V89683,14,2017-02-02,2017,Cecilia Baldoni,M,2015,,Y,2,2017,2,N
56V89902,37,2017-02-14,2017,Cecilia Baldoni,F,2015,,Y,2,2016,1,Y
56V89954,21,2017-02-15,2017,Cecilia Baldoni,F,2015,,Y,2,2017,2,N
56V89956,24,2017-02-07,2017,Cecilia Baldoni,M,2015,,Y,2,2017,2,N
56V89960,18,2017-01-26,2017,Cecilia Baldoni,M,2015,,Y,2,2018,3,N
56V89969,1,2017-01-24,2017,Cecilia Baldoni,F,2015,,Y,2,2017,2,N
56V89969,1,2017-02-16,2017,Cecilia Baldoni,F,2015,,Y,2,2017,2,N
56V89971,22,2017-02-07,2017,Cecilia Baldoni,M,2015,,Y,2,2017,2,N
56V89977,6,2017-02-08,2017,Cecilia Baldoni,M,2015,,Y,2,2017,2,N
56V90144,8,2013-10-25,2013,Lisa Arvidsson,M,2013,,Y,0,,,Y
56V90147,7,2013-11-05,2013,Lisa Arvidsson,M,2013,,Y,0,2014,1,Y
56V90147,16,2014-01-18,2014,Lisa Arvidsson,M,2013,,Y,1,2014,1,Y
56V90148,2,2013-11-05,2013,Lisa Arvidsson,F,2013,,Y,0,,,Y
56V90149,31,2013-11-07,2013,Lisa Arvidsson,M,2013,,Y,0,2014,1,Y
56V90149,30,2014-01-15,2014,Lisa Arvidsson,M,2013,,Y,1,2014,1,Y
56V90150,2,2013-11-07,2013,Lisa Arvidsson,M,2013,,Y,0,2014,1,Y
56V90153,24,2013-11-19,2013,Lisa Arvidsson,M,2012,,Y,1,,,Y
56V90153,26,2014-10-21,2014,Lisa Arvidsson,M,2012,,Y,2,,,Y
56V90154,2,2013-11-19,2013,Lisa Arvidsson,M,2013,,Y,0,2014,1,Y
56V90155,16,2013-11-19,2013,Lisa Arvidsson,F,2013,,Y,0,2014,1,Y
56V90156,18,2013-11-20,2013,Lisa Arvidsson,F,2013,,Y,0,,,Y
56V90157,18,2013-11-20,2013,Lisa Arvidsson,F,2012,+,N,2,,,Y
56V90159,17,2013-11-22,2013,Lisa Arvidsson,M,2013,,Y,0,2018,5,N
56V90159,29,2014-10-21,2014,Lisa Arvidsson,M,2013,,Y,1,2018,5,N
56V90159,33,2017-02-07,2017,Cecilia Baldoni,M,2013,,Y,4,2018,5,N
56V90160,8,2013-11-22,2013,Lisa Arvidsson,F,2013,,Y,0,2015,2,Y
56V90161,3,2013-11-22,2013,Lisa Arvidsson,F,2013,,Y,0,2014,1,Y
56V90162,15,2013-11-22,2013,Lisa Arvidsson,F,2013,,Y,0,2015,2,Y
56V90162,19,2014-10-21,2014,Lisa Arvidsson,F,2013,,Y,1,2015,2,Y
56V90180,1,2014-11-06,2014,Lisa Arvidsson,F,2013,,Y,1,2014,1,Y
56V90183,13,2014-10-21,2014,Lisa Arvidsson,F,2013,,Y,1,2015,2,Y
56V90191,13,2014-11-10,2014,Lisa Arvidsson,F,2013,,Y,1,,,Y
56V90199,1,2014-10-24,2014,Lisa Arvidsson,F,2013,,Y,1,2014,1,Y
56V90201,15,2017-02-10,2017,Cecilia Baldoni,F,2013,,Y,4,2016,3,Y
56V90255,9,2014-12-11,2014,Lisa Arvidsson,M,2014,,Y,0,,,Y
56V90266,1,2014-11-10,2014,Lisa Arvidsson,M,2014,,Y,0,,,Y
56V90295,14,2014-12-11,2014,Lisa Arvidsson,M,2014,,Y,0,,,Y
56V90397,13,2017-02-28,2017,Cecilia Baldoni,F,2013,,Y,4,2017,4,N
56V90398,24,2014-10-24,2014,Lisa Arvidsson,M,2013,,Y,1,2015,2,Y
57V18190,19,2014-10-24,2014,Lisa Arvidsson,M,2014,,Y,0,,,Y
57V77020,30,2014-11-10,2014,Lisa Arvidsson,M,2014,,Y,0,2017,3,N
57V77020,22,2015-11-04,2015,Lisa Arvidsson,M,2014,,Y,1,2017,3,N
57V77020,34,2017-01-19,2017,Cecilia Baldoni,M,2014,,Y,3,2017,3,N
57V77020,36,2017-02-16,2017,Cecilia Baldoni,M,2014,,Y,3,2017,3,N
57V77020,35,2017-03-01,2017,Cecilia Baldoni,M,2014,,Y,3,2017,3,N
57V77028,22,2014-10-28,2014,Lisa Arvidsson,F,2013,,Y,1,2014,1,Y
57V77046,23,2014-10-28,2014,Lisa Arvidsson,F,2014,,Y,0,,,Y
57V77057,17,2017-01-24,2017,Cecilia Baldoni,F,2013,,Y,4,2016,3,Y
57V77061,15,2014-12-18,2014,Lisa Arvidsson,M,2014,,Y,0,,,Y
57V77105,19,2014-10-27,2014,Lisa Arvidsson,M,2013,,Y,1,2017,4,N
57V77105,31,2017-01-25,2017,Cecilia Baldoni,M,2013,,Y,4,2017,4,N
57V77107,31,2014-10-27,2014,Lisa Arvidsson,M,2013,,Y,1,2016,3,Y
57V77111,10,2014-10-28,2014,Lisa Arvidsson,M,2014,,Y,0,,,Y
57V77112,11,2017-02-21,2017,Cecilia Baldoni,M,2014,,Y,3,2015,1,Y
57V77127,24,2014-12-10,2014,Lisa Arvidsson,M,2014,,Y,0,2016,2,Y
57V77129,18,2015-01-09,2015,Lisa Arvidsson,M,2014,,Y,1,2016,2,Y
57V77133,5,2017-02-07,2017,Cecilia Baldoni,F,2014,,Y,3,2018,4,N
57V77175,9,2014-10-28,2014,Lisa Arvidsson,M,2013,,Y,1,2014,1,Y
57V77216,4,2014-12-16,2014,Lisa Arvidsson,M,2014,,Y,0,,,Y
57V77255,27,2015-01-17,2015,Lisa Arvidsson,F,2014,,Y,1,,,Y
57V77259,34,2014-12-11,2014,Lisa Arvidsson,M,2014,,Y,0,2015,1,Y
57V77328,13,2014-12-18,2014,Lisa Arvidsson,M,2014,,Y,0,2016,2,Y
57V77328,21,2015-11-17,2015,Lisa Arvidsson,M,2014,,Y,1,2016,2,Y
57V77333,35,2014-12-10,2014,Lisa Arvidsson,F,2014,,Y,0,2015,1,Y
57V77333,28,2015-11-06,2015,Lisa Arvidsson,F,2014,,Y,1,2015,1,Y
57V77337,9,2014-12-10,2014,Lisa Arvidsson,F,2014,,Y,0,,,Y
57V77341,12,2017-02-15,2017,Cecilia Baldoni,F,2014,,Y,3,2015,1,Y
57V77391,6,2017-02-21,2017,Cecilia Baldoni,F,2014,,Y,3,2017,3,N
57V77448,25,2014-12-18,2014,Lisa Arvidsson,M,2014,,Y,0,2018,4,N
57V77448,24,2017-01-31,2017,Cecilia Baldoni,M,2014,,Y,3,2018,4,N
57V77451,15,2014-12-18,2014,Lisa Arvidsson,F,2014,,Y,0,,,Y
57V77458,4,2015-01-17,2015,Lisa Arvidsson,M,2014,,Y,1,2015,1,Y
57V77459,25,2015-01-17,2015,Lisa Arvidsson,M,2014,,Y,1,2015,1,Y
57V77460,26,2014-12-16,2014,Lisa Arvidsson,M,2014,,Y,0,,,Y
57V77463,18,2017-01-25,2017,Cecilia Baldoni,F,2014,,Y,3,2016,2,Y
57V77468,7,2017-02-15,2017,Cecilia Baldoni,F,2014,,Y,3,2017,3,N
57V79037,16,2014-12-11,2014,Lisa Arvidsson,M,2014,,Y,0,,,Y
57V79038,25,2014-12-11,2014,Lisa Arvidsson,M,2014,,Y,0,,,Y
57V79071,42,2017-02-14,2017,Cecilia Baldoni,F,2015,,Y,2,2017,2,N
57V79096,4,2017-01-25,2017,Cecilia Baldoni,F,2016,,Y,1,2018,2,N
57V79096,15,2017-03-01,2017,Cecilia Baldoni,F,2016,,Y,1,2018,2,N
57V79097,23,2017-01-25,2017,Cecilia Baldoni,F,2016,,Y,1,,,Y
57V79098,72,2017-01-25,2017,Cecilia Baldoni,M,2016,,Y,1,2017,1,N
57V79099,32,2017-01-25,2017,Cecilia Baldoni,F,2015,+,N,3,,,Y
57V79100,23,2017-01-25,2017,Cecilia Baldoni,F,2015,+,N,3,2018,4,N
57V79152,29,2015-01-09,2015,Lisa Arvidsson,M,2014,,Y,1,2015,1,Y
57V79156,2,2014-12-10,2014,Lisa Arvidsson,M,2014,,Y,0,2015,1,Y
57V79156,20,2015-11-06,2015,Lisa Arvidsson,M,2014,,Y,1,2015,1,Y
57V79168,6,2015-01-17,2015,Lisa Arvidsson,M,2014,,Y,1,,,Y
57V79213,22,2014-11-06,2014,Lisa Arvidsson,F,2014,,Y,0,2015,1,Y
57V79235,29,2017-02-10,2017,Cecilia Baldoni,F,2013,,Y,4,2017,4,N
57V79245,21,2015-01-09,2015,Lisa Arvidsson,F,2014,,Y,1,2015,1,Y
57V79269,20,2017-02-08,2017,Cecilia Baldoni,F,2014,,Y,3,2017,3,N
57V79276,26,2015-01-09,2015,Lisa Arvidsson,F,2014,,Y,1,,,Y
57V79278,16,2015-01-09,2015,Lisa Arvidsson,F,2014,,Y,1,2015,1,Y
57V79316,20,2015-01-09,2015,Lisa Arvidsson,M,2014,,Y,1,2015,1,Y
57V79328,5,2015-01-17,2015,Lisa Arvidsson,F,2014,,Y,1,2016,2,Y
57V79328,7,2015-11-05,2015,Lisa Arvidsson,F,2014,,Y,1,2016,2,Y
57V79336,13,2014-12-10,2014,Lisa Arvidsson,F,2014,,Y,0,,,Y
57V79347,20,2017-02-07,2017,Cecilia Baldoni,F,2014,,Y,3,2017,3,N
57V79349,13,2014-10-21,2014,Lisa Arvidsson,F,2014,,Y,0,2018,4,N
57V79379,17,2014-11-06,2014,Lisa Arvidsson,M,2014,,Y,0,2015,1,Y
57V79379,32,2015-11-05,2015,Lisa Arvidsson,M,2014,,Y,1,2015,1,Y
57V79400,28,2015-01-09,2015,Lisa Arvidsson,F,2014,,Y,1,2016,2,Y
57V79493,2,2014-11-06,2014,Lisa Arvidsson,M,2014,,Y,0,2015,1,Y
57V79493,14,2015-01-17,2015,Lisa Arvidsson,M,2014,,Y,1,2015,1,Y
57V79625,13,2015-01-09,2015,Lisa Arvidsson,F,2014,,Y,1,,,Y
57V79667,24,2017-01-31,2017,Cecilia Baldoni,M,2014,,Y,3,2017,3,N
57V79667,44,2017-02-21,2017,Cecilia Baldoni,M,2014,,Y,3,2017,3,N
57V79710,26,2014-12-16,2014,Lisa Arvidsson,M,2014,,Y,0,2015,1,Y
57V79712,18,2014-12-16,2014,Lisa Arvidsson,M,2014,,Y,0,,,Y
57V79752,21,2014-11-10,2014,Lisa Arvidsson,M,2014,,Y,0,2015,1,Y
57V79757,2,2014-11-06,2014,Lisa Arvidsson,M,2014,,Y,0,2017,3,N
57V79757,17,2017-02-28,2017,Cecilia Baldoni,M,2014,,Y,3,2017,3,N
57V79834,27,2014-12-10,2014,Lisa Arvidsson,M,2014,,Y,0,2015,1,Y
57V79837,17,2014-12-10,2014,Lisa Arvidsson,M,2014,,Y,0,2015,1,Y
57V79838,19,2014-12-10,2014,Lisa Arvidsson,F,2014,,Y,0,,,Y
57V79851,23,2014-12-10,2014,Lisa Arvidsson,M,2014,,Y,0,2016,2,Y
57V79851,27,2015-11-06,2015,Lisa Arvidsson,M,2014,,Y,1,2016,2,Y
57V79851,26,2017-02-02,2017,Cecilia Baldoni,M,2014,,Y,3,2016,2,Y
57V79852,25,2014-12-10,2014,Lisa Arvidsson,M,2014,,Y,0,2016,2,Y
57V79855,24,2015-01-09,2015,Lisa Arvidsson,M,2014,,Y,1,2017,3,N
57V79855,31,2017-02-02,2017,Cecilia Baldoni,M,2014,,Y,3,2017,3,N
57V79881,31,2017-02-08,2017,Cecilia Baldoni,M,2014,,Y,3,2018,4,N
58V12177,20,2017-02-14,2017,Cecilia Baldoni,F,2015,,Y,2,2018,3,N
58V87034,15,2017-01-24,2017,Cecilia Baldoni,F,2015,,Y,2,2016,1,Y
58V87034,21,2017-02-16,2017,Cecilia Baldoni,F,2015,,Y,2,2016,1,Y
58V87084,32,2017-01-25,2017,Cecilia Baldoni,F,2015,,Y,2,2018,3,N
58V87084,22,2017-03-01,2017,Cecilia Baldoni,F,2015,,Y,2,2018,3,N
58V87087,18,2017-02-08,2017,Cecilia Baldoni,M,2015,,Y,2,2017,2,N
58V87100,38,2017-01-24,2017,Cecilia Baldoni,M,2015,,Y,2,2017,2,N
58V87100,24,2017-03-01,2017,Cecilia Baldoni,M,2015,,Y,2,2017,2,N
58V87174,21,2017-02-08,2017,Cecilia Baldoni,F,2016,,Y,1,2018,2,N
58V87175,39,2017-02-15,2017,Cecilia Baldoni,F,2016,,Y,1,,,Y
58V87176,15,2017-02-15,2017,Cecilia Baldoni,M,2016,,Y,1,,,Y
58V87177,27,2017-02-15,2017,Cecilia Baldoni,M,2016,,Y,1,2017,1,N
58V87178,8,2017-02-15,2017,Cecilia Baldoni,M,2016,,Y,1,,,Y
58V87179,27,2017-02-15,2017,Cecilia Baldoni,M,2016,,Y,1,2017,1,N
58V87180,16,2017-02-28,2017,Cecilia Baldoni,F,2015,+,N,3,2017,3,N
58V87181,20,2017-02-28,2017,Cecilia Baldoni,M,2016,,Y,1,2018,2,N
58V87182,19,2017-02-28,2017,Cecilia Baldoni,M,2016,,Y,1,2018,2,N
58V88001,21,2017-02-16,2017,Cecilia Baldoni,F,2014,,Y,3,2017,3,N
58V88040,15,2017-01-26,2017,Cecilia Baldoni,F,2014,,Y,3,2017,3,N
58V88131,5,2017-01-24,2017,Cecilia Baldoni,F,2015,,Y,2,2018,3,N
58V88134,9,2017-01-24,2017,Cecilia Baldoni,F,2015,,Y,2,2018,3,N
58V88134,12,2017-03-01,2017,Cecilia Baldoni,F,2015,,Y,2,2018,3,N
58V88152,25,2017-01-19,2017,Cecilia Baldoni,M,2015,,Y,2,2016,1,Y
58V88152,38,2017-03-01,2017,Cecilia Baldoni,M,2015,,Y,2,2016,1,Y
58V88164,20,2017-01-26,2017,Cecilia Baldoni,F,2014,,Y,3,2017,3,N
58V88208,12,2017-01-26,2017,Cecilia Baldoni,F,2015,,Y,2,2017,2,N
58V88481,7,2017-01-19,2017,Cecilia Baldoni,F,2015,,Y,2,2018,3,N
58V88481,32,2017-03-01,2017,Cecilia Baldoni,F,2015,,Y,2,2018,3,N
58V88534,19,2017-01-31,2017,Cecilia Baldoni,M,2015,,Y,2,2018,3,N
58V88544,19,2017-02-14,2017,Cecilia Baldoni,F,2015,,Y,2,2016,1,Y
58V88588,11,2017-01-24,2017,Cecilia Baldoni,M,2015,,Y,2,,,Y
58V88685,1,2017-01-31,2017,Cecilia Baldoni,F,2015,,Y,2,2017,2,N
58V88685,3,2017-02-21,2017,Cecilia Baldoni,F,2015,,Y,2,2017,2,N
58V88821,6,2017-01-26,2017,Cecilia Baldoni,M,2015,,Y,2,2018,3,N
58V88826,33,2017-02-14,2017,Cecilia Baldoni,M,2015,,Y,2,2017,2,N
58V88828,18,2017-01-19,2017,Cecilia Baldoni,F,2015,,Y,2,2017,2,N
58V88828,42,2017-03-01,2017,Cecilia Baldoni,F,2015,,Y,2,2017,2,N
58V88902,7,2017-02-15,2017,Cecilia Baldoni,M,2015,,Y,2,2018,3,N
58V88925,38,2017-01-25,2017,Cecilia Baldoni,F,2015,,Y,2,2018,3,N
58V88925,28,2017-03-01,2017,Cecilia Baldoni,F,2015,,Y,2,2018,3,N
58V88956,6,2017-01-24,2017,Cecilia Baldoni,M,2015,,Y,2,2018,3,N
58V89000,24,2017-02-08,2017,Cecilia Baldoni,M,2015,,Y,2,2018,3,N
58V89608,27,2017-02-16,2017,Cecilia Baldoni,M,2016,,Y,1,2017,1,N
58V89709,19,2017-01-19,2017,Cecilia Baldoni,M,2016,,Y,1,2017,1,N
58V89722,2,2017-01-24,2017,Cecilia Baldoni,M,2016,,Y,1,,,Y
58V89722,4,2017-02-16,2017,Cecilia Baldoni,M,2016,,Y,1,,,Y
58V89722,16,2017-03-01,2017,Cecilia Baldoni,M,2016,,Y,1,,,Y
58V89729,27,2017-01-24,2017,Cecilia Baldoni,M,2016,,Y,1,,,Y
58V89729,29,2017-02-16,2017,Cecilia Baldoni,M,2016,,Y,1,,,Y
58V89995,1,2017-02-14,2017,Cecilia Baldoni,M,2015,,Y,2,2018,3,N
58V89996,30,2017-02-14,2017,Cecilia Baldoni,F,2015,,Y,2,2017,2,N
58V89998,10,2017-02-15,2017,Cecilia Baldoni,F,2015,,Y,2,2016,1,Y
58V91104,17,2017-01-24,2017,Cecilia Baldoni,F,2014,,Y,3,2018,4,N
58V91298,21,2017-02-14,2017,Cecilia Baldoni,F,2015,,Y,2,2016,1,Y
59V65017,19,2017-02-14,2017,Cecilia Baldoni,F,2016,,Y,1,2017,1,N
59V65042,23,2017-02-08,2017,Cecilia Baldoni,M,2016,,Y,1,2018,2,N
59V65046,9,2017-01-31,2017,Cecilia Baldoni,M,2016,,Y,1,2018,2,N
59V65046,6,2017-02-21,2017,Cecilia Baldoni,M,2016,,Y,1,2018,2,N
59V65088,19,2017-02-07,2017,Cecilia Baldoni,F,2016,,Y,1,2017,1,N
59V65187,17,2017-02-07,2017,Cecilia Baldoni,M,2016,,Y,1,2017,1,N
59V65209,8,2017-02-07,2017,Cecilia Baldoni,F,2016,,Y,1,2017,1,N
59V65389,14,2017-01-31,2017,Cecilia Baldoni,M,2016,,Y,1,2017,1,N
59V65389,34,2017-02-21,2017,Cecilia Baldoni,M,2016,,Y,1,2017,1,N
59V65390,21,2017-01-31,2017,Cecilia Baldoni,F,2016,,Y,1,2018,2,N
59V65390,17,2017-02-21,2017,Cecilia Baldoni,F,2016,,Y,1,2018,2,N
59V65391,22,2017-01-31,2017,Cecilia Baldoni,F,2015,+,N,3,,,Y
59V65394,19,2017-02-08,2017,Cecilia Baldoni,F,2016,,Y,1,2018,2,N
59V65395,29,2017-02-08,2017,Cecilia Baldoni,F,2016,,Y,1,2018,2,N
59V65397,14,2017-02-08,2017,Cecilia Baldoni,M,2016,,Y,1,,,Y
59V65398,10,2017-02-08,2017,Cecilia Baldoni,F,2016,,Y,1,,,Y
59V65399,14,2017-02-08,2017,Cecilia Baldoni,M,2016,,Y,1,2018,2,N
59V65400,13,2017-02-08,2017,Cecilia Baldoni,M,2016,,Y,1,2017,1,N
59V66007,14,2017-01-24,2017,Cecilia Baldoni,F,2016,,Y,1,2017,1,N
59V66007,33,2017-03-01,2017,Cecilia Baldoni,F,2016,,Y,1,2017,1,N
59V66008,1,2017-01-24,2017,Cecilia Baldoni,F,2016,,Y,1,2018,2,N
59V66008,26,2017-02-16,2017,Cecilia Baldoni,F,2016,,Y,1,2018,2,N
59V66009,25,2017-01-26,2017,Cecilia Baldoni,M,2016,,Y,1,,,Y
59V66009,34,2017-02-21,2017,Cecilia Baldoni,M,2016,,Y,1,,,Y
59V66010,29,2017-01-26,2017,Cecilia Baldoni,M,2016,,Y,1,,,Y
59V66010,37,2017-02-21,2017,Cecilia Baldoni,M,2016,,Y,1,,,Y
59V66011,24,2017-01-26,2017,Cecilia Baldoni,F,2016,,Y,1,2018,2,N
59V66012,15,2017-01-26,2017,Cecilia Baldoni,M,2016,,Y,1,2018,2,N
59V66016,33,2017-02-02,2017,Cecilia Baldoni,F,2016,,Y,1,,,Y
59V66017,10,2017-02-02,2017,Cecilia Baldoni,F,2016,,Y,1,2017,1,N
59V66018,3,2017-02-02,2017,Cecilia Baldoni,M,2016,,Y,1,2018,2,N
59V66019,39,2017-02-02,2017,Cecilia Baldoni,M,2016,,Y,1,2018,2,N
59V66020,22,2017-02-02,2017,Cecilia Baldoni,M,2016,,Y,1,2017,1,N
59V66021,7,2017-02-02,2017,Cecilia Baldoni,M,2016,,Y,1,2018,2,N
59V66022,24,2017-02-02,2017,Cecilia Baldoni,F,2016,,Y,1,,,Y
59V66023,25,2017-02-07,2017,Cecilia Baldoni,F,2016,,Y,1,2017,1,N
59V66024,21,2017-02-07,2017,Cecilia Baldoni,F,2015,+,N,3,2018,4,N
59V66025,17,2017-02-07,2017,Cecilia Baldoni,M,2016,,Y,1,,,Y
59V66026,28,2017-02-07,2017,Cecilia Baldoni,M,2015,+,N,3,,,Y
