BirdID,sex,BIRTHYEAR,agefirstassayed,last year bred,longevity_max age recorded,Season_assayed,yearassayed,monthassayed,Sepday,adjuv,Numbs!,Obsno!,EB,seasondaybird,hopsandflights
TJ27901,M,2007,J,2010,3,4,2008,1,144,J,2,1,1.268,4144TJ27901,51
TJ27926,F,2007,J,notbred,1,4,2008,2,177,J,1,1,0.931,4177TJ27926,58
TJ27951,M,2007,J,2008,1,4,2008,2,177,J,2,1,0.012,4177TJ27951,2
TJ27953,F,2007,J,notbred,1,4,2007,12,109,J,1,1,0.909,4109TJ27953,46
TK25538,F,2006,J,2008,2,3,2007,3,189,J,2,1,0.564,3189TK25538,25
TK25538,F,2006,J,2008,2,4,2008,3,195,A,2,2,0.564,4195TK25538,77
TK25603,F,2006,J,2007,1,3,2007,1,127,J,3,1,0.863,3127TK25603,36
TK25603,F,2006,J,2007,1,3,2007,2,171,J,3,2,0.863,3171TK25603,49
TK25603,F,2006,J,2007,1,3,2007,3,187,J,3,3,0.863,3187TK25603,96
TK25612,F,2006,J,2007,1,3,2006,11,76,J,2,1,0.821,376TK25612,8
TK25612,F,2006,J,2007,1,3,2007,2,154,J,2,2,0.821,3154TK25612,72
TK25618,F,2006,J,notbred,1,3,2007,2,174,J,1,1,0.087,3174TK25618,11
TK25619,M,2006,A,2008,2,4,2008,2,158,A,2,1,0.477,4158TK25619,33
TK25619,M,2006,A,2008,2,4,2008,3,193,A,2,2,0.477,4193TK25619,29
TK25624,F,2006,J,2010,4,3,2007,2,154,J,4,1,0.975,3154TK25624,54
TK25624,F,2006,J,2010,4,3,2007,3,189,J,4,2,0.975,3189TK25624,67
TK25624,F,2006,J,2010,4,4,2008,3,193,A,4,3,0.975,4193TK25624,77
TK25648,F,2006,J,2007,1,3,2006,11,69,J,2,1,0.67,369TK25648,39
TK25648,F,2006,J,2007,1,4,2008,2,165,A,2,2,0.67,4165TK25648,86
TK25654,F,2006,J,2008,2,3,2007,2,158,J,1,1,0.461,3158TK25654,26
TK25658,M,2006,J,2008,2,3,2006,11,71,J,3,1,0.462,371TK25658,4
TK25658,M,2006,J,2008,2,4,2008,2,158,A,3,2,0.462,4158TK25658,123
TK25658,M,2006,J,2008,2,4,2008,3,195,A,3,3,0.462,4195TK25658,58
TK25667,M,2006,J,2007,1,3,2007,3,192,J,1,1,0.354,3192TK25667,18
TK25678,M,2006,J,notbred,1,3,2006,11,76,J,1,1,0.049,376TK25678,1
TK25682,M,2006,J,notbred,1,3,2006,11,69,J,1,1,0.51,369TK25682,19
TK25696,F,2006,J,notbred,1,3,2007,2,154,J,1,1,0.242,3154TK25696,7
TK25701,F,2006,J,2007,1,3,2006,11,76,J,1,1,0.983,376TK25701,27
TK25707,F,2006,J,2007,1,3,2007,3,187,J,1,1,0.945,3187TK25707,57
TK25709,M,2006,J,2008,2,3,2007,2,154,J,1,1,0.091,3154TK25709,6
TK25730,F,2006,J,notbred,1,3,2006,12,106,J,2,1,0.505,3106TK25730,42
TK25730,F,2006,J,notbred,1,3,2007,1,151,J,2,2,0.505,3151TK25730,71
TK25760,F,2006,J,2007,1,3,2006,11,76,J,2,1,-0.066,376TK25760,2
TK25760,F,2006,J,2007,1,3,2007,3,187,J,2,2,-0.066,3187TK25760,9
TK25761,M,2006,J,2007,1,3,2006,11,64,J,2,1,0.717,364TK25761,1
TK25761,M,2006,J,2007,1,3,2007,3,191,J,2,2,0.717,3191TK25761,95
TK25763,M,2006,J,2007,1,3,2006,11,76,J,2,1,0.967,376TK25763,13
TK25763,M,2006,J,2007,1,3,2007,3,191,J,2,2,0.967,3191TK25763,86
TK25782,M,2006,A,2008,2,4,2008,2,158,A,1,1,0.395,4158TK25782,16
TK25787,M,2006,J,2007,1,3,2007,2,154,J,1,1,1.32,3154TK25787,97
TK25789,M,2006,J,notbred,1,3,2007,1,138,J,2,1,0.719,3138TK25789,51
TK25789,M,2006,J,notbred,1,3,2007,3,189,J,2,2,0.719,3189TK25789,102
TK25848,F,2006,J,2008,2,3,2007,1,127,J,3,1,0.35,3127TK25848,4
TK25848,F,2006,J,2008,2,3,2007,3,187,J,3,2,0.35,3187TK25848,34
TK25848,F,2006,J,2008,2,4,2008,2,167,A,3,3,0.35,4167TK25848,119
TK25851,F,2006,J,2007,1,3,2007,2,177,J,1,1,1.283,3177TK25851,95
TK25863,M,2006,J,2010,4,3,2007,3,190,J,2,1,1.249,3190TK25863,65
TK25864,M,2006,J,notbred,1,3,2006,12,110,J,2,1,1.185,3110TK25864,66
TK25864,M,2006,J,notbred,1,4,2007,12,96,A,2,2,1.185,496TK25864,75
TK25877,M,2006,J,2007,1,3,2007,3,190,J,1,1,0.212,3190TK25877,6
TK25880,F,2006,J,2008,2,3,2007,2,177,J,1,1,0.189,3177TK25880,6
TK25881,M,2006,J,2008,2,3,2006,11,83,J,1,1,0.601,383TK25881,11
TK25887,M,2006,J,notbred,1,3,2007,2,179,J,1,1,1.356,3179TK25887,70
TK25890,M,2006,J,2007,1,3,2006,12,106,J,2,1,0.977,3106TK25890,29
TK25890,M,2006,J,2007,1,3,2007,2,179,J,2,2,0.977,3179TK25890,49
TK25899,F,2006,A,2008,2,4,2008,2,172,A,1,1,0.073,4172TK25899,9
TK26033,F,2006,J,notbred,1,3,2007,2,179,J,1,1,1.324,3179TK26033,100
TK26038,M,2006,J,notbred,1,3,2006,12,97,J,1,1,0.184,397TK26038,4
TK26041,F,2006,J,2008,2,3,2007,1,152,J,1,1,0.551,3152TK26041,15
TK26058,M,2006,J,notbred,1,3,2006,11,85,J,2,1,1.521,385TK26058,154
TK26058,M,2006,J,notbred,1,3,2007,2,175,J,2,2,1.521,3175TK26058,162
TK26065,M,2006,J,2007,1,3,2006,11,85,J,1,1,0.299,385TK26065,8
TK26067,M,2006,J,2008,2,3,2006,11,85,J,1,1,0.915,385TK26067,29
TK26069,M,2006,J,notbred,1,3,2007,2,177,J,1,1,0.292,3177TK26069,35
TK26071,M,2006,J,2008,2,3,2007,2,169,J,1,1,0.085,3169TK26071,14
TK26078,F,2006,J,2010,4,3,2006,12,110,J,1,1,1.157,3110TK26078,64
TK26120,M,2006,J,2007,1,3,2006,12,94,J,1,1,0.594,394TK26120,17
TK26131,M,2006,J,2009,3,3,2006,11,64,J,1,1,0.311,364TK26131,12
TK26141,F,2006,J,2007,1,3,2006,12,97,J,1,1,0.314,397TK26141,8
TK26145,F,2006,J,2007,1,3,2007,3,189,J,1,1,0.811,3189TK26145,43
TK26158,M,2006,J,2007,1,3,2006,12,92,J,1,1,0.475,392TK26158,13
TK26169,M,2006,J,notbred,1,3,2007,2,166,J,3,1,0.138,3166TK26169,29
TK26169,M,2006,J,notbred,1,4,2007,12,109,A,3,2,0.138,4109TK26169,7
TK26169,M,2006,J,notbred,1,4,2008,2,173,A,3,3,0.138,4173TK26169,10
TK26191,M,2006,J,notbred,1,3,2007,2,177,J,1,1,1.197,3177TK26191,92
TK26210,F,2006,J,2007,1,3,2007,3,190,J,1,1,0.525,3190TK26210,16
TK26224,F,2006,A,2010,4,4,2008,1,146,A,1,1,1.438,4146TK26224,82
TK26227,F,2006,J,2007,1,3,2007,2,166,J,1,1,1.138,3166TK26227,49
TK26232,F,2006,J,notbred,1,3,2007,2,179,J,1,1,1.352,3179TK26232,71
TK26234,F,2006,J,2007,1,3,2006,11,85,J,1,1,1.544,385TK26234,122
TK26235,M,2006,J,2008,2,3,2006,12,92,J,1,1,0.006,392TK26235,1
TK26253,F,2006,J,notbred,1,3,2006,12,107,J,1,1,1.283,3107TK26253,89
TK26273,F,2006,J,notbred,1,3,2007,2,170,J,2,2,1.393,3170TK26273,96
TK26273,F,2006,J,notbred,1,3,2007,2,155,J,2,1,1.393,3155TK26273,84
TK26284,M,2006,J,notbred,1,3,2006,11,80,J,2,1,0.602,380TK26284,13
TK26284,M,2006,J,notbred,1,3,2006,12,110,J,2,2,0.602,3110TK26284,32
TK26287,F,2006,A,2008,2,4,2007,12,96,A,1,1,0.072,496TK26287,1
TK26302,F,2006,J,2007,1,3,2006,11,83,J,1,1,0.091,383TK26302,4
TK26310,F,2006,J,2008,2,3,2006,11,80,J,3,1,-0.018,380TK26310,1
TK26310,F,2006,J,2008,2,3,2007,2,179,J,3,2,-0.018,3179TK26310,5
TK26310,F,2006,J,2008,2,4,2007,12,109,A,3,3,-0.018,4109TK26310,22
TK26317,F,2006,J,notbred,1,3,2007,2,175,J,2,1,0.323,3175TK26317,13
TK26317,F,2006,J,notbred,1,3,2007,3,189,J,2,2,0.323,3189TK26317,9
TK26332,M,2006,J,2008,2,3,2006,12,97,J,1,1,1.441,397TK26332,51
TK26344,F,2006,J,2008,2,3,2007,2,167,J,1,1,1.077,3167TK26344,60
TK26345,M,2006,J,notbred,1,3,2007,3,185,J,1,1,-0.024,3185TK26345,2
TK26348,M,2006,J,2007,1,3,2006,11,80,J,1,1,0.028,380TK26348,1
TK26366,F,2006,J,notbred,1,3,2006,12,97,J,1,1,0.159,397TK26366,4
TK26370,F,2006,J,notbred,1,3,2007,2,170,J,3,1,0.422,3170TK26370,9
TK26370,F,2006,J,notbred,1,4,2008,2,180,A,3,2,0.422,4180TK26370,63
TK26370,F,2006,J,notbred,1,4,2008,3,189,A,3,3,0.422,4189TK26370,55
TK26373,F,2006,J,notbred,1,3,2007,2,174,J,1,1,0.678,3174TK26373,42
TK26524,M,2006,J,notbred,1,3,2007,2,169,J,1,1,0.391,3169TK26524,25
TK26542,M,2006,J,2008,2,3,2006,12,109,J,1,1,0.5,3109TK26542,10
TK26554,F,2006,J,notbred,1,3,2007,2,177,J,1,1,1.183,3177TK26554,102
TK26585,F,2006,J,notbred,1,3,2007,2,171,J,1,1,0.887,3171TK26585,60
TK26592,M,2006,J,notbred,1,3,2007,3,190,J,1,1,0.093,3190TK26592,2
TK26716,F,2007,J,2008,1,4,2008,1,153,J,2,1,0.843,4153TK26716,66
TK26716,F,2007,J,2008,1,4,2008,3,195,J,2,2,0.843,4195TK26716,77
TK26924,M,2007,J,2010,3,4,2008,2,180,J,1,1,0.396,4180TK26924,6
TK26985,M,2007,J,notbred,1,4,2007,12,96,J,1,1,1.037,496TK26985,54
TK27010,M,2006,J,notbred,1,3,2007,1,138,J,1,1,0.717,3138TK27010,45
TK27014,F,2006,J,notbred,1,3,2006,12,94,J,1,1,0.815,394TK27014,34
TK27019,M,2006,J,2010,4,3,2007,3,192,J,2,1,0.467,3192TK27019,17
TK27023,M,2006,J,notbred,1,3,2006,11,91,J,1,1,0.82,391TK27023,40
TK27034,F,2006,J,notbred,1,3,2006,12,92,J,1,1,0.285,392TK27034,6
TK27045,F,2006,J,2007,1,3,2007,1,153,J,1,1,0.442,3153TK27045,7
TK27052,F,2006,J,2007,1,3,2007,3,189,J,1,1,0.274,3189TK27052,23
TK27056,M,2006,J,2008,2,3,2007,1,152,J,1,1,0.86,3152TK27056,66
TK27058,M,2006,J,2009,3,3,2006,11,71,J,1,1,0.16,371TK27058,3
TK27066,M,2006,J,notbred,1,3,2007,2,174,J,1,1,0.18,3174TK27066,5
TK27092,M,2006,J,notbred,1,3,2007,2,175,J,2,1,0.468,3175TK27092,8
TK27093,M,2006,J,notbred,1,3,2007,3,185,J,1,1,0.246,3185TK27093,8
TK27125,F,2006,A,2008,2,4,2008,3,195,A,1,1,1.358,4195TK27125,72
TK27126,M,2006,J,notbred,1,3,2007,1,138,J,2,1,0.389,3138TK27126,23
TK27126,M,2006,J,notbred,1,3,2007,2,174,J,2,2,0.389,3174TK27126,15
TK27127,F,2006,J,notbred,1,3,2007,1,138,J,1,1,0.714,3138TK27127,34
TK27141,M,2006,J,2008,2,3,2007,2,154,J,2,1,1.087,3154TK27141,88
TK27148,F,2006,J,2010,4,3,2006,11,64,J,1,1,0.229,364TK27148,2
TK27149,M,2006,J,2008,2,3,2007,2,154,J,1,1,1.14,3154TK27149,82
TK27150,M,2006,J,2010,4,3,2006,11,64,J,1,1,0.378,364TK27150,5
TK27162,F,2006,J,2007,1,3,2006,11,69,J,4,1,0.044,369TK27162,13
TK27162,F,2006,J,2007,1,3,2007,1,145,J,4,2,0.044,3145TK27162,7
TK27162,F,2006,J,2007,1,3,2007,3,187,J,4,3,0.044,3187TK27162,5
TK27162,F,2006,J,2007,1,4,2008,3,194,A,4,4,0.044,4194TK27162,8
TK27164,F,2006,J,notbred,1,3,2007,1,152,J,1,1,0.363,3152TK27164,7
TK27170,F,2006,J,2011,5,3,2007,2,181,J,2,1,1.199,3181TK27170,69
TK27170,F,2006,J,2011,5,3,2007,3,192,J,2,2,1.199,3192TK27170,92
TK27183,F,2006,J,notbred,1,3,2007,1,151,J,1,1,0.148,3151TK27183,5
TK27206,F,2007,J,notbred,1,4,2007,12,96,J,1,1,0.657,496TK27206,56
TK27282,F,2007,J,notbred,1,4,2008,2,182,J,2,2,0.136,4182TK27282,11
TK27282,F,2007,J,notbred,1,4,2008,2,167,J,2,1,0.136,4167TK27282,12
TK27285,M,2007,J,notbred,1,4,2008,2,158,J,1,1,0.636,4158TK27285,21
TK27299,M,2007,J,notbred,1,4,2007,12,96,J,1,1,0.182,496TK27299,9
TK27410,F,2006,A,2008,2,4,2008,1,144,A,1,1,0.27,4144TK27410,3
TK27413,M,2006,J,notbred,1,3,2006,12,107,J,2,1,0.279,3107TK27413,4
TK27413,M,2006,J,notbred,1,3,2007,1,153,J,2,2,0.279,3153TK27413,59
TK27414,M,2006,J,notbred,1,3,2006,12,92,J,1,1,0.035,392TK27414,4
TK27416,F,2006,J,notbred,1,3,2007,1,151,J,1,1,1.357,3151TK27416,124
TK27426,F,2006,J,2008,2,3,2007,1,138,J,1,1,1.224,3138TK27426,108
TK27432,M,2006,J,notbred,1,3,2006,11,80,J,2,1,1.09,380TK27432,64
TK27432,M,2006,J,notbred,1,3,2007,2,169,J,2,2,1.09,3169TK27432,153
TK27464,M,2006,J,notbred,1,3,2006,12,94,J,1,1,0.74,394TK27464,22
TK27484,F,2006,J,notbred,1,3,2006,12,92,J,2,1,0.524,392TK27484,24
TK27484,F,2006,J,notbred,1,3,2007,3,183,J,2,2,0.524,3183TK27484,16
TK27500,M,2006,J,2007,1,3,2007,1,139,J,1,1,0.162,3139TK27500,4
TK27509,F,2006,J,notbred,1,3,2006,12,106,J,1,1,0.047,3106TK27509,7
TK27511,M,2006,J,notbred,1,3,2006,12,106,J,1,1,0.308,3106TK27511,14
TK27513,M,2006,J,2009,3,3,2006,12,106,J,2,1,0.161,3106TK27513,16
TK27529,F,2006,J,notbred,1,3,2007,3,192,J,1,1,0.168,3192TK27529,6
TK27532,M,2006,J,notbred,1,3,2007,1,153,J,1,1,1.555,3153TK27532,159
TK27533,M,2006,J,2007,1,3,2007,2,167,J,1,1,1.448,3167TK27533,113
TK27534,M,2006,J,notbred,1,3,2006,12,97,J,2,1,0.068,397TK27534,2
TK27534,M,2006,J,notbred,1,3,2007,2,179,J,2,2,0.068,3179TK27534,9
TK27537,F,2006,J,2008,2,3,2006,12,106,J,1,1,0.789,3106TK27537,41
TK27538,M,2006,A,2008,2,4,2008,1,144,A,2,1,1.225,4144TK27538,220
TK27555,F,2006,J,2009,3,3,2007,2,167,J,1,1,0.662,3167TK27555,38
TK27588,M,2006,J,2010,4,3,2007,1,139,J,1,1,0.722,3139TK27588,15
TK27608,M,2006,J,notbred,1,3,2006,12,97,J,1,1,0.884,397TK27608,61
TK27611,F,2006,J,2009,3,3,2007,2,169,J,1,1,0.352,3169TK27611,18
TK27665,F,2006,J,2007,1,3,2007,1,138,J,1,1,0.882,3138TK27665,57
TK27679,F,2006,J,2009,3,3,2007,2,158,J,1,1,0.244,3158TK27679,20
TK27681,M,2006,J,2008,2,3,2007,1,139,J,1,1,0.481,3139TK27681,17
TK27692,M,2006,J,notbred,1,3,2007,1,127,J,1,1,1.462,3127TK27692,109
TK27697,M,2006,J,2009,3,3,2007,3,189,J,1,1,1.1,3189TK27697,55
TK27704,M,2006,J,2007,1,3,2006,11,83,J,2,1,0.013,383TK27704,1
TK27704,M,2006,J,2007,1,3,2006,12,109,J,2,2,0.013,3109TK27704,4
TK27716,F,2006,J,2007,1,3,2007,2,154,J,2,1,0.032,3154TK27716,3
TK27716,F,2006,J,2007,1,3,2007,3,189,J,2,2,0.032,3189TK27716,2
TK27724,M,2006,J,2007,1,3,2007,2,155,J,1,1,1.543,3155TK27724,106
TK27746,F,2007,J,2008,1,4,2008,3,187,J,1,1,0.572,4187TK27746,44
TK27757,F,2007,J,2010,3,4,2008,2,160,J,1,1,0.242,4160TK27757,13
TK27758,M,2007,J,2009,2,4,2008,3,187,J,1,1,-0.227,4187TK27758,0
TK27778,F,2007,J,notbred,1,4,2008,3,188,J,1,1,0.861,4188TK27778,72
TK27782,M,2007,J,2010,3,4,2008,2,180,J,1,1,0.814,4180TK27782,54
TK27784,F,2007,J,2008,1,4,2008,2,180,J,1,1,0.294,4180TK27784,4
TK27815,M,2006,J,notbred,1,3,2007,2,174,J,1,1,0.926,3174TK27815,54
TK27817,M,2006,J,2009,3,3,2007,2,170,J,1,1,0.561,3170TK27817,20
TK27821,M,2006,J,2008,2,3,2007,2,175,J,1,1,0.523,3175TK27821,14
TK27830,F,2006,J,notbred,1,3,2006,11,64,J,1,1,0.2,364TK27830,1
TK27855,F,2007,J,2008,1,4,2008,2,181,J,1,1,1.003,4181TK27855,64
TK27856,F,2007,J,2009,2,4,2008,2,180,J,1,1,1.042,4180TK27856,98
TK27862,F,2007,J,notbred,1,4,2008,2,168,J,1,1,1.191,4168TK27862,68
TK27884,F,2007,J,notbred,1,4,2008,3,187,J,1,1,0.578,4187TK27884,29
TK27889,F,2007,J,2009,2,4,2008,2,180,J,1,1,-0.009,4180TK27889,7
TK27891,F,2007,J,notbred,1,4,2008,2,180,J,1,1,0.571,4180TK27891,27
TK27960,M,2007,J,notbred,1,4,2008,1,151,J,1,1,1.236,4151TK27960,55
V260950,M,2006,J,2007,1,3,2007,3,190,J,1,1,0.108,3190V260950,3
V260955,M,2006,J,notbred,1,3,2007,3,185,J,1,1,0.596,3185V260955,15
V260961,F,2006,J,2008,2,3,2007,3,190,J,3,1,1.202,3190V260961,57
V260961,F,2006,J,2008,2,4,2008,1,151,A,3,2,1.202,4151V260961,98
V260963,F,2006,A,notbred,2,4,2008,1,137,A,1,1,1.063,4137V260963,42
V260986,F,2006,J,2012,6,3,2006,11,83,J,1,1,0.541,383V260986,33
V260992,F,2005,A,notbred,2,3,2007,1,142,A,1,1,0.366,3142V260992,19
VE32609,M,2007,J,2010,3,4,2008,1,146,J,1,1,0.112,4146VE32609,7
VE32626,M,2007,J,notbred,1,4,2008,2,177,J,1,1,0.512,4177VE32626,29
VE32647,M,2007,J,notbred,1,4,2008,2,173,J,1,1,1.496,4173VE32647,66
VE32654,M,2007,J,2008,1,4,2008,1,137,J,1,1,1.287,4137VE32654,130
VF63084,M,2003,A,2005,3,2,2005,10,37,A,1,1,1.186,237VF63084,48
VF63351,M,2003,A,2006,3,2,2006,1,148,A,1,1,0.706,2148VF63351,58
VF63401,M,2004,A,2007,3,2,2006,3,185,A,1,1,0.147,2185VF63401,5
VF63472,F,2004,A,2006,2,2,2006,1,142,A,1,1,0.905,2142VF63472,49
VF63479,M,2004,A,2007,3,2,2006,3,188,A,1,1,1.239,2188VF63479,99
VF63498,M,2004,J,notbred,1,1,2005,2,164,J,1,1,0.829,1164VF63498,38
VF63499,M,2004,J,2008,4,1,2005,2,157,J,1,1,0.663,1157VF63499,18
VF63707,M,2004,A,notbred,2,2,2005,12,99,A,1,1,1.31,299VF63707,124
VF63708,M,2004,A,notbred,2,2,2005,12,101,A,1,1,0.836,2101VF63708,70
VF63723,M,2004,A,notbred,2,2,2006,2,171,A,2,1,1.149,2171VF63723,75
VF63723,M,2004,A,notbred,2,3,2007,1,151,A,2,2,1.149,3151VF63723,165
VF63736,M,2004,A,2005,2,2,2005,11,83,A,1,1,0.517,283VF63736,21
VF63748,M,2004,A,2009,5,2,2006,3,188,A,1,1,0.68,2188VF63748,50
VF63751,F,2004,A,2006,2,2,2006,2,181,A,1,1,1.266,2181VF63751,102
VF63757,M,2004,A,notbred,2,2,2006,1,138,A,1,1,0.314,2138VF63757,4
VF63759,F,2004,A,2005,2,2,2005,11,83,A,1,1,0.815,283VF63759,44
VF63772,F,2004,A,2005,2,2,2005,11,83,A,1,1,0.734,283VF63772,27
VF63775,M,2004,A,notbred,2,2,2005,12,100,A,2,1,0.235,2100VF63775,10
VF63775,M,2004,A,notbred,2,2,2006,1,132,A,2,2,0.235,2132VF63775,10
VF63778,M,2004,A,2006,2,2,2005,11,83,A,1,1,0.289,283VF63778,6
VF63781,F,2004,A,2006,2,2,2005,9,22,A,1,1,0.633,222VF63781,11
VF63786,F,2004,J,2005,1,1,2005,2,157,J,2,1,0.495,1157VF63786,28
VF63786,F,2004,J,2005,1,2,2005,11,83,A,2,2,0.495,283VF63786,18
VF63794,M,2004,J,2005,1,1,2005,2,162,J,1,1,1.134,1162VF63794,53
VF63807,F,2004,A,notbred,2,2,2006,2,160,A,1,1,0.207,2160VF63807,10
VF63811,F,2004,A,2005,2,2,2005,11,84,A,1,1,0.284,284VF63811,5
VF63817,M,2004,A,2006,2,2,2005,12,93,A,2,1,0.806,293VF63817,7
VF63817,M,2004,A,2006,2,2,2006,1,139,A,2,2,0.806,2139VF63817,70
VF63818,M,2004,A,notbred,2,2,2006,3,188,A,1,1,0.36,2188VF63818,12
VF63829,F,2004,A,2005,2,2,2005,11,85,A,3,1,0.985,285VF63829,44
VF63829,F,2004,A,2005,2,2,2005,12,106,A,3,3,0.985,2106VF63829,83
VF63829,F,2004,A,2005,2,2,2005,12,99,A,3,2,0.985,299VF63829,163
VF63850,M,2004,A,2005,2,2,2006,2,181,A,1,1,0.401,2181VF63850,23
VF63851,M,2004,A,2006,2,2,2006,1,148,A,3,1,0.853,2148VF63851,105
VF63851,M,2004,A,2006,2,2,2006,2,169,A,3,2,0.853,2169VF63851,123
VF63851,M,2004,A,2006,2,3,2007,3,189,A,3,3,0.853,3189VF63851,6
VF63856,F,2004,A,2007,3,2,2006,2,174,A,1,1,0.326,2174VF63856,12
VF63881,F,2004,A,notbred,2,2,2005,10,37,A,2,1,0.963,237VF63881,28
VF63881,F,2004,A,notbred,2,2,2005,12,99,A,2,2,0.963,299VF63881,99
VF63882,M,2004,A,2005,2,2,2006,3,191,A,1,1,0.868,2191VF63882,77
VF63896,M,2004,A,2005,2,2,2006,2,181,A,1,1,0.973,2181VF63896,83
VF64135,F,2000,A,2005,5,1,2005,2,175,A,1,1,1.14,1175VF64135,54
VF64809,F,2003,A,2005,3,2,2005,11,84,A,1,1,0.453,284VF64809,45
VF64824,F,2003,A,2006,3,2,2005,9,30,A,1,1,1.137,230VF64824,33
VF64874,M,2003,A,2006,4,3,2007,3,184,A,1,1,0,3184VF64874,7
VH99574,F,2004,A,notbred,2,2,2005,11,86,A,1,1,0.578,286VH99574,21
VH99579,M,2004,A,2006,2,2,2005,12,97,A,1,1,0.579,297VH99579,22
VH99580,F,2004,A,2005,2,2,2006,1,148,A,1,1,1.083,2148VH99580,74
VH99596,F,2004,J,notbred,1,1,2005,2,165,J,1,1,0.617,1165VH99596,26
VH99600,F,2004,J,2007,3,1,2005,2,162,J,3,1,0.533,1162VH99600,22
VH99600,F,2004,J,2007,3,1,2005,3,196,J,3,2,0.533,1196VH99600,58
VH99600,F,2004,J,2007,3,3,2006,11,76,A,3,3,0.533,376VH99600,8
VJ59774,F,2003,A,2004,2,1,2005,2,171,A,3,2,0.267,1171VJ59774,9
VJ59774,F,2003,A,2004,2,1,2005,2,156,A,3,1,0.267,1156VJ59774,10
VJ59774,F,2003,A,2004,2,1,2005,3,196,A,3,3,0.267,1196VJ59774,5
VN57375,M,2005,A,notbred,2,3,2006,11,80,A,1,1,1.033,380VN57375,45
VN57381,F,2005,A,2008,3,3,2006,11,87,A,1,1,1.716,387VN57381,126
VN57398,M,2005,A,2006,2,3,2007,2,170,A,1,1,0.265,3170VN57398,6
VN57480,M,2003,A,2006,3,2,2006,2,167,A,2,2,0.838,2167VN57480,153
VN57480,M,2003,A,2006,3,2,2006,2,160,A,2,1,0.838,2160VN57480,36
VN57498,M,2004,A,notbred,2,2,2006,3,185,A,1,1,0.299,2185VN57498,22
VR91221,F,2003,A,2008,5,2,2005,11,84,A,1,1,0.7,284VR91221,46
VR91379,F,2003,A,2006,3,2,2005,11,83,A,1,1,0.384,283VR91379,8
VR98107,F,2004,A,notbred,2,2,2006,2,171,A,1,1,0.378,2171VR98107,11
VR98139,F,2004,J,2005,1,1,2005,2,162,J,1,1,0.65,1162VR98139,51
VR98143,M,2004,A,2007,3,2,2006,3,185,A,1,1,0.141,2185VR98143,9
VR98174,F,2004,A,2006,2,2,2006,3,185,A,1,1,0.633,2185VR98174,41
VR98182,F,2004,A,2008,4,3,2006,12,94,A,1,1,1.029,394VR98182,50
VR98183,F,2004,A,2005,2,2,2005,12,99,A,1,1,1.322,299VR98183,67
VR98214,M,2005,J,2008,3,2,2006,2,167,J,2,1,0.253,2167VR98214,20
VR98214,M,2005,J,2008,3,2,2006,3,183,J,2,2,0.253,2183VR98214,53
VR98216,M,2005,A,2006,2,3,2007,3,183,A,2,1,1.33,3183VR98216,78
VR98216,M,2005,A,2006,2,4,2008,3,188,A,2,2,1.33,4188VR98216,95
VR98227,M,2005,A,2007,2,3,2007,1,152,A,1,1,1.018,3152VR98227,63
VR98249,F,2005,A,2009,4,3,2007,2,174,A,1,1,1.01,3174VR98249,70
VR98254,F,2005,J,notbred,1,2,2006,2,174,J,1,1,1.295,2174VR98254,133
VR98262,M,2005,J,notbred,1,2,2005,12,99,J,1,1,1.419,299VR98262,84
VR98279,M,2005,J,2006,1,2,2006,2,160,J,1,1,1.308,2160VR98279,116
VR98280,M,2005,J,2006,1,2,2006,2,168,J,1,1,0.372,2168VR98280,26
VR98292,M,2005,J,2006,1,2,2006,3,195,J,1,1,0.356,2195VR98292,19
VR98353,F,2004,A,2009,5,3,2007,3,189,A,1,1,0.772,3189VR98353,31
VR98370,M,2004,A,2006,2,2,2006,1,141,A,1,1,1.398,2141VR98370,67
VR98374,M,2004,A,notbred,2,2,2006,1,148,A,1,1,0.835,2148VR98374,59
VR98381,F,2004,A,2006,2,2,2006,2,174,A,1,1,0.49,2174VR98381,32
VS83074,M,2001,A,2006,5,1,2005,3,196,A,1,1,0.314,1196VS83074,9
VS83115,M,2001,A,2006,5,2,2005,12,107,A,1,1,0.983,2107VS83115,49
VS83126,F,2001,A,2005,5,2,2005,10,48,A,2,1,1.312,248VS83126,74
VS83126,F,2001,A,2005,5,2,2006,1,139,A,2,2,1.312,2139VS83126,110
VS83235,M,2001,A,2006,5,1,2005,2,156,A,1,1,0.818,1156VS83235,24
VS83256,F,2001,A,2005,5,2,2005,10,36,A,1,1,0.618,236VS83256,9
VS84548,M,2000,A,2004,5,1,2005,3,196,A,1,1,0.256,1196VS84548,8
VS84713,M,2000,A,2005,6,2,2005,11,83,A,1,1,0.837,283VS84713,117
VS84727,F,2000,A,2005,5,1,2005,3,196,A,1,1,0.513,1196VS84727,15
VS84959,F,2003,A,2005,3,2,2006,1,150,A,1,1,1.089,2150VS84959,61
VT33316,F,2002,A,2005,4,2,2006,3,183,A,1,1,1.181,2183VT33316,52
VT33760,M,2002,A,2006,4,2,2005,11,79,A,2,1,0.56,279VT33760,7
VT33760,M,2002,A,2006,4,2,2006,2,156,A,2,2,0.56,2156VT33760,58
VT33777,M,2002,A,notbred,4,2,2005,9,30,A,1,1,0.734,230VT33777,36
VT33778,M,2002,A,notbred,5,3,2007,2,169,A,1,1,1.473,3169VT33778,86
VT33786,F,2002,A,2005,4,2,2005,11,85,A,1,1,0.259,285VT33786,8
