BirdID,sex,BIRTHYEAR,agefirstassayed,last year bred,longevity_max age recorded,Season_assayed,yearassayed,monthassayed,Sepday,adjuv,Numbs!,Obsno!,EB,seasondaybird,hopsandflights
TC58585,F,2004,A,2005,2,2,2005,12,101,A,1,1,0.777,2101TC58585,43
TC58621,F,2007,J,notbred,1,4,2008,1,151,J,1,1,0.403,4151TC58621,14
TC58624,M,2007,J,2008,1,4,2008,1,146,J,1,1,0.297,4146TC58624,3
TC58660,F,2007,J,notbred,1,4,2007,12,109,J,1,1,1.296,4109TC58660,135
TC58673,M,2007,J,2009,2,4,2008,1,144,J,2,1,1.093,4144TC58673,48
TC58677,M,2007,J,2008,1,4,2008,1,146,J,1,1,1.275,4146TC58677,106
TC58715,M,2004,J,2008,4,1,2005,3,192,J,1,1,1.037,1192TC58715,52
TC58729,M,2005,J,notbred,1,2,2006,1,147,J,1,1,0.994,2147TC58729,70
TC58742,F,2005,J,notbred,1,2,2005,12,101,J,1,1,0.714,2101TC58742,52
TC58769,M,2005,J,2006,1,2,2006,1,147,J,1,1,0.992,2147TC58769,90
TC58781,F,2005,J,2007,2,2,2006,2,175,J,1,1,0.162,2175TC58781,12
TC58784,M,2005,J,notbred,1,2,2005,9,30,J,1,1,0.907,230TC58784,22
TC58788,M,2005,J,2006,1,2,2006,1,143,J,4,1,0.171,2143TC58788,15
TC58788,M,2005,J,2006,1,2,2006,2,156,J,4,2,0.171,2156TC58788,22
TC58788,M,2005,J,2006,1,3,2006,11,83,A,4,3,0.171,383TC58788,7
TC58788,M,2005,J,2006,1,3,2007,3,190,A,4,4,0.171,3190TC58788,3
TC58791,M,2005,J,2006,1,2,2005,9,28,J,2,1,0.901,228TC58791,61
TC58791,M,2005,J,2006,1,2,2005,11,79,J,2,2,0.901,279TC58791,60
TC58795,F,2005,J,2006,1,2,2005,11,71,J,1,1,0.276,271TC58795,5
TC58797,F,2005,J,2007,2,2,2005,12,101,J,1,1,0.264,2101TC58797,10
TC58812,F,2005,J,2007,2,2,2005,9,29,J,1,1,0.586,229TC58812,34
TC58820,F,2005,J,notbred,1,2,2006,2,169,J,1,1,1.335,2169TC58820,85
TC58823,F,2005,J,notbred,1,2,2005,9,30,J,1,1,0.881,230TC58823,61
TC58825,M,2005,J,notbred,1,2,2005,12,101,J,1,1,1.175,2101TC58825,68
TC58837,M,2005,J,2008,3,2,2006,1,146,J,1,1,1.189,2146TC58837,111
TC58841,M,2005,J,notbred,1,2,2006,1,150,J,1,1,0.854,2150TC58841,31
TC58857,M,2005,J,notbred,1,2,2006,2,167,J,1,1,0.104,2167TC58857,4
TC58859,M,2005,A,2006,2,3,2007,2,170,A,1,1,0.075,3170TC58859,7
TC58871,F,2005,J,notbred,1,2,2005,9,29,J,1,1,0.699,229TC58871,23
TC58878,F,2005,J,notbred,1,2,2005,9,27,J,1,1,0.984,227TC58878,31
TC58880,M,2005,J,notbred,1,2,2005,9,29,J,1,1,0.533,229TC58880,15
TC58883,F,2005,J,notbred,1,2,2006,1,142,J,1,1,1.231,2142TC58883,107
TC58922,F,2007,J,notbred,1,4,2008,2,172,J,1,1,-0.044,4172TC58922,1
TC58965,F,2007,J,notbred,1,4,2008,2,180,J,1,1,1.197,4180TC58965,70
TC59019,F,2005,A,2007,2,3,2007,2,169,A,1,1,0.726,3169TC59019,44
TC59023,F,2005,A,2007,2,3,2007,3,183,A,1,1,0.368,3183TC59023,26
TC59028,M,2005,J,2007,2,2,2005,9,28,J,1,1,0.807,228TC59028,13
TC59041,M,2005,J,2006,1,2,2005,12,101,J,1,1,0.24,2101TC59041,23
TC59065,M,2005,J,notbred,1,2,2006,1,150,J,2,2,0.974,2150TC59065,48
TC59065,M,2005,J,notbred,1,2,2006,1,146,J,2,1,0.974,2146TC59065,32
TC59078,M,2005,J,notbred,1,2,2005,10,35,J,1,1,0.685,235TC59078,15
TC59088,M,2005,J,notbred,1,2,2005,9,28,J,1,1,1.462,228TC59088,99
TC59093,M,2005,J,2011,6,2,2005,11,71,J,2,1,0.831,271TC59093,40
TC59093,M,2005,J,2011,6,4,2008,1,137,A,2,2,0.831,4137TC59093,74
TC59159,M,2006,J,2010,4,3,2006,12,97,J,3,1,0.613,397TC59159,11
TC59159,M,2006,J,2010,4,3,2007,1,153,J,3,2,0.613,3153TC59159,60
TC59159,M,2006,J,2010,4,4,2008,2,177,A,3,3,0.613,4177TC59159,71
TC59190,M,2006,J,notbred,1,3,2007,1,142,J,1,1,0.487,3142TC59190,23
TC59195,M,2006,A,2010,4,4,2008,2,178,A,1,1,1.225,4178TC59195,98
TC59224,F,2005,J,notbred,1,2,2005,9,21,J,1,1,0.635,221TC59224,17
TC59252,F,2005,J,notbred,1,2,2005,9,30,J,1,1,0.52,230TC59252,7
TC59254,F,2005,J,notbred,1,2,2006,1,141,J,1,1,0.345,2141TC59254,15
TC59291,F,2005,J,2006,1,2,2006,3,195,J,1,1,0.994,2195TC59291,72
TC59320,F,2006,J,2009,3,3,2006,12,106,J,2,1,0.977,3106TC59320,33
TC59320,F,2006,J,2009,3,3,2007,2,155,J,2,2,0.977,3155TC59320,65
TC59340,M,2006,J,2008,2,3,2007,3,192,J,1,1,0.869,3192TC59340,57
TC59352,M,2006,J,2009,3,3,2006,12,106,J,1,1,0.947,3106TC59352,51
TC59357,F,2006,J,2007,1,3,2006,12,107,J,1,1,0.789,3107TC59357,95
TC59376,M,2006,J,notbred,1,3,2006,11,90,J,1,1,0.335,390TC59376,19
TC59393,F,2006,J,notbred,1,3,2007,2,173,J,1,1,0.707,3173TC59393,32
TC59394,F,2006,J,2007,1,3,2007,3,184,J,1,1,0.069,3184TC59394,4
TC59396,M,2006,A,2008,2,4,2008,3,188,A,1,1,-0.12,4188TC59396,2
TC59444,F,2005,J,notbred,1,2,2006,2,172,J,1,1,0.44,2172TC59444,19
TC59481,F,2006,J,2008,2,3,2006,11,83,J,3,1,0.522,383TC59481,9
TC59481,F,2006,J,2008,2,4,2008,1,151,A,3,2,0.522,4151TC59481,21
TC59485,M,2006,J,2008,2,3,2007,1,152,J,1,1,0.636,3152TC59485,51
TC59601,F,2006,J,2007,1,3,2007,2,168,J,1,1,1.238,3168TC59601,99
TC59607,F,2006,J,2009,3,3,2006,11,85,J,2,1,1.134,385TC59607,103
TC59607,F,2006,J,2009,3,3,2007,3,190,J,2,2,1.134,3190TC59607,124
TC59612,F,2006,J,2009,3,3,2007,2,177,J,1,1,0.501,3177TC59612,33
TC59630,F,2006,J,notbred,1,3,2007,3,183,J,1,1,0.969,3183TC59630,173
TC59631,F,2006,J,2009,3,3,2007,1,138,J,1,1,0.209,3138TC59631,5
TC59633,M,2006,J,2009,3,3,2007,2,177,J,1,1,0.697,3177TC59633,22
TC59634,F,2006,J,notbred,1,3,2007,2,167,J,1,1,0.247,3167TC59634,4
TC59650,M,2006,J,notbred,1,3,2007,2,158,J,1,1,0.671,3158TC59650,63
TC59659,M,2006,J,notbred,1,3,2007,2,175,J,1,1,0.35,3175TC59659,11
TC59678,M,2006,J,notbred,1,3,2006,11,85,J,1,1,0.673,385TC59678,16
TC59680,F,2006,J,notbred,1,3,2006,12,106,J,3,1,1.238,3106TC59680,64
TC59680,F,2006,J,notbred,1,3,2007,2,179,J,3,2,1.238,3179TC59680,100
TC59680,F,2006,J,notbred,1,3,2007,3,189,J,3,3,1.238,3189TC59680,130
TC59689,F,2006,A,2008,2,4,2008,2,177,A,1,1,0.609,4177TC59689,24
TC59690,F,2006,J,notbred,1,3,2006,12,106,J,2,1,0.125,3106TC59690,4
TC59690,F,2006,J,notbred,1,3,2007,2,179,J,2,2,0.125,3179TC59690,2
TC59708,M,2006,J,2009,3,3,2007,3,192,J,1,1,1.232,3192TC59708,77
TC59720,M,2006,J,notbred,1,3,2006,12,92,J,1,1,0.857,392TC59720,58
TC59734,F,2006,J,2007,1,3,2007,2,173,J,2,1,1.035,3173TC59734,46
TC59734,F,2006,J,2007,1,3,2007,3,188,J,2,2,1.035,3188TC59734,94
TC59744,M,2006,J,2008,2,3,2006,11,83,J,1,1,0.299,383TC59744,5
TC59747,F,2006,J,notbred,1,3,2006,12,106,J,1,1,0.049,3106TC59747,10
TC59749,F,2006,J,2011,5,3,2007,1,142,J,4,1,0.751,3142TC59749,64
TC59749,F,2006,J,2011,5,3,2007,2,169,J,4,2,0.751,3169TC59749,65
TC59749,F,2006,J,2011,5,3,2007,3,190,J,4,3,0.751,3190TC59749,29
TC59751,M,2006,J,2007,1,3,2006,12,92,J,2,1,-0.099,392TC59751,6
TC59751,M,2006,J,2007,1,3,2007,3,183,J,2,2,-0.099,3183TC59751,2
TC59752,F,2006,J,notbred,1,3,2007,2,175,J,1,1,-0.015,3175TC59752,3
TC59766,M,2006,J,notbred,1,3,2006,12,106,J,1,1,0.628,3106TC59766,18
TC59793,F,2006,J,notbred,1,3,2007,2,175,J,1,1,1.284,3175TC59793,97
TC59799,M,2006,J,2007,1,3,2007,2,179,J,1,1,1.272,3179TC59799,135
TC59802,F,2006,J,2007,1,3,2007,2,177,J,1,1,0.78,3177TC59802,38
TC59806,M,2006,J,notbred,1,3,2007,2,158,J,1,1,1.281,3158TC59806,80
TC59808,F,2006,J,2009,3,3,2007,2,154,J,2,1,0.798,3154TC59808,31
TC59842,F,2006,J,2008,2,3,2007,3,184,J,1,1,1.118,3184TC59842,72
TC59868,M,2006,J,notbred,1,3,2007,2,177,J,1,1,0.05,3177TC59868,6
TC59875,M,2006,J,2007,1,3,2006,12,94,J,1,1,0.501,394TC59875,35
TC59911,M,2006,J,notbred,1,3,2007,1,153,J,2,1,0.394,3153TC59911,8
TC59911,M,2006,J,notbred,1,3,2007,3,192,J,2,2,0.394,3192TC59911,76
TC59914,M,2006,J,notbred,1,3,2006,12,97,J,1,1,0.579,397TC59914,35
TC59916,F,2006,J,2007,1,3,2007,1,153,J,1,1,1.079,3153TC59916,97
TC59921,M,2006,J,notbred,1,3,2006,11,85,J,1,1,0.475,385TC59921,29
TC59922,M,2006,J,2007,1,3,2006,11,87,J,1,1,0.786,387TC59922,55
TC59923,M,2006,J,2007,1,3,2006,12,92,J,3,1,0.555,392TC59923,9
TC59923,M,2006,J,2007,1,4,2008,3,188,A,3,2,0.555,4188TC59923,24
TC59927,M,2006,J,2007,1,3,2007,2,155,J,1,1,1.072,3155TC59927,103
TC59929,M,2006,J,2008,2,3,2007,2,170,J,2,2,1.073,3170TC59929,118
TC59929,M,2006,J,2008,2,3,2007,2,155,J,2,1,1.073,3155TC59929,68
TC59941,F,2006,J,2008,2,3,2007,2,179,J,1,1,0.249,3179TC59941,21
TC59955,F,2006,J,notbred,1,3,2007,2,179,J,1,1,0.009,3179TC59955,5
TE79009,M,2004,A,notbred,2,2,2005,9,20,A,1,1,0.493,220TE79009,8
TE79013,F,2005,J,2010,5,2,2005,9,20,J,2,1,0.601,220TE79013,16
TE79013,F,2005,J,2010,5,2,2005,11,76,J,2,2,0.601,276TE79013,40
TE79014,M,2005,J,notbred,1,2,2005,10,51,J,1,1,0.447,251TE79014,28
TE79016,F,2005,J,notbred,1,2,2005,9,20,J,1,1,0.518,220TE79016,6
TE79017,M,2005,J,2006,1,2,2006,2,170,J,1,1,0.245,2170TE79017,18
TE79023,M,2005,J,2007,2,2,2005,9,23,J,1,1,0.573,223TE79023,7
TE79029,M,2005,J,notbred,1,2,2005,9,21,J,1,1,1.087,221TE79029,27
TE79037,M,2005,J,2007,2,2,2005,9,20,J,3,1,0.958,220TE79037,5
TE79037,M,2005,J,2007,2,2,2006,2,177,J,3,2,0.958,2177TE79037,90
TE79037,M,2005,J,2007,2,3,2007,2,180,A,3,3,0.958,3180TE79037,108
TE79039,F,2005,J,2012,7,2,2006,2,170,J,5,1,1.47,2170TE79039,127
TE79039,F,2005,J,2012,7,4,2008,2,158,A,5,2,1.47,4158TE79039,118
TE79039,F,2005,J,2012,7,4,2008,3,193,A,5,3,1.47,4193TE79039,161
TE79046,F,2005,J,notbred,1,2,2005,10,36,J,2,1,0.469,236TE79046,13
TE79046,F,2005,J,notbred,1,2,2006,2,154,J,2,2,0.469,2154TE79046,61
TE79055,M,2005,J,notbred,1,2,2005,12,97,J,1,1,0.594,297TE79055,34
TE79056,M,2005,J,notbred,1,2,2006,2,168,J,1,1,1.337,2168TE79056,108
TE79064,F,2005,J,notbred,1,2,2005,12,105,J,1,1,0.447,2105TE79064,6
TE79069,M,2005,J,2006,1,2,2005,9,20,J,3,1,0.872,220TE79069,79
TE79069,M,2005,J,2006,1,2,2005,12,105,J,3,2,0.872,2105TE79069,67
TE79069,M,2005,J,2006,1,3,2006,11,84,A,3,3,0.872,384TE79069,42
TE79081,M,2005,J,notbred,1,2,2005,9,20,J,1,1,0.458,220TE79081,4
TE79083,F,2005,J,2006,1,2,2006,1,139,J,1,1,0.313,2139TE79083,6
TE79089,M,2005,J,2006,1,2,2005,9,20,J,2,1,0.624,220TE79089,11
TE79089,M,2005,J,2006,1,2,2006,2,177,J,2,2,0.624,2177TE79089,38
TE79094,F,2005,J,notbred,1,2,2005,10,36,J,2,1,1.044,236TE79094,16
TE79094,F,2005,J,notbred,1,2,2005,12,100,J,2,2,1.044,2100TE79094,70
TE79099,F,2005,J,notbred,1,2,2005,12,100,J,1,1,0.447,2100TE79099,13
TE79100,F,2005,J,notbred,1,2,2005,11,83,J,2,1,0.287,283TE79100,14
TE79100,F,2005,J,notbred,1,2,2006,1,147,J,2,2,0.287,2147TE79100,24
TE79105,M,2006,J,2007,1,3,2006,11,64,J,1,1,0.157,364TE79105,2
TE79107,M,2006,J,2007,1,3,2006,11,69,J,2,1,0.163,369TE79107,15
TE79107,M,2006,J,2007,1,3,2007,2,180,J,2,2,0.163,3180TE79107,4
TE79112,M,2006,J,notbred,1,3,2006,11,69,J,1,1,0.427,369TE79112,10
TE79132,F,2006,J,notbred,1,3,2006,11,71,J,2,1,0.837,371TE79132,9
TE79132,F,2006,J,notbred,1,3,2007,3,189,J,2,2,0.837,3189TE79132,91
TE79149,F,2006,J,notbred,1,3,2006,12,97,J,1,1,0.456,397TE79149,39
TE79151,F,2006,J,2007,1,3,2007,3,187,J,1,1,0.586,3187TE79151,47
TE79186,M,2006,J,2007,1,3,2007,1,138,J,1,1,0.347,3138TE79186,8
TE79229,F,2005,J,notbred,1,2,2005,9,29,J,1,1,1.243,229TE79229,80
TE79230,M,2005,J,notbred,1,2,2005,10,48,J,1,1,0.856,248TE79230,44
TE79234,M,2005,J,notbred,1,2,2005,9,28,J,1,1,0.871,228TE79234,37
TE79265,M,2004,A,notbred,2,2,2005,9,24,A,1,1,0.995,224TE79265,26
TE79277,F,2005,A,2007,2,3,2006,12,92,A,1,1,0.456,392TE79277,12
TE79309,M,2005,J,notbred,1,2,2006,3,188,J,1,1,1.435,2188TE79309,84
TE79324,F,2005,J,2006,1,2,2006,2,176,J,1,1,1.167,2176TE79324,110
TE79326,M,2005,J,2006,1,2,2006,1,138,J,1,1,1.309,2138TE79326,47
TE79336,M,2005,J,notbred,1,2,2006,1,139,J,1,1,0.365,2139TE79336,13
TE79381,F,2005,A,2007,2,3,2007,1,138,A,1,1,0.226,3138TE79381,5
TE79387,F,2005,J,2008,3,2,2006,3,188,J,1,1,0.689,2188TE79387,67
TE79507,M,2005,J,notbred,1,2,2006,2,172,J,1,1,0.632,2172TE79507,17
TE79512,F,2005,J,notbred,1,2,2006,1,147,J,2,1,0.305,2147TE79512,4
TE79512,F,2005,J,notbred,1,2,2006,3,190,J,2,2,0.305,2190TE79512,40
TE79552,F,2005,J,notbred,1,2,2005,9,20,J,2,1,0.827,220TE79552,8
TE79552,F,2005,J,notbred,1,2,2005,12,105,J,2,2,0.827,2105TE79552,81
TE79601,M,2005,J,2006,1,2,2005,9,20,J,1,1,0.948,220TE79601,16
TE79613,M,2005,J,2007,2,2,2005,9,27,J,1,1,0.575,227TE79613,9
TE79639,M,2005,J,notbred,1,2,2005,9,29,J,1,1,0.509,229TE79639,14
TE79656,M,2005,A,2006,3,4,2008,3,193,A,2,1,1.316,4193TE79656,75
TE79694,F,2005,J,notbred,1,2,2006,1,139,J,1,1,1.299,2139TE79694,101
TE79696,M,2005,J,notbred,1,2,2006,2,175,J,1,1,0.25,2175TE79696,9
TE79729,F,2005,J,2006,1,2,2006,1,142,J,1,1,0.163,2142TE79729,4
TE79798,F,2005,J,2006,1,2,2006,1,141,J,1,1,0.251,2141TE79798,9
TE79801,F,2005,A,2008,3,3,2007,3,185,A,1,1,0.32,3185TE79801,15
TE79812,M,2005,A,notbred,2,3,2007,3,183,A,2,1,0.169,3183TE79812,6
TE79812,M,2005,A,notbred,2,4,2008,3,188,A,2,2,0.169,4188TE79812,17
TE79837,F,2005,J,2008,3,2,2005,10,35,J,2,1,0.246,235TE79837,13
TE79856,F,2005,J,notbred,1,2,2006,2,175,J,1,1,0.118,2175TE79856,16
TE79858,F,2005,J,notbred,1,2,2006,2,160,J,1,1,0.119,2160TE79858,5
TE79869,F,2005,J,notbred,1,2,2006,3,188,J,1,1,0.969,2188TE79869,58
TE79870,F,2005,J,2006,1,2,2006,3,191,J,1,1,0.303,2191TE79870,30
TE79871,F,2005,J,2009,4,2,2006,2,181,J,1,1,0.09,2181TE79871,7
TE79885,F,2005,J,notbred,1,2,2005,11,84,J,1,1,0.524,284TE79885,9
TE79907,F,2007,J,notbred,1,4,2008,2,177,J,1,1,0.245,4177TE79907,34
TE79980,F,2007,J,notbred,1,4,2008,3,186,J,1,1,1.182,4186TE79980,97
TE79986,M,2007,J,2008,1,4,2007,12,109,J,2,1,1.327,4109TE79986,174
TE79989,F,2007,J,notbred,1,4,2008,1,153,J,1,1,0.599,4153TE79989,38
TE80006,F,2005,J,2006,1,2,2006,2,160,J,1,1,0.844,2160TE80006,50
TE80011,F,2005,J,2007,2,2,2005,9,21,J,2,1,0.532,221TE80011,7
TE80011,F,2005,J,2007,2,2,2006,1,139,J,2,2,0.532,2139TE80011,52
TE80016,M,2005,J,notbred,1,2,2006,2,167,J,1,1,1.202,2167TE80016,83
TE80034,F,2005,J,notbred,1,2,2006,2,160,J,1,1,0.125,2160TE80034,6
TE80035,F,2005,J,2008,3,2,2006,1,138,J,2,1,0.231,2138TE80035,5
TE80035,F,2005,J,2008,3,2,2006,2,171,J,2,2,0.231,2171TE80035,34
TE80041,M,2005,J,2006,1,2,2005,12,101,J,2,1,1.09,2101TE80041,52
TE80041,M,2005,J,2006,1,3,2007,1,151,A,2,2,1.09,3151TE80041,128
TE80052,M,2005,J,notbred,1,2,2006,1,143,J,1,1,0.833,2143TE80052,31
TE80069,M,2005,J,2008,3,2,2005,9,21,J,3,1,1.079,221TE80069,7
TE80069,M,2005,J,2008,3,2,2005,10,36,J,3,2,1.079,236TE80069,67
TE80069,M,2005,J,2008,3,2,2006,2,172,J,3,3,1.079,2172TE80069,64
TE80086,F,2005,J,notbred,1,2,2006,2,171,J,1,1,0.36,2171TE80086,17
TE80088,M,2005,J,2006,1,2,2006,2,160,J,1,1,0.402,2160TE80088,39
TE80090,M,2005,J,notbred,1,2,2006,2,160,J,1,1,0.539,2160TE80090,39
TE80100,M,2005,J,notbred,1,2,2005,10,37,J,1,1,0.472,237TE80100,11
TE80101,F,2005,J,notbred,1,2,2006,1,141,J,1,1,0.516,2141TE80101,23
TE80105,F,2005,J,notbred,1,2,2006,2,169,J,1,1,0.523,2169TE80105,25
TE80109,M,2005,A,2007,2,3,2007,2,177,A,1,1,0.316,3177TE80109,19
TE80110,F,2005,A,2009,4,3,2007,2,177,A,1,1,0.424,3177TE80110,15
TE80123,M,2005,J,2006,1,2,2005,12,105,J,1,1,0.405,2105TE80123,6
TE80127,F,2005,A,2006,2,3,2006,12,97,A,1,1,0.764,397TE80127,51
TE80156,M,2005,J,notbred,1,2,2005,12,105,J,1,1,0.43,2105TE80156,11
TE80165,F,2005,J,notbred,1,2,2005,9,28,J,1,1,0.905,228TE80165,43
TE80188,M,2005,J,2006,1,2,2006,3,185,J,1,1,1.663,2185TE80188,98
TE80204,F,2005,J,notbred,1,2,2006,2,160,J,1,1,0.857,2160TE80204,74
TE80216,F,2005,A,2007,2,3,2006,12,97,A,1,1,0.242,397TE80216,4
TE80249,M,2005,J,2006,1,2,2006,3,188,J,1,1,1.267,2188TE80249,89
TE80258,F,2005,J,2006,1,2,2006,3,184,J,1,1,0.665,2184TE80258,37
TE80269,F,2005,J,2006,1,2,2006,3,183,J,1,1,1.457,2183TE80269,98
TE80290,M,2005,J,2008,3,2,2006,1,142,J,1,1,1.521,2142TE80290,78
TE80299,M,2005,J,notbred,1,2,2006,2,154,J,1,1,1.383,2154TE80299,121
TE80302,F,2005,J,notbred,1,2,2006,3,188,J,1,1,1.341,2188TE80302,77
TE80307,F,2005,J,notbred,1,2,2006,2,181,J,1,1,0.12,2181TE80307,7
TE80336,F,2005,J,2006,1,2,2006,1,143,J,1,1,1.184,2143TE80336,58
TE80338,M,2005,J,2007,2,2,2006,1,150,J,1,1,1.01,2150TE80338,69
TE80345,M,2005,J,2006,1,2,2006,2,175,J,1,1,0.79,2175TE80345,23
TE80356,M,2005,A,2008,3,3,2006,12,97,A,1,1,0.883,397TE80356,207
TE80391,M,2005,J,notbred,1,2,2006,2,175,J,1,1,0.789,2175TE80391,67
TE80428,M,2005,A,2008,3,3,2006,12,107,A,1,1,0.343,3107TE80428,8
TE80456,F,2005,J,2006,1,2,2006,2,171,J,1,1,0.996,2171TE80456,75
TE80457,M,2005,J,notbred,1,2,2005,12,107,J,1,1,0.442,2107TE80457,15
TE80475,F,2005,J,notbred,1,2,2006,2,171,J,1,1,0.382,2171TE80475,28
TE80485,F,2005,A,notbred,2,3,2006,11,87,A,1,1,1.084,387TE80485,45
TE80522,F,2005,J,2006,1,2,2005,9,29,J,2,1,0.336,229TE80522,4
TE80522,F,2005,J,2006,1,2,2006,2,168,J,2,2,0.336,2168TE80522,16
TE80531,F,2005,A,2007,2,3,2007,2,169,A,2,1,1.285,3169TE80531,111
TE80531,F,2005,A,2007,2,4,2008,2,172,A,2,2,1.285,4172TE80531,129
TE80534,F,2005,A,2007,2,3,2006,11,83,A,3,1,-0.026,383TE80534,3
TE80534,F,2005,A,2007,2,3,2007,3,190,A,3,2,-0.026,3190TE80534,2
TE80534,F,2005,A,2007,2,4,2008,1,151,A,3,3,-0.026,4151TE80534,12
TE80536,M,2005,J,notbred,1,2,2006,1,141,J,2,1,0.556,2141TE80536,24
TE80536,M,2005,J,notbred,1,2,2006,2,155,J,2,2,0.556,2155TE80536,98
TE80544,F,2005,A,2006,2,3,2007,2,170,A,1,1,0.902,3170TE80544,63
TE80553,F,2005,A,2006,2,3,2007,2,158,A,1,1,0.377,3158TE80553,8
TE80576,M,2005,J,notbred,1,2,2006,1,153,J,1,1,0.424,2153TE80576,17
TE80599,M,2005,J,notbred,1,2,2005,11,84,J,1,1,0.529,284TE80599,16
TE80607,M,2005,J,2006,1,2,2005,11,85,J,4,1,0.553,285TE80607,6
TE80607,M,2005,J,2006,1,2,2005,12,106,J,4,2,0.553,2106TE80607,25
TE80607,M,2005,J,2006,1,2,2006,1,141,J,4,3,0.553,2141TE80607,89
TE80607,M,2005,J,2006,1,2,2006,1,148,J,4,4,0.553,2148TE80607,121
TE80611,F,2005,J,2006,1,2,2006,1,150,J,1,1,0.803,2150TE80611,191
TE80618,F,2005,J,2006,1,2,2005,9,24,J,2,1,0.905,224TE80618,13
TE80618,F,2005,J,2006,1,3,2006,11,80,A,2,2,0.905,380TE80618,39
TE80637,F,2005,J,2007,2,2,2006,2,155,J,1,1,0.087,2155TE80637,10
TE80638,M,2005,A,notbred,3,4,2008,1,144,A,1,1,1.029,4144TE80638,47
TE80717,F,2005,J,2007,2,2,2006,1,153,J,2,2,0.684,2153TE80717,72
TE80717,F,2005,J,2007,2,2,2006,1,146,J,2,1,0.684,2146TE80717,8
TE80721,F,2005,J,notbred,1,2,2006,1,143,J,1,1,1.418,2143TE80721,59
TE80726,M,2005,J,notbred,1,2,2005,11,79,J,1,1,0.512,279TE80726,35
TE80746,F,2005,J,notbred,1,2,2006,1,153,J,1,1,0.313,2153TE80746,14
TJ24022,F,2007,J,2009,2,4,2008,1,151,J,1,1,0.924,4151TJ24022,50
TJ24199,M,2007,J,notbred,1,4,2008,2,181,J,1,1,0.973,4181TJ24199,58
TJ24202,F,2007,J,2008,1,4,2008,3,187,J,1,1,1.482,4187TJ24202,78
TJ24350,F,2007,J,2008,1,4,2008,3,188,J,1,1,0.104,4188TJ24350,12
TJ24378,M,2007,J,2009,2,4,2008,3,188,J,2,1,0.226,4188TJ24378,36
TJ25585,M,2007,J,notbred,1,4,2007,12,96,J,1,1,0.447,496TJ25585,12
TJ25799,F,2007,J,2009,2,4,2008,2,167,J,2,1,0.1,4167TJ25799,7
TJ26071,F,2007,J,notbred,1,4,2008,3,187,J,1,1,0.156,4187TJ26071,20
TJ26502,F,2007,J,2008,1,4,2008,2,159,J,1,1,0.064,4159TJ26502,4
TJ26504,F,2007,J,2008,1,4,2008,2,158,J,1,1,0.404,4158TJ26504,25
TJ26506,F,2007,J,2008,1,4,2008,2,157,J,1,1,0.505,4157TJ26506,15
TJ26512,F,2007,J,notbred,1,4,2008,2,182,J,1,1,0.244,4182TJ26512,6
TJ26564,M,2007,J,notbred,1,4,2008,2,165,J,1,1,0.435,4165TJ26564,10
TJ26665,F,2007,J,2012,5,4,2008,2,167,J,1,1,0.818,4167TJ26665,43
TJ26685,M,2007,J,2008,1,4,2008,2,158,J,1,1,1.143,4158TJ26685,93
TJ26753,F,2007,J,2011,4,4,2008,2,182,J,1,1,1.008,4182TJ26753,83
TJ26765,F,2007,J,2008,1,4,2008,2,166,J,2,1,0.903,4166TJ26765,29
TJ26765,F,2007,J,2008,1,4,2008,3,195,J,2,2,0.903,4195TJ26765,65
TJ27474,F,2007,J,notbred,1,4,2008,1,146,J,2,1,1.088,4146TJ27474,47
TJ27474,F,2007,J,notbred,1,4,2008,2,159,J,2,2,1.088,4159TJ27474,66
TJ27514,F,2007,J,notbred,1,4,2007,12,109,J,2,1,1.174,4109TJ27514,30
TJ27514,F,2007,J,notbred,1,4,2008,1,151,J,2,2,1.174,4151TJ27514,90
TJ27568,F,2007,J,2008,1,4,2007,12,109,J,1,1,0.285,4109TJ27568,16
TJ27586,F,2007,J,2010,3,4,2008,2,177,J,1,1,1.122,4177TJ27586,43
TJ27613,F,2007,J,2008,1,4,2008,2,177,J,1,1,0.609,4177TJ27613,40
TJ27677,M,2007,J,2009,2,4,2008,2,172,J,1,1,0.474,4172TJ27677,26
TJ27683,F,2007,J,notbred,1,4,2007,12,109,J,2,1,1.275,4109TJ27683,46
TJ27683,F,2007,J,notbred,1,4,2008,1,144,J,2,2,1.275,4144TJ27683,98
TJ27731,F,2007,J,notbred,1,4,2007,12,96,J,1,1,0.683,496TJ27731,36
TJ27759,M,2007,J,2008,1,4,2008,1,146,J,2,1,0.534,4146TJ27759,24
TJ27759,M,2007,J,2008,1,4,2008,2,172,J,2,2,0.534,4172TJ27759,47
TJ27780,M,2007,J,2009,2,4,2008,3,188,J,1,1,1.085,4188TJ27780,38
TJ27810,F,2007,J,notbred,1,4,2008,3,189,J,1,1,-0.106,4189TJ27810,3
TJ27864,F,2007,J,2008,1,4,2008,3,188,J,1,1,0.256,4188TJ27864,30
TJ27872,M,2007,J,2008,1,4,2007,12,109,J,2,1,0.577,4109TJ27872,28
TJ27872,M,2007,J,2008,1,4,2008,1,144,J,2,2,0.577,4144TJ27872,15
TJ27898,F,2007,J,notbred,1,4,2008,2,177,J,1,1,0.157,4177TJ27898,4
TJ27899,F,2007,J,2009,2,4,2008,2,172,J,1,1,0.845,4172TJ27899,48
