Year,Nestbox.ID,x,y,Clutch.Number,Plot.ID,Species,April.lay.date,Clutch.size,Number.fledglings,Father,Mother,Average.fledgling.mass,Brood.ID
2005,MP85,448279.72,207503.76,1,mp,g,24,11,0,TA16099,T640207,NA,20051mp85
2005,O101,445672.33,207883.71,1,o,g,27,11,10,VF63930,T550178,18.35,20051o101
2005,O112,445957.33,207531.71,1,o,g,26,11,11,F952926,VF63487,19.15,20051o112
2005,O14,445451.72,208171.76,1,o,g,22,11,11,T177580,H300669,18.67,20051o14
2005,O24,445168.72,207887.76,1,o,g,17,11,4,VF63084,T176414,14.73,20051o24
2005,O56,445416.72,208003.76,1,o,g,20,11,0,NA,VH99584,NA,20051o56
2005,SW16,446260.33,207485.71,1,sw,g,22,11,7,VF63063,K578961,18.74,20051sw16
2005,SW29,446468.33,207455.71,1,sw,g,31,11,0,T640326,NA,NA,20051sw29
2005,SW3,446241.33,207876.75,1,sw,g,27,11,10,VT33942,T640320,15.16,20051sw3
2005,SW78,447192.33,207353.71,1,sw,g,28,11,11,VR91849,TA16153,15.68,20051sw78
2005,W20,446229.33,209534.71,1,w,g,14,11,10,C695383,VT33752,19.76,20051w20
2005,W27,446173.33,209315.71,1,w,g,16,11,8,TC58372,N200810,19.1,20051w27
2005,W56,445993.33,209438.71,1,w,g,20,11,11,E985065,NA,15.16,20051w56
2005,W62,445726.33,209377.71,1,w,g,16,11,0,NA,NA,NA,20051w62
2005,W75A,445751.33,209202.71,1,w,g,19,11,10,VT33548,C695356,18.27,20051w75a
2005,W77,445609.33,209153.71,1,w,g,22,11,0,NA,NA,NA,20051w77
2005,W89,445514.33,209277.71,1,w,g,19,11,9,TC58047,TA15541,16.24,20051w89
2005,W99A,445385.33,209013.71,1,w,g,21,11,10,TC58263,TC58350,19.37,20051w99a
2005,EX18A,445761.33,208957.71,1,ex,g,16,12,10,T177505,VT33381,18.25,20051ex18a
2005,EX51,446397.33,208674.71,1,ex,g,32,12,12,VF63055,TC58580,15.23,20051ex51
2005,EX84,446086.33,207856.71,1,ex,g,29,12,11,N200902,TC58911,18.15,20051ex84
2005,MP96,447925.72,207923.76,1,mp,g,NA,12,0,T640206,TA16082,15.1,20051mp96
2005,O59,445394.72,207517.76,1,o,g,17,12,0,NA,TA15815,NA,20051o59
2005,O74,445633.33,207335.71,1,o,g,13,12,11,T550165,TB26670,14.43,20051o74
2005,O85,445640.33,207606.71,1,o,g,21,12,11,K578978,T550173,19.11,20051o85
2005,SW41,446596.33,207435.71,1,sw,g,26,12,0,NA,TB26055,NA,20051sw41
2005,SW70,447032.33,207397.71,1,sw,g,29,12,0,NA,TB26105,NA,20051sw70
2005,W71,445813.33,209236.71,1,w,g,26,12,7,N200906,N200905,14.33,20051w71
2005,W79,445684.33,209242.71,1,w,g,27,12,4,T177529,N200702,15.55,20051w79
2005,EX14,445451.33,208853.71,1,ex,g,27,13,0,NA,NA,NA,20051ex14
2005,O44,445380.72,207931.76,1,o,g,13,13,7,NA,NA,20.2,20051o44
2005,W81,445606.33,209304.71,1,w,g,19,13,10,TC58270,TC58463,18.32,20051w81
2005,CP5,446449.33,209244.71,2,cp,g,17,13,0,TC58521,VS84959,NA,20052cp5
2005,O84,445745.33,207577.71,1,o,g,24,18,0,NA,VF63462,NA,20051o84
2005,O104,445716.33,207772.71,1,o,g,27,21,8,T550182,TC58189,16.97,20051o104
2006,EX57,446473.33,208633.71,1,ex,g,NA,0,0,NA,NA,NA,20061ex57
2006,SW116,446054.33,207257.71,1,sw,g,NA,0,0,NA,NA,NA,20061sw116
2006,C146,446628.72,206934.76,1,c,g,26,1,0,NA,NA,NA,20061c146
2006,CP29,446615.33,208950.71,1,cp,g,27,1,0,NA,NA,NA,20061cp29
2006,W76,445644.33,209161.71,1,w,g,25,1,0,NA,NA,NA,20061w76
2006,B35,447668.72,207577.76,1,b,g,25,2,0,NA,NA,NA,20061b35
2006,CP26,446557.33,208980.71,1,cp,g,27,2,0,NA,VF64824,NA,20061cp26
2006,CP28,446614.33,209067.71,1,cp,g,26,2,0,NA,NA,NA,20061cp28
2006,EX43D,446085.33,208625.71,1,ex,g,20,2,0,NA,NA,NA,20061ex43d
2006,EX43E,446010.33,208649.71,1,ex,g,34,2,0,NA,NA,NA,20061ex43e
2006,O75B,445871.33,207127.71,1,o,g,NA,2,0,NA,NA,NA,20061o75b
2006,B123,447860.72,207831.76,1,b,g,24,3,0,NA,NA,NA,20061b123
2006,C19,446464.72,206681.76,1,c,g,NA,3,0,NA,NA,NA,20061c19
2006,EX70,445865.33,208233.71,1,ex,g,26,3,0,NA,NA,NA,20061ex70
2006,MP70,448559.72,206926.76,1,mp,g,29,3,0,N199386,N199387,NA,20061mp70
2006,O29,445236.72,208018.76,1,o,g,NA,3,0,NA,NA,NA,20061o29
2006,SW41,446596.33,207435.71,1,sw,g,NA,3,0,NA,NA,NA,20061sw41
2006,B126,447801.72,207750.76,1,b,g,25,4,0,NA,NA,NA,20061b126
2006,O23,445222.72,207955.76,1,o,g,32,4,0,NA,NA,NA,20061o23
2006,W51,445892.33,209413.75,1,w,g,30,4,4,T176841,TA16651,19.28,20061w51
2006,C106,446229.72,206720.76,1,c,g,NA,5,4,TA15118,P439061,18.43,20061c106
2006,C43,446563.72,206999.76,1,c,g,64,5,0,NA,NA,NA,20061c43
2006,EX12A,445480.33,208770.71,1,ex,g,28,5,0,NA,NA,NA,20061ex12a
2006,EX14A,445559.33,208789.71,1,ex,g,28,5,5,TE80109,N199538,20.68,20061ex14a
2006,EX89,445826.33,207888.71,1,ex,g,NA,5,0,NA,NA,NA,20061ex89
2006,MP61,448589.72,207010.76,1,mp,g,17,5,0,NA,NA,NA,20061mp61
2006,MP73,448396.98,206917.97,1,mp,g,25,5,0,NA,NA,NA,20061mp73
2006,O106,445717.33,207689.71,1,o,g,NA,5,5,TE80041,T640348,17.2,20061o106
2006,O51,445397.72,207631.8,1,o,g,NA,5,0,NA,TE79766,19.24,20061o51
2006,O71,445601.33,207494.71,1,o,g,NA,5,3,T640345,TA16681,19.58,20061o71
2006,P17,447006.33,207611.71,1,p,g,NA,5,5,NA,VF63102,14.06,20061p17
2006,SW101A,446196.33,207192.71,1,sw,g,NA,5,0,NA,NA,NA,20061sw101a
2006,SW134,446238.33,207655.71,1,sw,g,NA,5,0,NA,TA15272,NA,20061sw134
2006,C101,446314.33,206940.71,1,c,g,29,6,5,VF63414,N199406,18.98,20061c101
2006,C110,446166.33,206677.71,1,c,g,NA,6,6,VR98112,TC58193,18.82,20061c110
2006,C16,446388.72,206621.76,1,c,g,24,6,6,H300043,VR98174,18.55,20061c16
2006,C52,446553.72,206780.76,1,c,g,28,6,6,H300069,TE79569,19.82,20061c52
2006,C63,446224.33,206926.71,1,c,g,26,6,6,NA,VF63207,14.07,20061c63
2006,CP4,446433.33,209284.71,1,cp,g,27,6,5,NA,J644470,19.28,20061cp4
2006,CP40,447072.72,208549.76,1,cp,g,NA,6,5,NA,E985066,19.7,20061cp40
2006,CP8,446499.33,209141.71,1,cp,g,26,6,6,TC58791,TC58795,19.93,20061cp8
2006,EX38A,445669.33,208666.71,1,ex,g,NA,6,6,NA,NA,NA,20061ex38a
2006,MP12,448089.72,207730.76,1,mp,g,37,6,0,VS83074,N199331,19.8,20061mp12
2006,MP33,448440.72,207343.76,1,mp,g,28,6,6,T550043,T550054,19.13,20061mp33
2006,MP36,448372.72,207288.76,1,mp,g,28,6,6,T550195,N199383,18.08,20061mp36
2006,MP65,448602.72,206929.76,1,mp,g,25,6,6,TE79656,N199380,16.27,20061mp65
2006,MP9,448078.72,207818.76,1,mp,g,28,6,6,N199382,N199381,18.98,20061mp9
2006,O101,445672.33,207883.71,1,o,g,NA,6,0,NA,NA,NA,20061o101
2006,O49,445432.72,207554.76,1,o,g,20,6,0,NA,NA,NA,20061o49
2006,O60,445324.72,207450.76,1,o,g,24,6,0,VT34174,TE80049,NA,20061o60
2006,SW104,446208.33,207101.71,1,sw,g,83,6,5,N199001,TA15017,16.56,20061sw104
2006,SW108,446096.33,207115.71,1,sw,g,30,6,0,NA,NA,NA,20061sw108
2006,SW131,446202.33,207594.71,1,sw,g,30,6,6,T550181,TA15272,18.85,20061sw131
2006,SW15,446239.33,207501.71,1,sw,g,NA,6,0,NA,NA,NA,20061sw15
2006,SW6,446327.33,207836.71,1,sw,g,31,6,5,TE79816,T640348,17.18,20061sw6
2006,W43,445941.33,209362.71,1,w,g,28,6,6,N199508,VN57374,19.23,20061w43
2006,W4B,446257.33,209228.71,1,w,g,27,6,6,E985043,TC58284,19.87,20061w4b
2006,W63,445695.33,209336.71,1,w,g,29,6,6,TC58827,J644812,19.2,20061w63
2006,W75A,445751.33,209202.71,1,w,g,31,6,5,TE80613,J644813,19.94,20061w75a
2006,W79,445684.33,209242.71,1,w,g,25,6,6,T177529,R639107,19.82,20061w79
2006,B194A,447846.72,207942.76,1,b,g,24,7,7,TB26193,TE80011,18.8,20061b194a
2006,B207,447530.72,207839.76,1,b,g,23,7,4,TB21648,N199295,19.4,20061b207
2006,B227,447763.72,208100.76,1,b,g,NA,7,0,NA,N199363,NA,20061b227
2006,B5,447829.72,207426.76,1,b,g,33,7,0,NA,NA,NA,20061b5
2006,B52,447605.72,207641.76,1,b,g,37,7,0,NA,NA,NA,20061b52
2006,B57,447524.72,207609.76,1,b,g,26,7,5,T640013,VR98249,18.46,20061b57
2006,B60,447455.72,207705.76,1,b,g,23,7,7,T640007,N199333,17.79,20061b60
2006,B89,447775.72,207982.76,1,b,g,24,7,6,T640296,TE79381,17.73,20061b89
2006,B90,447801.72,208023.76,1,b,g,36,7,5,NA,TE80309,15.34,20061b90
2006,B96,447910.72,207638.76,1,b,g,30,7,0,NA,NA,NA,20061b96
2006,C122,446453.72,206741.76,1,c,g,NA,7,0,NA,NA,NA,20061c122
2006,C141,446453.72,207041.76,1,c,g,59,7,5,R040194,TE79871,16.88,20061c141
2006,C3A,446301.33,206857.71,1,c,g,25,7,0,NA,NA,NA,20061c3a
2006,C57,446488.33,206892.71,1,c,g,26,7,7,N199455,N199418,19.66,20061c57
2006,C58,446431.72,206991.76,1,c,g,25,7,0,NA,TE79870,NA,20061c58
2006,C62,446256.33,206910.71,1,c,g,29,7,7,F952454,TC59291,18.2,20061c62
2006,CP14A,446274.9,209060.81,1,cp,g,25,7,7,TA15484,TE79225,19.13,20061cp14a
2006,CP43,446948.72,208462.76,1,cp,g,23,7,4,TE80535,N200996,18.68,20061cp43
2006,CP5,446449.33,209244.71,1,cp,g,35,7,7,NA,TC58100,18.97,20061cp5
2006,CP5B,446400.1,209230.86,1,cp,g,25,7,7,TB26601,P439044,20.56,20061cp5b
2006,EX41A,445755.33,208462.71,1,ex,g,28,7,0,NA,NA,NA,20061ex41a
2006,EX41B,445738.33,208427.71,1,ex,g,30,7,5,VR98216,TA15328,18.82,20061ex41b
2006,EX46,446031.33,208756.71,1,ex,g,28,7,7,J644814,TE79801,18.37,20061ex46
2006,EX64,446184.33,208449.71,1,ex,g,25,7,3,TC58041,J644802,20.07,20061ex64
2006,EX65,446127.33,208492.71,1,ex,g,26,7,0,J644801,VN57396,18.61,20061ex65
2006,EX69,445899.33,208257.71,1,ex,g,27,7,7,TE80428,TE80569,19.21,20061ex69
2006,MP13,448119.72,207736.8,1,mp,g,22,7,0,NA,NA,NA,20061mp13
2006,MP41,448487.72,207218.76,1,mp,g,26,7,0,NA,NA,NA,20061mp41
2006,MP47,448510.72,207193.76,1,mp,g,34,7,6,TB26025,TE79013,18.07,20061mp47
2006,MP49,448489.72,207134.76,1,mp,g,24,7,7,NA,N199105,19.54,20061mp49
2006,MP6,448030.72,207795.76,1,mp,g,25,7,7,T550199,NA,18.47,20061mp6
2006,MP68,448478.72,206992.76,1,mp,g,18,7,7,T550075,T550076,18.19,20061mp68
2006,O37,445345.33,207761.71,1,o,g,31,7,0,NA,NA,NA,20061o37
2006,O39,445496.72,207825.76,1,o,g,26,7,7,TC58344,H301164,18.11,20061o39
2006,O59,445394.72,207517.76,1,o,g,36,7,4,VF63789,T640324,20.15,20061o59
2006,O63,445432.72,207470.76,1,o,g,27,7,6,TC59041,T640341,20.03,20061o63
2006,O67,445493.33,207493.71,1,o,g,29,7,6,NA,T640308,19.15,20061o67
2006,O69,445539.33,207561.75,1,o,g,22,7,4,NA,TB26663,17.65,20061o69
2006,O81,445780.33,207502.71,1,o,g,27,7,6,TE80088,NA,18.48,20061o81
2006,P21,446767.33,207549.71,1,p,g,NA,7,0,NA,P639106,NA,20061p21
2006,SW16,446260.33,207485.71,1,sw,g,26,7,0,NA,T640343,NA,20061sw16
2006,SW71,447051.33,207418.71,1,sw,g,23,7,0,VF63731,TE80347,NA,20061sw71
2006,W1,446222.33,209088.71,1,w,g,22,7,6,TB26596,J644809,20.7,20061w1
2006,W13,446119.33,209148.71,1,w,g,28,7,7,NA,TA15531,17.59,20061w13
2006,W14,446247.33,209273.75,1,w,g,39,7,5,TC59098,TA15992,18.88,20061w14
2006,W15,446267.33,209330.71,1,w,g,26,7,7,R999438,T176730,19.4,20061w15
2006,W3,446234.33,209164.71,1,w,g,26,7,6,TC58481,TB26607,19.78,20061w3
2006,W42,445967.33,209346.71,1,w,g,36,7,0,J644816,TA15928,NA,20061w42
2006,W44,446005.33,209288.71,1,w,g,29,7,7,NA,TB26387,18.47,20061w44
2006,W74,445800.33,209211.71,1,w,g,32,7,0,NA,NA,NA,20061w74
2006,W97,445487.33,209092.71,1,w,g,NA,7,7,TC58178,R639118,16.77,20061w97
2006,W99A,445385.33,209013.71,1,w,g,31,7,6,N199535,TE80269,18.92,20061w99a
2006,B1,447796.72,207573.76,1,b,g,23,8,8,VR98280,T640006,18.43,20061b1
2006,B107,447777.74,207455.59,1,b,g,25,8,8,VF63778,VR91379,15.23,20061b107
2006,B11,447748.72,207573.76,1,b,g,29,8,6,TC58769,TB21562,18.43,20061b11
2006,B170,447556.72,207397.76,1,b,g,22,8,8,TB26071,H301190,15.93,20061b170
2006,B176,447668.72,207668.76,1,b,g,26,8,7,TB27081,N200129,16.87,20061b176
2006,B184,447608.72,207849.76,1,b,g,21,8,7,T640263,TE80522,17.56,20061b184
2006,B191,447743.72,208050.76,1,b,g,23,8,0,NA,NA,NA,20061b191
2006,B27,447787.72,207749.76,1,b,g,41,8,8,T640234,N199325,17.61,20061b27
2006,B3,447845.72,207529.76,1,b,g,26,8,0,NA,NA,NA,20061b3
2006,B8,447775.72,207477.76,1,b,g,25,8,8,T640010,T640005,18.55,20061b8
2006,B91,447964.72,207749.76,1,b,g,25,8,8,T176710,T640011,20.31,20061b91
2006,C104,446287.72,206829.76,1,c,g,26,8,7,VF63401,N199421,18.74,20061c104
2006,C117,446435.72,206593.76,1,c,g,25,8,8,F952471,F952472,19.19,20061c117
2006,C137,446448.52,206895.56,1,c,g,27,8,8,TA15386,N199441,18.86,20061c137
2006,C156,446528.33,206909.71,1,c,g,NA,8,7,TA15227,F952464,16.27,20061c156
2006,C160A,446323.33,207042.71,1,c,g,26,8,6,F952473,TA16744,18.62,20061c160a
2006,C163,446174.33,206770.71,1,c,g,26,8,0,NA,NA,NA,20061c163
2006,C2,446343.72,206896.76,1,c,g,27,8,6,TE80188,TC58161,19.22,20061c2
2006,C23,446447.33,206843.71,1,c,g,28,8,8,VR98292,N199443,19.41,20061c23
2006,C40,446482.72,206998.76,1,c,g,27,8,0,R040194,TE79871,NA,20061c40
2006,C49,446609.33,206852.71,1,c,g,23,8,7,NA,VT33932,18.44,20061c49
2006,C55,446567.33,206870.71,1,c,g,22,8,0,TA15227,F952464,NA,20061c55
2006,CP19,446504.33,208987.71,1,cp,g,26,8,5,TB26623,T640228,19.36,20061cp19
2006,CP25,446504.33,208961.71,1,cp,g,26,8,8,T176432,TB26694,20.09,20061cp25
2006,CP33,446525.33,208860.71,1,cp,g,22,8,7,P439143,TB26574,19.64,20061cp33
2006,CP40A,447114.72,208507.76,1,cp,g,23,8,0,P439190,E985066,NA,20061cp40a
2006,CP5A,446402.33,209265.71,1,cp,g,24,8,0,NA,NA,NA,20061cp5a
2006,CP6,446499.33,209263.71,1,cp,g,25,8,8,T550134,P439042,20.88,20061cp6
2006,CP7,446544.33,209240.71,1,cp,g,22,8,7,TE80450,T176729,20.01,20061cp7
2006,EX10A,445542.33,208712.71,1,ex,g,32,8,8,TC59009,R639115,18.53,20061ex10a
2006,EX11,445444.33,208706.71,1,ex,g,28,8,7,R639114,T176824,19.31,20061ex11
2006,EX20,445893.33,209060.71,1,ex,g,20,8,6,N200903,TE80266,19.21,20061ex20
2006,EX26,446155.33,208949.71,1,ex,g,26,8,0,P439131,VT33596,18.34,20061ex26
2006,EX30,445981.49,208869.98,1,ex,g,24,8,8,VR98370,E985071,18.7,20061ex30
2006,EX37,445613.33,208723.71,1,ex,g,NA,8,8,TC58757,R639119,17.73,20061ex37
2006,EX39A,445861.33,208761.71,1,ex,g,24,8,0,NA,TE80110,18.39,20061ex39a
2006,EX49A,446155.33,208632.71,1,ex,g,26,8,8,J644806,TC58755,16.96,20061ex49a
2006,EX49B,446227.33,208612.71,1,ex,g,20,8,8,TB26672,VF64839,19.6,20061ex49b
2006,EX49C,446215.33,208762.71,1,ex,g,21,8,8,TC58826,N200999,18.34,20061ex49c
2006,EX51B,446314.33,208817.71,1,ex,g,27,8,7,TE80622,TE80606,20.83,20061ex51b
2006,EX51D,446444.87,208795.54,1,ex,g,39,8,8,TC58469,TC58817,18.9,20061ex51d
2006,EX63,446234.33,208384.71,1,ex,g,26,8,7,NA,T177509,18.19,20061ex63
2006,EX76,445899.33,207993.71,1,ex,g,26,8,0,NA,NA,NA,20061ex76
2006,EX81A,445778.33,208354.71,1,ex,g,28,8,8,VF63351,TA16761,20.5,20061ex81a
2006,MP14,448152.72,207733.76,1,mp,g,28,8,8,NA,N199384,13.99,20061mp14
2006,MP15,448158.72,207690.76,1,mp,g,18,8,8,TB27018,TE80258,17.35,20061mp15
2006,MP18,448221.72,207630.76,1,mp,g,25,8,7,T640209,N199329,19.61,20061mp18
2006,MP37,448396.72,207260.76,1,mp,g,18,8,8,TB26120,T550036,18.84,20061mp37
2006,MP43,448406.72,207231.76,1,mp,g,29,8,5,TE79601,N199388,19.02,20061mp43
2006,MP78,448423.72,207060.76,1,mp,g,23,8,8,TE79069,TB26077,18.4,20061mp78
2006,MP83,448302.72,207433.76,1,mp,g,21,8,0,A225414,NA,NA,20061mp83
2006,MP92,447983.72,207936.76,1,mp,g,25,8,8,TB26074,TE79083,17.71,20061mp92
2006,MP93,448018.72,207967.76,1,mp,g,18,8,7,A225439,P439282,19.79,20061mp93
2006,MP98,447817.72,207173.76,1,mp,g,22,8,0,NA,NA,NA,20061mp98
2006,O10,445297.72,208135.76,1,o,g,24,8,8,NA,E985081,18.94,20061o10
2006,O19,445340.72,208043.76,1,o,g,26,8,8,TE80015,T640344,19.24,20061o19
2006,O20,445342.72,208098.76,1,o,g,25,8,8,T640336,TE80553,19.01,20061o20
2006,O27,445124.72,207881.76,1,o,g,23,8,7,T640329,T640328,18.21,20061o27
2006,O27A,445122.72,207833.76,1,o,g,32,8,8,T176417,VF63972,19.03,20061o27a
2006,O36,445310.72,207766.76,1,o,g,24,8,0,NA,NA,NA,20061o36
2006,O38A,445296.72,207656.76,1,o,g,25,8,8,R040085,P439156,18.51,20061o38a
2006,O52,445377.72,207665.76,1,o,g,23,8,0,VN57398,T640301,NA,20061o52
2006,O53,445348.72,207698.76,1,o,g,31,8,8,T640354,T640353,18.83,20061o53
2006,O61,445357.72,207427.76,1,o,g,24,8,8,T640331,T640332,19.94,20061o61
2006,O64,445472.72,207440.76,1,o,g,27,8,0,NA,NA,NA,20061o64
2006,O70,445581.33,207542.71,1,o,g,31,8,7,VR98214,N199467,18.76,20061o70
2006,O78,445747.33,207342.71,1,o,g,28,8,7,VN57480,T176855,18.44,20061o78
2006,SW130,446195.33,207551.71,1,sw,g,32,8,7,N199466,TB26696,19.84,20061sw130
2006,SW26,446443.33,207550.71,1,sw,g,27,8,7,N199439,N199438,15.89,20061sw26
2006,SW28,446452.33,207484.71,1,sw,g,23,8,7,T640333,N199453,18.26,20061sw28
2006,SW43,446607.33,207529.71,1,sw,g,24,8,4,T640335,TE79646,18.4,20061sw43
2006,SW44,446666.33,207531.71,1,sw,g,26,8,5,VH99579,T640334,18.67,20061sw44
2006,SW63,446960.33,207394.71,1,sw,g,NA,8,4,H301162,NA,15.9,20061sw63
2006,SW82,447327.33,207376.71,1,sw,g,26,8,8,T640337,TB26015,18.13,20061sw82
2006,W103,445304.33,209032.71,1,w,g,25,8,0,R639109,TB26666,NA,20061w103
2006,W11,446051.33,209146.71,1,w,g,30,8,8,TE80603,J644810,18.68,20061w11
2006,W18,446247.33,209436.71,1,w,g,25,8,4,TC58837,T176789,19.13,20061w18
2006,W35,446067.33,209408.71,1,w,g,27,8,8,NA,TC58032,19.49,20061w35
2006,W52,445820.33,209385.71,1,w,g,27,8,7,TE80680,TE80635,19.11,20061w52
2006,W54,446073.33,209473.71,1,w,g,27,8,6,TA15923,T176826,20.02,20061w54
2006,W60,445859.33,209421.71,1,w,g,37,8,8,T176813,TC58563,16.81,20061w60
2006,W66,445757.33,209361.71,1,w,g,24,8,3,E985047,VT33764,19.67,20061w66
2006,W7,446155.33,209193.71,1,w,g,25,8,7,T640229,TE80534,19.26,20061w7
2006,W71,445813.33,209236.71,1,w,g,28,8,8,N200906,N199518,19.31,20061w71
2006,W84,445572.33,209301.71,1,w,g,23,8,7,VT33709,TC58463,19.36,20061w84
2006,W87,445546.33,209292.71,1,w,g,24,8,8,R639108,TE80677,19.49,20061w87
2006,W92,445495.33,209195.71,1,w,g,23,8,8,P439199,TE80501,19.94,20061w92
2006,W94,445546.33,209131.71,1,w,g,29,8,0,NA,NA,NA,20061w94
2006,CP31,446600.33,208929.71,2,cp,g,54,8,0,NA,NA,NA,20062cp31
2006,B125,447825.72,207780.76,1,b,g,22,9,8,TE80069,K578605,18.73,20061b125
2006,B16,447829.72,207726.76,1,b,g,26,9,8,VF63499,T550019,19.2,20061b16
2006,B195,447788.72,207914.76,1,b,g,25,9,0,NA,NA,NA,20061b195
2006,B203,447661.72,207431.76,1,b,g,25,9,0,NA,T640009,NA,20061b203
2006,B208,447583.72,207817.76,1,b,g,23,9,0,NA,NA,NA,20061b208
2006,B222,447687.72,207389.22,1,b,g,31,9,0,NA,TC58091,NA,20061b222
2006,B223,447711.72,207510.76,1,b,g,26,9,8,A225413,T176429,18.44,20061b223
2006,B59,447501.72,207669.76,1,b,g,21,9,8,K578047,T176422,18.14,20061b59
2006,B77,447600.72,207733.76,1,b,g,22,9,9,T550029,N199336,17.67,20061b77
2006,B99A,447868.72,207555.76,1,b,g,24,9,8,TB26306,P439051,19,20061b99a
2006,C10,446147.33,206622.71,1,c,g,21,9,9,VN57484,TC58114,19.54,20061c10
2006,C105,446268.72,206788.76,1,c,g,24,9,0,NA,NA,NA,20061c105
2006,C108,446255.85,206653.78,1,c,g,27,9,9,VR98288,F952474,18.87,20061c108
2006,C123,446457.33,206803.71,1,c,g,20,9,9,TA15087,F952459,19.28,20061c123
2006,C138,446475.72,206954.76,1,c,g,24,9,9,N199402,F952462,19.27,20061c138
2006,C143,446550.72,206989.76,1,c,g,21,9,6,TA15362,VF63751,18.45,20061c143
2006,C30,446387.72,206686.76,1,c,g,20,9,9,VR98143,F952452,19.64,20061c30
2006,C45,446597.72,206945.76,1,c,g,NA,9,8,TA15313,F952475,18.81,20061c45
2006,C54,446580.33,206812.71,1,c,g,25,9,8,N199444,F952470,17.71,20061c54
2006,C8,446240.33,206637.71,1,c,g,20,9,7,VR98260,F952461,19.09,20061c8
2006,C9,446110.33,206644.71,1,c,g,19,9,9,F952468,F952469,17.51,20061c9
2006,CP20,446475.33,208953.71,1,cp,g,21,9,7,T176401,TE80618,18.93,20061cp20
2006,CP21,446357.33,208965.71,1,cp,g,26,9,9,TA15939,TE80531,20.08,20061cp21
2006,CP34,446663.33,208847.71,1,cp,g,33,9,7,E985078,T176438,19.53,20061cp34
2006,CP35,446634.33,208808.71,1,cp,g,23,9,9,T177501,E985079,19.84,20061cp35
2006,CP39,446973.72,208542.76,1,cp,g,15,9,8,VS83115,TE80407,16.94,20061cp39
2006,CP41,447001.72,208493.76,1,cp,g,23,9,7,E985067,J644804,19.99,20061cp41
2006,CP9,446486.33,209112.71,1,cp,g,23,9,0,NA,NA,NA,20061cp9
2006,EX42,445837.33,208589.71,1,ex,g,28,9,8,H300640,TE79755,19.45,20061ex42
2006,EX43B,445919.33,208499.71,1,ex,g,26,9,9,N200989,H300665,19.92,20061ex43b
2006,EX47A,446150.33,208758.71,1,ex,g,27,9,5,R040133,TC58142,19.38,20061ex47a
2006,EX49,446245.33,208674.71,1,ex,g,26,9,8,J644805,VF63841,18.89,20061ex49
2006,EX51A,446381.33,208780.71,1,ex,g,28,9,0,NA,TC58206,NA,20061ex51a
2006,EX52,446477.33,208704.71,1,ex,g,27,9,0,NA,NA,NA,20061ex52
2006,EX53,446535.33,208706.71,1,ex,g,22,9,7,N200997,TE79324,18.84,20061ex53
2006,EX54,446607.33,208709.71,1,ex,g,22,9,9,R040056,E985075,18.49,20061ex54
2006,EX56,446552.33,208643.71,1,ex,g,23,9,9,TB26213,N200998,17.97,20061ex56
2006,EX5A,445452.33,208363.71,1,ex,g,30,9,9,N200968,TE79798,19.42,20061ex5a
2006,EX60,446331.33,208517.71,1,ex,g,30,9,9,E985095,N199070,18.69,20061ex60
2006,EX62G,446411.61,208050.73,1,ex,g,30,9,7,T176885,TE80125,19.36,20061ex62g
2006,EX62I,446427.53,207969.36,1,ex,g,44,9,0,TB26392,J644829,18.31,20061ex62i
2006,EX71,445851.33,208172.71,1,ex,g,22,9,8,N200953,TE80544,17.91,20061ex71
2006,EX79,445837.33,208289.71,1,ex,g,26,9,9,N200991,N200935,19.48,20061ex79
2006,EX80,445795.33,208313.71,1,ex,g,25,9,7,N200942,TE79729,19.37,20061ex80
2006,MP27,448435.72,207371.76,1,mp,g,18,9,8,N199113,TB26290,18.21,20061mp27
2006,MP3,448026.72,207878.76,1,mp,g,22,9,9,VS83235,N199318,17.64,20061mp3
2006,MP56,448559.72,207079.76,1,mp,g,26,9,9,T550196,T550041,18.94,20061mp56
2006,MP60,448601.72,207042.76,1,mp,g,22,9,9,TB26166,T640211,20.07,20061mp60
2006,MP64,448605.72,206956.76,1,mp,g,66,9,0,NA,TA16184,NA,20061mp64
2006,MP71,448536.72,206873.76,1,mp,g,24,9,8,TC58868,N199109,20.1,20061mp71
2006,MP74,448311.72,206937.76,1,mp,g,20,9,9,TA16240,R639004,18.37,20061mp74
2006,MP89,448096.72,207648.76,1,mp,g,24,9,8,TB21667,N199312,17.76,20061mp89
2006,MP90,448077.72,207710.76,1,mp,g,24,9,0,NA,NA,NA,20061mp90
2006,O102,445681.33,207827.71,1,o,g,26,9,0,TC59401,TE80127,NA,20061o102
2006,O103,445746.33,207787.71,1,o,g,NA,9,8,T550176,TA16928,19.92,20061o103
2006,O104,445716.33,207772.71,1,o,g,27,9,9,TE64149,TC58205,18.43,20061o104
2006,O109,445869.33,207566.71,1,o,g,43,9,9,T176886,N199425,NA,20061o109
2006,O33,445289.33,207863.71,1,o,g,25,9,0,NA,NA,NA,20061o33
2006,O42,445423.72,207885.76,1,o,g,25,9,0,NA,NA,NA,20061o42
2006,O46,445334.72,207897.76,1,o,g,27,9,0,NA,NA,NA,20061o46
2006,O5,445176.72,208063.76,1,o,g,23,9,9,T640330,TC58323,19.46,20061o5
2006,O50,445431.72,207610.76,1,o,g,28,9,0,NA,VF63822,NA,20061o50
