Year,Nestbox.ID,x,y,Clutch.Number,Plot.ID,Species,April.lay.date,Clutch.size,Number.fledglings,Father,Mother,Average.fledgling.mass,Brood.ID
2006,O58,445427.72,207495.76,1,o,g,34,9,0,NA,TE80456,NA,20061o58
2006,O7,445203.72,208133.76,1,o,g,22,9,9,VF63966,TE80505,18.73,20061o7
2006,O75,445771.33,207166.71,1,o,g,27,9,9,NA,T550164,18.13,20061o75
2006,O80,445811.33,207436.71,1,o,g,33,9,8,TE79897,N199468,18.84,20061o80
2006,O83,445788.33,207625.71,1,o,g,30,9,8,N200941,VF63835,18.7,20061o83
2006,O86,445584.33,207655.71,1,o,g,27,9,0,NA,NA,NA,20061o86
2006,P15,447105.33,207601.71,1,p,g,20,9,8,VR98227,VR98209,19.23,20061p15
2006,P4,447188.33,207599.71,1,p,g,76,9,7,TA16399,N199474,18.56,20061p4
2006,P6,447223.33,207763.71,1,p,g,20,9,6,TC58049,TE79554,18.03,20061p6
2006,P9,447314.33,207802.71,1,p,g,25,9,8,N199298,P439161,18.36,20061p9
2006,SW1,446202.33,207910.71,1,sw,g,33,9,2,VT34384,TA16661,14.78,20061sw1
2006,SW105,446199.33,207046.71,1,sw,g,22,9,8,N199001,TA15017,19.45,20061sw105
2006,SW107,446138.33,207049.71,1,sw,g,24,9,8,N199465,N199463,18.43,20061sw107
2006,SW114,446053.33,207204.71,1,sw,g,39,9,9,VF63867,N199473,15.82,20061sw114
2006,SW54,446789.33,207359.71,1,sw,g,25,9,7,TE80249,N199440,19.39,20061sw54
2006,SW67,446997.33,207305.71,1,sw,g,28,9,6,NA,N199464,17.28,20061sw67
2006,SW75,447124.33,207330.71,1,sw,g,31,9,9,T640351,T640352,19.43,20061sw75
2006,SW81,447280.33,207372.71,1,sw,g,30,9,0,NA,NA,NA,20061sw81
2006,SW84A,447375.33,207309.71,1,sw,g,25,9,8,TC58014,T640338,19.2,20061sw84a
2006,SW86,447401.33,207319.71,1,sw,g,22,9,7,TE79305,TC58812,18.33,20061sw86
2006,SW87,447421.33,207386.71,1,sw,g,27,9,6,T640340,N199319,18.39,20061sw87
2006,SW88,447468.33,207292.71,1,sw,g,23,9,9,TE79023,T640339,17.49,20061sw88
2006,W104,445273.33,208998.71,1,w,g,24,9,0,NA,NA,NA,20061w104
2006,W17,446242.33,209395.71,1,w,g,27,9,7,E985048,P439004,20.27,20061w17
2006,W19,446231.33,209497.71,1,w,g,29,9,9,E985098,E985073,19.44,20061w19
2006,W29,446124.33,209221.71,1,w,g,27,9,7,T176806,TE80611,18.56,20061w29
2006,W36,446064.33,209374.71,1,w,g,29,9,9,TC58788,TE80336,18.31,20061w36
2006,W39,445981.33,209386.71,1,w,g,32,9,9,E985065,TE80558,19.72,20061w39
2006,W62,445726.33,209377.71,1,w,g,31,9,0,NA,NA,NA,20061w62
2006,W68,445861.33,209327.71,1,w,g,23,9,9,TC58369,TC58497,18.72,20061w68
2006,W78,445685.33,209195.71,1,w,g,25,9,4,NA,C695356,19.95,20061w78
2006,W80,445704.33,209263.71,1,w,g,28,9,9,VF64874,N199389,18.72,20061w80
2006,W81,445606.33,209304.71,1,w,g,23,9,0,N200827,TA15200,NA,20061w81
2006,W83,445607.33,209219.71,1,w,g,24,9,8,NA,N199390,19.23,20061w83
2006,W91,445496.33,209236.71,1,w,g,22,9,9,R639101,T640107,18.96,20061w91
2006,W93,445509.33,209146.71,1,w,g,24,9,5,TE80317,TC58583,16.86,20061w93
2006,W95,445509.33,209118.71,1,w,g,25,9,7,N200769,TB26221,17.91,20061w95
2006,W98,445459.33,209114.71,1,w,g,26,9,8,NA,T177523,16.91,20061w98
2006,B15,447811.72,207658.76,1,b,g,19,10,10,TE79613,T550200,15.78,20061b15
2006,B165,447457.72,207519.76,1,b,g,23,10,7,T640012,TE80067,17.73,20061b165
2006,B196,447723.72,207846.76,1,b,g,24,10,5,TA16269,TC58018,16.48,20061b196
2006,B216,447663.72,207776.76,1,b,g,22,10,8,N199337,T640008,14.78,20061b216
2006,B218,447705.72,207763.76,1,b,g,21,10,10,P439268,T550105,18.62,20061b218
2006,B80,447446.72,207773.76,1,b,g,22,10,9,P812096,TA16146,17.6,20061b80
2006,C114,446322.44,206578.38,1,c,g,15,10,0,NA,NA,NA,20061c114
2006,C118,446455.72,206687.76,1,c,g,20,10,0,NA,NA,NA,20061c118
2006,C129,446375.72,206747.76,1,c,g,23,10,10,N199422,F952460,19.04,20061c129
2006,C134,446305.72,206735.76,1,c,g,21,10,0,NA,NA,NA,20061c134
2006,C33,446313.72,206692.76,1,c,g,NA,10,10,TA15355,VR98050,17.37,20061c33
2006,CP23,446483.33,208902.71,1,cp,g,27,10,9,TC58568,TC58420,18.41,20061cp23
2006,CP30,446639.33,208899.71,1,cp,g,28,10,8,VS84968,T177521,20.48,20061cp30
2006,CP31,446600.33,208929.71,1,cp,g,19,10,0,NA,NA,NA,20061cp31
2006,CP38,446894.72,208524.76,1,cp,g,22,10,10,J644803,TE79541,19.75,20061cp38
2006,EX13,445382.33,208817.71,1,ex,g,25,10,10,TA16682,R639113,18.95,20061ex13
2006,EX14,445451.33,208853.71,1,ex,g,22,10,10,R639112,T177502,18.75,20061ex14
2006,EX2,445636.33,208384.71,1,ex,g,24,10,8,VF63851,TA16761,19.54,20061ex2
2006,EX22,446025.33,209133.71,1,ex,g,29,10,0,NA,NA,NA,20061ex22
2006,EX29,446108.33,208834.71,1,ex,g,22,10,0,NA,NA,NA,20061ex29
2006,EX29A,446020.33,208789.71,1,ex,g,20,10,0,N200587,E985044,19.01,20061ex29a
2006,EX32,445844.33,208866.71,1,ex,g,26,10,0,VF64753,NA,17.88,20061ex32
2006,EX35,445687.33,208804.71,1,ex,g,24,10,0,NA,NA,18.55,20061ex35
2006,EX4,445547.33,208400.75,1,ex,g,24,10,10,T177596,H300635,19.11,20061ex4
2006,EX41D,445851.33,208441.71,1,ex,g,26,10,10,T176877,TE80229,18.06,20061ex41d
2006,EX41E,445777.33,208408.71,1,ex,g,25,10,0,TE80607,NA,18.23,20061ex41e
2006,EX42A,445869.33,208651.71,1,ex,g,30,10,0,NA,TA16861,NA,20061ex42a
2006,EX43,445912.33,208625.71,1,ex,g,27,10,10,TA15376,TC58781,18.48,20061ex43
2006,EX45,445963.33,208750.71,1,ex,g,23,10,0,TC58153,NA,19.77,20061ex45
2006,EX48,446170.25,208679.27,1,ex,g,27,10,10,H300687,TE79387,20.59,20061ex48
2006,EX5,445483.33,208370.71,1,ex,g,24,10,0,NA,TC58414,NA,20061ex5
2006,EX51C,446379.33,208890.71,1,ex,g,24,10,10,J644808,J644807,19.57,20061ex51c
2006,EX6,445486.33,208437.71,1,ex,g,26,10,0,NA,NA,18.51,20061ex6
2006,EX62,446299.33,208425.71,1,ex,g,21,10,9,T176477,TE79844,19.2,20061ex62
2006,EX62B,446330.33,208317.71,1,ex,g,22,10,9,VF63479,N199433,17.96,20061ex62b
2006,EX62H,446454.65,207990.58,1,ex,g,24,10,0,NA,NA,NA,20061ex62h
2006,EX7,445561.33,208502.71,1,ex,g,24,10,0,TB26658,R639201,20.17,20061ex7
2006,EX75,445916.33,208096.71,1,ex,g,30,10,9,VT33379,E985086,19.58,20061ex75
2006,EX77,445991.33,207977.71,1,ex,g,22,10,0,R040159,N200939,NA,20061ex77
2006,EX78,446079.33,207964.71,1,ex,g,25,10,9,TE79326,E985089,19.14,20061ex78
2006,EX84,446086.33,207856.71,1,ex,g,24,10,10,H301196,N201000,19.72,20061ex84
2006,EX8A,445573.33,208620.71,1,ex,g,25,10,0,NA,NA,NA,20061ex8a
2006,EX9,445503.33,208584.71,1,ex,g,27,10,0,NA,NA,NA,20061ex9
2006,EX90,445791.33,207896.71,1,ex,g,27,10,0,TC58094,R639202,19.31,20061ex90
2006,MP20,448277.72,207566.76,1,mp,g,17,10,8,A225354,VH99600,19.11,20061mp20
2006,MP25,448397.72,207421.76,1,mp,g,23,10,9,TB21613,TC58158,18.37,20061mp25
2006,MP26,448399.72,207392.76,1,mp,g,26,10,10,NA,N199385,14.32,20061mp26
2006,MP34,448488.72,207295.76,1,mp,g,20,10,0,NA,T550059,NA,20061mp34
2006,MP46,448477.72,207167.76,1,mp,g,18,10,9,TA16299,TB26144,18.31,20061mp46
2006,MP51,448419.72,207113.76,1,mp,g,37,10,0,TE79089,TB26069,18.49,20061mp51
2006,MP53,448521.72,207119.76,1,mp,g,20,10,10,TE79017,TE79039,18.66,20061mp53
2006,MP55,448598.34,207079.41,1,mp,g,21,10,9,NA,T550189,18.02,20061mp55
2006,MP66,448621.72,206914.76,1,mp,g,18,10,10,TB21501,TA16184,18.77,20061mp66
2006,MP79,448367.72,207167.76,1,mp,g,26,10,10,TE79037,T550035,18.56,20061mp79
2006,O100,445734.33,207874.71,1,o,g,27,10,9,VF63930,VF63856,19.86,20061o100
2006,O113,445853.33,207841.75,1,o,g,24,10,0,NA,NA,NA,20061o113
2006,O119,446051.33,207804.71,1,o,g,27,10,8,TE80345,TA15246,19.58,20061o119
2006,O13,445364.72,208273.76,1,o,g,26,10,0,T640349,N199048,18.8,20061o13
2006,O15,445419.72,208178.76,1,o,g,27,10,8,TE80144,T640347,19.63,20061o15
2006,O21,445270.72,207991.76,1,o,g,25,10,9,TA16833,N199016,18.08,20061o21
2006,O25,445223.72,207860.76,1,o,g,27,10,0,NA,TE80216,NA,20061o25
2006,O26,445161.72,207857.76,1,o,g,29,10,0,T640346,P439195,NA,20061o26
2006,O45,445344.72,207886.76,1,o,g,29,10,6,TC58184,N199470,19.8,20061o45
2006,O55,445366.72,207968.76,1,o,g,29,10,9,TE80356,T640350,18.23,20061o55
2006,O82,445805.33,207580.71,1,o,g,27,10,5,TB26583,VF63462,18.52,20061o82
2006,O85,445640.33,207606.71,1,o,g,36,10,10,VR98279,N199472,18.16,20061o85
2006,O87,445494.33,207677.71,1,o,g,30,10,4,TE80186,VR98381,18.1,20061o87
2006,P1,447226.33,207400.71,1,p,g,28,10,9,TE80123,F952941,18.11,20061p1
2006,P14,447153.33,207568.71,1,p,g,21,10,0,NA,NA,NA,20061p14
2006,P2,447207.33,207495.71,1,p,g,24,10,9,NA,TE80294,17.36,20061p2
2006,P22,446823.33,207539.71,1,p,g,22,10,0,P812087,P839106,NA,20061p22
2006,P5,447227.33,207656.71,1,p,g,26,10,8,TE80290,N199447,19.33,20061p5
2006,SW125,446013.33,207508.71,1,sw,g,26,10,0,NA,NA,NA,20061sw125
2006,SW127,446100.33,207536.71,1,sw,g,26,10,0,NA,NA,NA,20061sw127
2006,SW18,446358.33,207529.71,1,sw,g,25,10,10,VF63141,T176781,17.77,20061sw18
2006,SW31,446510.33,207427.71,1,sw,g,24,10,10,T640326,N199430,16.97,20061sw31
2006,SW47,446646.33,207423.71,1,sw,g,19,10,10,H300064,TA15499,17.51,20061sw47
2006,SW5,446320.98,207891.12,1,sw,g,24,10,10,TE80021,T640342,18.46,20061sw5
2006,SW62,446899.33,207378.71,1,sw,g,23,10,0,NA,NA,NA,20061sw62
2006,W103A,445294.33,209015.71,1,w,g,20,10,0,NA,NA,NA,20061w103a
2006,W105,445237.33,208993.71,1,w,g,24,10,10,TE80283,TB26377,18.07,20061w105
2006,W22,446164.33,209458.71,1,w,g,24,10,7,NA,TE80717,19.54,20061w22
2006,W24,446185.33,209410.71,1,w,g,26,10,10,A225324,TC58510,18.68,20061w24
2006,W45,446015.33,209235.71,1,w,g,22,10,9,TC58792,VR98038,19.09,20061w45
2006,W46,446077.33,209204.75,1,w,g,25,10,10,T642820,TB26699,18.78,20061w46
2006,W47,446079.33,209309.71,1,w,g,29,10,8,TC58182,T176814,19.2,20061w47
2006,W72,445760.33,209327.71,1,w,g,36,10,10,TE80684,N200905,15.8,20061w72
2006,B147,447564.72,207496.76,1,b,g,26,11,10,N199065,TA16670,17.3,20061b147
2006,B211,447602.72,207704.76,1,b,g,22,11,6,TC58715,N199324,18.85,20061b211
2006,B221,447557.72,207344.76,1,b,g,21,11,0,NA,NA,NA,20061b221
2006,B87,447722.72,207967.76,1,b,g,19,11,10,TB21524,TB21644,17.94,20061b87
2006,C26,446394.72,206812.76,1,c,g,21,11,0,NA,NA,NA,20061c26
2006,EX13A,445305.33,208756.71,1,ex,g,31,11,11,TE79807,R639116,18.05,20061ex13a
2006,EX39,445695.33,208717.71,1,ex,g,28,11,7,T177579,TE80458,18.82,20061ex39
2006,EX62E,446325.53,208122.65,1,ex,g,26,11,0,NA,TB26362,NA,20061ex62e
2006,EX67,445956.33,208360.71,1,ex,g,24,11,10,H300605,N200773,18.43,20061ex67
2006,EX68,445909.33,208292.71,1,ex,g,24,11,10,VT33693,TC58392,18.04,20061ex68
2006,EX73,445964.33,208152.71,1,ex,g,21,11,11,E985085,E985088,17.78,20061ex73
2006,EX86,446001.33,207834.71,1,ex,g,32,11,6,TE80345,TE80006,18.1,20061ex86
2006,MP35,448422.72,207277.76,1,mp,g,18,11,11,TA16239,TB26121,17.13,20061mp35
2006,MP75,448359.72,206990.76,1,mp,g,19,11,0,T550058,TB26054,NA,20061mp75
2006,O40,445462.72,207850.76,1,o,g,33,11,11,TC58859,T642829,18.35,20061o40
2006,O95,445955.33,207585.71,1,o,g,36,11,10,TE79278,N199471,17.45,20061o95
2006,SW109A,446136.33,207131.71,1,sw,g,34,11,9,T176890,N199469,17.92,20061sw109a
2006,SW35,446381.33,207366.71,1,sw,g,29,11,0,NA,NA,NA,20061sw35
2006,SW77,447192.33,207299.71,1,sw,g,22,11,5,T640216,T640101,18.71,20061sw77
2006,W20,446229.33,209534.71,1,w,g,37,11,11,J644828,T550135,16.88,20061w20
2006,W26,446142.33,209342.71,1,w,g,24,11,9,TC58372,N200811,18.96,20061w26
2006,W27,446173.33,209315.71,1,w,g,23,11,8,VT33760,N200810,19.44,20061w27
2006,W31,446142.33,209424.71,1,w,g,29,11,9,J644811,NA,18.82,20061w31
2006,W34,446103.33,209396.71,1,w,g,26,11,9,TC59093,E985060,19.24,20061w34
2006,W38,446005.33,209356.71,1,w,g,26,11,10,T177508,TC58577,18.9,20061w38
2006,W69,445872.33,209243.71,1,w,g,26,11,9,TC58785,TB26693,19.33,20061w69
2006,W77,445609.33,209153.71,1,w,g,23,11,8,NA,R639111,18.49,20061w77
2006,B112,447766.72,207641.76,1,b,g,20,12,9,N199302,VF63781,15.83,20061b112
2006,B144,447505.72,207485.76,1,b,g,23,12,8,VF63817,VT33566,15.68,20061b144
2006,B63,447403.72,207584.76,1,b,g,22,12,7,TA15522,VF63472,19.17,20061b63
2006,C112,446254.33,206596.71,1,c,g,18,12,9,NA,VR91220,18.26,20061c112
2006,EX18A,445761.33,208957.71,1,ex,g,22,12,0,T177505,VT33381,NA,20061ex18a
2006,EX34,445711.33,208853.71,1,ex,g,21,12,0,NA,NA,NA,20061ex34
2006,EX39B,445778.33,208758.71,1,ex,g,19,12,0,NA,NA,NA,20061ex39b
2006,O17,445431.72,208036.76,1,o,g,25,12,10,T640313,VH99584,19.54,20061o17
2006,O93,445912.33,207645.71,1,o,g,31,12,4,NA,T176884,17.8,20061o93
2006,P18,446946.33,207593.71,1,p,g,21,12,0,NA,VF63102,NA,20061p18
2006,SW3,446241.33,207876.75,1,sw,g,19,12,1,NA,T640315,13.25,20061sw3
2006,SW72,447082.33,207381.71,1,sw,g,24,12,0,TC58015,TB26105,17.01,20061sw72
2006,SW73,447094.33,207298.71,1,sw,g,20,12,0,NA,NA,NA,20061sw73
2006,SW9,446338.33,207737.71,1,sw,g,22,12,9,T640316,TE80035,18.74,20061sw9
2006,MP85,448279.72,207503.76,1,mp,g,18,13,0,NA,NA,NA,20061mp85
2006,O68,445454.72,207485.76,1,o,g,20,13,0,NA,NA,NA,20061o68
2006,SW60,446894.33,207300.71,1,sw,g,20,13,0,NA,NA,NA,20061sw60
2006,EX38,445634.33,208665.71,1,ex,g,24,14,12,TC58534,N199537,17.98,20061ex38
2007,B22,447949.72,207797.76,1,b,g,NA,1,0,NA,NA,NA,20071b22
2007,C101,446314.33,206940.71,1,c,g,NA,1,0,NA,NA,NA,20071c101
2007,W103A,445294.33,209015.71,1,w,g,NA,1,0,NA,NA,NA,20071w103a
2007,W11,446051.33,209146.71,1,w,g,NA,1,0,NA,NA,NA,20071w11
2007,B26,447793.72,207785.76,1,b,g,NA,2,0,NA,NA,NA,20071b26
2007,SW30,446515.33,207463.71,1,sw,g,NA,2,0,NA,NA,NA,20071sw30
2007,EX26,446155.33,208949.71,1,ex,g,NA,3,0,NA,NA,NA,20071ex26
2007,C151,446515.72,206762.76,1,c,g,14,4,0,NA,NA,NA,20071c151
2007,C63,446224.33,206926.71,1,c,g,NA,4,0,NA,NA,NA,20071c63
2007,EX45,445963.33,208750.71,1,ex,g,NA,4,0,NA,NA,NA,20071ex45
2007,B5,447829.72,207426.76,1,b,g,NA,5,0,NA,NA,NA,20071b5
2007,B80,447446.72,207773.76,1,b,g,16,5,0,TK26250,TK25674,NA,20071b80
2007,EX34,445711.33,208853.71,1,ex,g,14,5,0,NA,NA,NA,20071ex34
2007,MP51,448419.72,207113.76,1,mp,g,15,5,0,TK25619,R639308,NA,20071mp51
2007,O28,445160.95,207823.54,1,o,g,NA,5,5,T176417,VF63972,18.62,20071o28
2007,SW25,446550.33,207530.71,1,sw,g,NA,5,0,NA,NA,NA,20071sw25
2007,W91,445496.33,209236.71,1,w,g,17,5,5,R639101,TB27312,19.52,20071w91
2007,B126,447801.72,207750.76,1,b,g,19,6,0,NA,NA,NA,20071b126
2007,B181,447524.72,207793.76,1,b,g,15,6,5,TB21648,N199295,19.2,20071b181
2007,B182,447565.72,207801.76,1,b,g,21,6,0,T640094,T640081,NA,20071b182
2007,B183,447566.72,207850.76,1,b,g,16,6,0,NA,NA,NA,20071b183
2007,C53,446554.72,206813.76,1,c,g,17,6,0,NA,NA,NA,20071c53
2007,CP36,446664.33,208766.71,1,cp,g,15,6,5,E985078,TE80115,19.8,20071cp36
2007,CP7,446544.33,209240.71,1,cp,g,19,6,6,TK25825,NA,19.48,20071cp7
2007,EX4,445547.33,208400.75,1,ex,g,21,6,5,T177743,TC59701,18.74,20071ex4
2007,EX68,445909.33,208292.71,1,ex,g,21,6,6,N199646,TC59601,18.12,20071ex68
2007,MP76,448390.72,207004.76,1,mp,g,37,6,3,NA,NA,13.93,20071mp76
2007,O33,445289.33,207863.71,1,o,g,18,6,5,NA,TK26141,18.2,20071o33
2007,SW134,446238.33,207655.71,1,sw,g,29,6,0,NA,NA,NA,20071sw134
2007,SW15,446239.33,207501.71,1,sw,g,14,6,6,TC59182,TC59645,18.66,20071sw15
2007,SW6,446327.33,207836.71,1,sw,g,24,6,0,TC59708,TK27052,NA,20071sw6
2007,W5,446195.33,209187.71,1,w,g,22,6,0,P439583,TK25862,18.98,20071w5
2007,W57,445965.33,209415.71,1,w,g,22,6,6,TC59613,T176923,18.27,20071w57
2007,W60,445859.33,209421.71,1,w,g,20,6,0,NA,F952406,18.48,20071w60
2007,W80,445704.33,209263.71,1,w,g,16,6,6,TK26353,J644812,18.27,20071w80
2007,W84,445572.33,209301.71,1,w,g,23,6,0,NA,NA,NA,20071w84
2007,O52,445377.72,207665.76,2,o,g,53,6,0,NA,TC58078,NA,20072o52
2007,B146,447556.72,207510.76,1,b,g,23,7,2,TK27173,R639487,18.95,20071b146
2007,B15,447811.72,207658.76,1,b,g,19,7,0,NA,R639465,NA,20071b15
2007,B169,447515.72,207380.76,1,b,g,16,7,0,NA,NA,NA,20071b169
2007,B203,447661.72,207431.76,1,b,g,20,7,0,T640068,T177682,NA,20071b203
2007,B208,447583.72,207817.76,1,b,g,29,7,4,T640263,T640098,15.43,20071b208
2007,B215,447636.72,207796.76,1,b,g,25,7,0,T640097,TC59873,NA,20071b215
2007,B222,447687.72,207389.22,1,b,g,24,7,0,NA,TK26145,NA,20071b222
2007,B27,447787.72,207749.76,1,b,g,NA,7,0,T640234,R639417,NA,20071b27
2007,B48,447574.72,207528.76,1,b,g,25,7,0,NA,NA,NA,20071b48
2007,B51,447646.72,207615.76,1,b,g,21,7,0,NA,R639280,15.98,20071b51
2007,B87,447722.72,207967.76,1,b,g,18,7,7,TK27150,TK25769,18.33,20071b87
2007,C109,446101.33,206667.71,1,c,g,13,7,0,NA,NA,NA,20071c109
2007,C61A,446303.33,206992.71,1,c,g,20,7,6,TK25845,TK25574,17.68,20071c61a
2007,C9,446110.33,206644.71,1,c,g,10,7,0,NA,NA,NA,20071c9
2007,CP17,446523.33,209028.71,1,cp,g,15,7,5,N199638,N199639,19.2,20071cp17
2007,CP30,446639.33,208899.71,1,cp,g,14,7,6,N199636,N199640,19.85,20071cp30
2007,CP38,446894.72,208524.76,1,cp,g,18,7,7,N199641,TK26251,19.66,20071cp38
2007,CP8,446499.33,209141.71,1,cp,g,21,7,7,R639243,TK26287,20.34,20071cp8
2007,EX39,445695.33,208717.71,1,ex,g,15,7,0,NA,NA,NA,20071ex39
2007,EX47A,446150.33,208758.71,1,ex,g,24,7,6,R040133,TC59842,18.38,20071ex47a
2007,EX55,446634.33,208663.71,1,ex,g,19,7,0,NA,NA,NA,20071ex55
2007,EX62G,446411.61,208050.73,1,ex,g,23,7,6,TK26376,N199649,14.25,20071ex62g
2007,EX63,446234.33,208384.71,1,ex,g,18,7,0,NA,NA,NA,20071ex63
2007,EX65,446127.33,208492.71,1,ex,g,16,7,7,TE80167,N199072,19.81,20071ex65
2007,EX67,445956.33,208360.71,1,ex,g,18,7,6,N200991,N199647,19.13,20071ex67
2007,MP11,448090.72,207763.76,1,mp,g,20,7,7,N199382,N199331,19.13,20071mp11
2007,MP38,448439.72,207246.76,1,mp,g,NA,7,0,NA,NA,NA,20071mp38
2007,MP39,448481.72,207255.76,1,mp,g,23,7,0,NA,NA,NA,20071mp39
2007,MP69,448519.72,206960.76,1,mp,g,8,7,0,T550075,T550076,NA,20071mp69
2007,MP70,448559.72,206926.76,1,mp,g,15,7,6,TK25631,N199387,19.15,20071mp70
2007,O106,445717.33,207689.71,1,o,g,19,7,7,T177685,T640348,17.29,20071o106
2007,O60,445324.72,207450.76,1,o,g,13,7,0,T640331,TE80049,NA,20071o60
2007,SW101A,446196.33,207192.71,1,sw,g,15,7,4,TK27031,TK27442,20.25,20071sw101a
2007,SW17,446303.33,207521.71,1,sw,g,17,7,0,T640370,TK27091,NA,20071sw17
2007,SW42,446590.33,207468.71,1,sw,g,19,7,7,TK27495,R639130,20.21,20071sw42
2007,SW43,446607.33,207529.71,1,sw,g,19,7,6,TC59163,T177617,18.17,20071sw43
2007,SW59,446847.33,207337.71,1,sw,g,23,7,7,TB27161,TK25625,18.79,20071sw59
2007,SW63,446960.33,207394.71,1,sw,g,NA,7,7,TC59847,R639217,18.64,20071sw63
2007,SW86,447401.33,207319.71,1,sw,g,18,7,6,TK27447,TB26805,18.93,20071sw86
2007,W104,445273.33,208998.71,1,w,g,23,7,6,V260980,R639287,18.12,20071w104
2007,W63,445695.33,209336.71,1,w,g,23,7,0,NA,T642471,NA,20071w63
2007,W68,445861.33,209327.71,1,w,g,17,7,0,NA,P439580,12.4,20071w68
2007,W98,445459.33,209114.71,1,w,g,21,7,0,TC59723,TC59608,NA,20071w98
2007,W99,445380.33,209050.71,1,w,g,19,7,7,TC59717,TK25851,18.77,20071w99
2007,C109,446101.33,206667.71,2,c,g,NA,7,0,VR98112,TC58193,NA,20072c109
2007,B121,447972.72,207792.76,1,b,g,18,8,0,TK25761,TK27716,NA,20071b121
2007,B16,447829.72,207726.76,1,b,g,15,8,6,TK26131,TK27665,18.48,20071b16
2007,B168,447496.72,207427.76,1,b,g,22,8,0,TK27015,N199319,17.45,20071b168
2007,B180,447479.72,207788.76,1,b,g,19,8,0,NA,TK27426,NA,20071b180
2007,B193,447813.72,207992.76,1,b,g,18,8,7,TK25787,TE79381,17.99,20071b193
2007,B194A,447846.72,207942.76,1,b,g,14,8,7,TB26193,TE80011,19.74,20071b194a
2007,B223,447711.72,207510.76,1,b,g,20,8,0,NA,NA,NA,20071b223
2007,B225,447796.72,207941.76,1,b,g,19,8,8,TK27149,N199363,17.25,20071b225
2007,B229,447883.72,207856.76,1,b,g,21,8,8,TK25763,K578082,17.93,20071b229
2007,B32,447671.72,207612.76,1,b,g,16,8,0,NA,NA,NA,20071b32
2007,B36,447687.72,207515.76,1,b,g,21,8,5,TC59161,T640096,17.78,20071b36
2007,B59,447501.72,207669.76,1,b,g,15,8,6,K578047,N199333,19.83,20071b59
2007,B62,447393.72,207609.76,1,b,g,21,8,0,NA,NA,NA,20071b62
2007,B85,447637.72,207880.76,1,b,g,21,8,0,NA,TK25805,NA,20071b85
2007,B99,447854.72,207583.76,1,b,g,19,8,0,TB26296,P439051,NA,20071b99
2007,C10,446147.33,206622.71,1,c,g,11,8,0,VN57484,NA,NA,20071c10
2007,C107,446221.72,206699.76,1,c,g,12,8,7,TA15355,VR98050,18.97,20071c107
2007,C114,446322.44,206578.38,1,c,g,15,8,7,TB27128,TK27169,20.4,20071c114
2007,C116,446404.72,206597.76,1,c,g,16,8,8,F952480,F952479,20.6,20071c116
2007,C160B,446353.33,207072.75,1,c,g,19,8,0,NA,NA,NA,20071c160b
2007,C19,446464.72,206681.76,1,c,g,18,8,0,NA,NA,NA,20071c19
2007,C27,446387.72,206777.76,1,c,g,20,8,8,TB27375,T177710,19.51,20071c27
2007,C33,446313.72,206692.76,1,c,g,16,8,7,T177711,F952477,19.33,20071c33
2007,C4,446303.72,206821.76,1,c,g,16,8,8,VF63401,T177715,19.2,20071c4
2007,C40,446482.72,206998.76,1,c,g,13,8,8,T177719,TC59734,19.04,20071c40
2007,C42,446533.94,207017.58,1,c,g,18,8,7,TA15362,TB27357,19.97,20071c42
2007,C54,446580.33,206812.71,1,c,g,16,8,8,T177716,N199418,20,20071c54
2007,C62,446256.33,206910.71,1,c,g,28,8,7,TC59180,H300070,17.16,20071c62
2007,CP15,446368.33,209033.71,1,cp,g,15,8,8,TA15939,TC58046,20.06,20071cp15
2007,CP25,446504.33,208961.71,1,cp,g,15,8,8,TA16664,R639246,20.23,20071cp25
2007,CP3,446370.33,209284.71,1,cp,g,18,8,8,TC59491,T176730,18.66,20071cp3
2007,CP31,446600.33,208929.71,1,cp,g,21,8,7,N199484,TK26310,18.89,20071cp31
2007,CP35,446634.33,208808.71,1,cp,g,17,8,7,TK26526,TK26227,19.21,20071cp35
2007,CP37,446661.33,208737.71,1,cp,g,25,8,5,TK26257,TK26264,15.64,20071cp37
2007,CP39,446973.72,208542.76,1,cp,g,10,8,0,NA,TE80407,NA,20071cp39
2007,CP4,446433.33,209284.71,1,cp,g,15,8,8,TB26884,P439042,20.18,20071cp4
2007,CP40,447072.72,208549.76,1,cp,g,20,8,8,N199650,TC59635,18.05,20071cp40
2007,CP41,447001.72,208493.76,1,cp,g,21,8,8,TC59676,N199651,17.15,20071cp41
2007,CP5B,446400.1,209230.86,1,cp,g,18,8,7,TB26601,P439044,19.39,20071cp5b
2007,CP6,446499.33,209263.71,1,cp,g,21,8,8,TK27402,TC58100,18.48,20071cp6
2007,CP9,446486.33,209112.71,1,cp,g,20,8,0,NA,TK26389,NA,20071cp9
2007,EX12,445406.33,208764.71,1,ex,g,23,8,0,TC59703,R639115,NA,20071ex12
2007,EX14B,445630.33,208871.71,1,ex,g,17,8,7,TE80109,J644995,18,20071ex14b
2007,EX18A,445761.33,208957.71,1,ex,g,19,8,0,NA,NA,NA,20071ex18a
2007,EX27,446225.33,208867.71,1,ex,g,15,8,8,T177651,J644807,20.01,20071ex27
2007,EX30,445981.49,208869.98,1,ex,g,17,8,6,VR98670,VT34740,18.68,20071ex30
2007,EX31,445914.33,208883.71,1,ex,g,18,8,5,TK26525,J644994,19.42,20071ex31
